cohort,action,count,rate,non_abstention_coverage
inner_hancock,AUGMENT,115,0.8518518518518519,0.9037037037037037
inner_hancock,FALLBACK,7,0.05185185185185185,0.9037037037037037
inner_hancock,ABSTAIN,13,0.0962962962962963,0.9037037037037037
