analysis_label,study,cohort,partition,model,seed,runtime_seconds,status,n,events,ipcw_evaluable_weight,ipcw_brier,harrell_c,uno_c,auc_horizon,calibration_in_the_large,calibration_slope,mean_predicted_risk
post hoc exploratory benchmark,HANCOCK,HANCOCK,development_oof,C1,101,1.2963951000001543,OK,489.0,135.0,488.8486702563916,0.10724272443096095,0.6580605184343695,0.7098208636503919,0.7348004897780904,-0.0016273551089512521,1.9495088279658546,0.13552459366111194
post hoc exploratory benchmark,HANCOCK,HANCOCK,calibration,C1,101,0.35149040000032983,OK,122.0,38.0,121.33108167594078,0.13551799923606925,0.7217033993276055,0.750807858278488,0.7776636218222343,0.3820847974950656,3.8263831461969677,0.1372678712808861
post hoc exploratory benchmark,HANCOCK,HANCOCK,development_oof,C2,101,1.018477300000086,OK,489.0,135.0,488.8486702563916,0.10604632675990593,0.6508829908086337,0.703471311461679,0.7262779648928984,0.11393456640954812,0.814114261151713,0.12758873497376153
post hoc exploratory benchmark,HANCOCK,HANCOCK,calibration,C2,101,0.23127049999948213,OK,122.0,38.0,121.33108167594078,0.1292720073958758,0.6499813223757938,0.6955393866836203,0.7135245503372722,0.4644004767855889,1.204908849396176,0.13317444583731886
post hoc exploratory benchmark,HANCOCK,HANCOCK,development_oof,C3,101,1.002232599999843,OK,489.0,135.0,488.8486702563916,0.1049960811666848,0.6815036662191469,0.7264023132772155,0.7458555366733397,0.013363588522160812,1.2347533228060026,0.1343573521078481
post hoc exploratory benchmark,HANCOCK,HANCOCK,calibration,C3,101,0.2308130000001256,OK,122.0,38.0,121.33108167594078,0.12717685281522498,0.6974224878595443,0.764579546487928,0.7970237032498925,0.40165763572001234,2.578526285938733,0.14121671618731685
post hoc exploratory benchmark,HANCOCK,HANCOCK,development_oof,C4,101,0.5769828000002235,OK,489.0,135.0,488.8486702563916,0.10619089151713425,0.6729835794691728,0.7153195039873231,0.7337842655699506,-0.002240423909337117,1.228519596705958,0.13574001405597538
post hoc exploratory benchmark,HANCOCK,HANCOCK,calibration,C4,101,0.11932789999991655,OK,122.0,38.0,121.33108167594078,0.12758256695847323,0.6948076204706761,0.7594409222124383,0.7872786501162948,0.36245565346604275,2.421428292211717,0.14414376102975188
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,development_oof,C1,17,35.55063500000051,OK,415.0,177.0,414.646498814596,0.21229559640353055,0.6203327420912009,0.6300814282112266,0.6539907226530964,-0.11317514661199288,1.146267670854689,0.3579629412162913
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,calibration,C1,17,6.209777400000348,OK,104.0,44.0,107.37347592126233,0.23266909534967029,0.5902679830747531,0.5835311792768934,0.5802026851087019,-0.03957746134429481,0.6905587214170363,0.35984693912697807
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,development_oof,C2,17,46.68722119999984,OK,415.0,177.0,414.646498814596,0.22013181178878216,0.6346123621994207,0.6390334255866051,0.6650005468149034,-0.2509180085507507,0.5036860671945008,0.37920356218744544
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,calibration,C2,17,8.133760799999436,OK,104.0,44.0,107.37347592126233,0.24746675815216268,0.5744005641748943,0.5706537185321141,0.5937375791111229,-0.1318220576152227,0.303427610151824,0.3873490583008612
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,development_oof,C3,17,25.45705839999937,OK,415.0,177.0,414.646498814596,0.21015231020789724,0.6277868834055547,0.6311764537704723,0.6522396042550627,0.0061230529176897796,1.1609785331327827,0.3333082433699226
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,calibration,C3,17,4.259885899999972,OK,104.0,44.0,107.37347592126233,0.2396138336778232,0.580394922425952,0.5623749704290366,0.559965946798448,0.07111046786996637,0.36463643145503666,0.3321808530319293
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,development_oof,C4,17,20.67950010000004,OK,415.0,177.0,414.646498814596,0.2181656939396718,0.6169200026942679,0.6269821579211133,0.6598828854884857,-0.14961082866128625,0.503095047153554,0.36056042998541266
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,calibration,C4,17,4.214134599999852,OK,104.0,44.0,107.37347592126233,0.2696076819797085,0.6142454160789845,0.6071806569445063,0.6201565611371922,-0.07229522279096179,0.1901278453480677,0.3603552727817952
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,development_oof,C1,29,22.342978399999993,OK,415.0,177.0,414.646498814596,0.21180096161969045,0.6176384741462538,0.6247099427348015,0.6472689984404434,-0.11056280333228896,1.1421889559897866,0.3574090323804686
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,calibration,C1,29,4.654040200000054,OK,104.0,44.0,107.37347592126233,0.23010507648464296,0.5983779971791255,0.5968776141324655,0.6036318667835185,-0.03290170922643224,0.8704199488737003,0.358223339693497
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,development_oof,C2,29,27.35617850000017,OK,415.0,177.0,414.646498814596,0.22330441678169208,0.6217921372280474,0.6284895216097013,0.6481350795348733,-0.24223393731361192,0.5063990270138082,0.3766450444011439
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,calibration,C2,29,5.704465699999673,OK,104.0,44.0,107.37347592126233,0.2508600056627716,0.5564174894217208,0.5505023771273941,0.5590674372240991,-0.14213683700780783,0.2845654575105842,0.38812756508339363
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,development_oof,C3,29,21.47778500000004,OK,415.0,177.0,414.646498814596,0.20882950511490478,0.6337816295830621,0.6345696213184906,0.6535529726641636,-0.010177777602168585,1.3028633133150478,0.3378591046659972
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,calibration,C3,29,4.275271299999986,OK,104.0,44.0,107.37347592126233,0.24334566994486012,0.6167136812411848,0.6052169933737294,0.6121469695331732,0.06416544217581076,0.37655857287262573,0.33362286162786814
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,development_oof,C4,29,20.909537600000476,OK,415.0,177.0,414.646498814596,0.20864640206093463,0.6362064707335144,0.6392692692976457,0.6736414760365033,-0.12112730096956109,0.6442807088765637,0.3591065503167494
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,calibration,C4,29,4.324105199999394,OK,104.0,44.0,107.37347592126233,0.2696076819797085,0.6142454160789845,0.6071806569445063,0.6201565611371922,-0.07229522279096179,0.1901278453480677,0.3603552727817952
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,development_oof,C1,43,22.617851999999402,OK,415.0,177.0,414.646498814596,0.21506279240598547,0.6138889512562025,0.6174064538259373,0.6246969893948602,-0.12896641692141847,0.981576877725144,0.3583774136008172
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,calibration,C1,43,4.667661599999519,OK,104.0,44.0,107.37347592126233,0.22975211658927044,0.5955571227080395,0.5895996387177993,0.5959350497028486,-0.03272118367287231,0.8697658143997863,0.3569752263550974
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,development_oof,C2,43,27.612722899999426,OK,415.0,177.0,414.646498814596,0.23941927300006008,0.6047059880105077,0.6049215473939772,0.6121053782564411,-0.22895983245757007,0.3327871359731331,0.3690682175763775
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,calibration,C2,43,5.611031399999774,OK,104.0,44.0,107.37347592126233,0.2491296883869395,0.5511283497884344,0.5485847382526584,0.5628027496706373,-0.11544570015862249,0.24975240918012634,0.3861077598237074
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,development_oof,C3,43,21.212834200000543,OK,415.0,177.0,414.646498814596,0.2170228848454926,0.6014279620108219,0.6023638772664435,0.6066867412204219,-0.004003811558293932,0.6808487845598312,0.33428592215167174
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,calibration,C3,43,4.34475090000069,OK,104.0,44.0,107.37347592126233,0.2371262745456581,0.5567700987306065,0.5345852163195951,0.5270013744620292,0.07411124019673494,0.37954687628995937,0.33182226851718283
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,development_oof,C4,43,20.969157399999858,OK,415.0,177.0,414.646498814596,0.23158084375087773,0.5954107636004401,0.6010056511391657,0.6167588332394751,-0.15261726770023806,0.3620171083874042,0.3608850519995175
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,calibration,C4,43,4.243481900000006,OK,104.0,44.0,107.37347592126233,0.2696076819797085,0.6142454160789845,0.6071806569445063,0.6201565611371922,-0.07229522279096179,0.1901278453480677,0.3603552727817952
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,development_oof,C1,71,22.539942800000063,OK,415.0,177.0,414.646498814596,0.2177794843801616,0.6029547138462921,0.6034619199852673,0.6152794284583379,-0.10253518112864825,0.8240458856624133,0.3536271320548004
post hoc exploratory benchmark,TCGA-HNSC,TCGA-HNSC,calibration,C1,71,4.648138599999584,OK,104.0,44.0,107.37347592126233,0.23472949814977068,0.581805359661495,0.5734727012688227,0.5730398996016688,-0.041142604664994316,0.5635037904958746,0.3601019850782388
