stage,candidate,cohort,development_only,cross_fitted,eligible_n,events,n_evaluable,events_evaluable,beta,intercept_mode,ipcw_brier24_raw,ipcw_brier24_candidate,delta_ipcw_brier24,citl_raw,citl_candidate,citl_absolute_error_change,calibration_slope_raw,calibration_slope_candidate,slope_absolute_error_change,worst_supported_pattern_regret,coverage_candidate,ranking_preserved_all_folds
U5R7,beta_0.900_logloss,HANCOCK official training development OOF,True,True,610,173,2460,415,0.9,logloss,0.126636630558532,0.12678355857576806,0.0001469280172360643,0.011680298694808466,-0.0037963961329253726,-0.007883902561883094,0.8258867071770277,0.8815519914072262,-0.05566528423019845,0.004175819337348785,1.0,True
