replicate,spec,threshold,delta_vs_v0,delta_vs_v1r
1,V0_reference,,0.0,0.0014568222309424839
1,raw_V1R_reference,,-0.0014568222309424839,0.0
1,patient_aggregated_core,0.4,-0.00012527304439308162,0.0013315491865494022
1,patient_aggregated_core,0.5,-0.00027891033085269967,0.0011779119000897842
1,patient_aggregated_core,0.6,-0.00018689492195339552,0.0012699273089890883
1,patient_aggregated_plus_prediction_instability,0.4,4.7102544924099154e-05,0.001503924775866583
1,patient_aggregated_plus_prediction_instability,0.5,-0.0004183654059709274,0.0010384568249715564
1,patient_aggregated_plus_prediction_instability,0.6,-0.00047131783079235046,0.0009855044001501334
2,V0_reference,,0.0,0.00277272806936002
2,raw_V1R_reference,,-0.00277272806936002,0.0
2,patient_aggregated_core,0.4,-0.0013598972666945264,0.0014128308026654934
2,patient_aggregated_core,0.5,-0.0015413194871257835,0.0012314085822342363
2,patient_aggregated_core,0.6,-0.0014699681665183845,0.0013027599028416353
2,patient_aggregated_plus_prediction_instability,0.4,-0.0012614379460997444,0.0015112901232602755
2,patient_aggregated_plus_prediction_instability,0.5,-0.0014803782381815206,0.0012923498311784992
2,patient_aggregated_plus_prediction_instability,0.6,-0.001520517408014524,0.0012522106613454959
3,V0_reference,,0.0,0.005026610206671486
3,raw_V1R_reference,,-0.005026610206671486,0.0
3,patient_aggregated_core,0.4,-0.0010911625136718062,0.00393544769299968
3,patient_aggregated_core,0.5,-0.0010186385217623994,0.004007971684909087
3,patient_aggregated_core,0.6,-0.0007291129273577779,0.004297497279313708
3,patient_aggregated_plus_prediction_instability,0.4,-0.0008271812705448189,0.004199428936126667
3,patient_aggregated_plus_prediction_instability,0.5,-0.0008635671546497747,0.0041630430520217115
3,patient_aggregated_plus_prediction_instability,0.6,-0.0009270771340412765,0.00409953307263021
4,V0_reference,,0.0,0.0013172367307955901
4,raw_V1R_reference,,-0.0013172367307955901,0.0
4,patient_aggregated_core,0.4,-0.0011581082314310598,0.00015912849936453033
4,patient_aggregated_core,0.5,-0.0010605172658349482,0.0002567194649606419
4,patient_aggregated_core,0.6,-0.00093295197180078,0.00038428475899481007
4,patient_aggregated_plus_prediction_instability,0.4,-0.0009676139926955291,0.00034962273810006106
4,patient_aggregated_plus_prediction_instability,0.5,-0.0010548686200276824,0.00026236811076790767
4,patient_aggregated_plus_prediction_instability,0.6,-0.0010432277182585992,0.00027400901253699095
5,V0_reference,,0.0,0.0029449097683601905
5,raw_V1R_reference,,-0.0029449097683601905,0.0
5,patient_aggregated_core,0.4,-0.0008462184423840002,0.0020986913259761902
5,patient_aggregated_core,0.5,-0.0007150975557106282,0.0022298122126495623
5,patient_aggregated_core,0.6,-0.0006660959996663968,0.0022788137686937937
5,patient_aggregated_plus_prediction_instability,0.4,-0.0006579092622508165,0.002287000506109374
5,patient_aggregated_plus_prediction_instability,0.5,-0.0006582168951590472,0.0022866928732011432
5,patient_aggregated_plus_prediction_instability,0.6,-0.0009469531446484603,0.0019979566237117302
6,V0_reference,,0.0,0.000528959720935418
6,raw_V1R_reference,,-0.000528959720935418,0.0
6,patient_aggregated_core,0.4,-0.00010084940515531216,0.00042811031578010583
6,patient_aggregated_core,0.5,-3.313758199485761e-05,0.0004958221389405604
6,patient_aggregated_core,0.6,6.400266928233145e-05,0.0005929623902177494
6,patient_aggregated_plus_prediction_instability,0.4,4.510233732593627e-05,0.0005740620582613543
6,patient_aggregated_plus_prediction_instability,0.5,-0.0002686953108303747,0.0002602644101050433
6,patient_aggregated_plus_prediction_instability,0.6,-0.0004290395018455295,9.992021908988846e-05
7,V0_reference,,0.0,0.0016161051835199558
7,raw_V1R_reference,,-0.0016161051835199558,0.0
7,patient_aggregated_core,0.4,0.00020892872224065329,0.001825033905760609
7,patient_aggregated_core,0.5,0.00015107465295757794,0.0017671798364775337
7,patient_aggregated_core,0.6,0.000230190379819889,0.0018462955633398448
7,patient_aggregated_plus_prediction_instability,0.4,0.0004026626836193259,0.0020187678671392817
7,patient_aggregated_plus_prediction_instability,0.5,0.0001091634030000177,0.0017252685865199735
7,patient_aggregated_plus_prediction_instability,0.6,-1.2292630280075212e-06,0.0016148759204919483
8,V0_reference,,0.0,-0.0034676337157168308
8,raw_V1R_reference,,0.0034676337157168308,0.0
8,patient_aggregated_core,0.4,-0.0004974395354554045,-0.003965073251172235
8,patient_aggregated_core,0.5,-0.0004381383267906408,-0.0039057720425074716
8,patient_aggregated_core,0.6,-0.00043816962999980447,-0.0039058033457166352
8,patient_aggregated_plus_prediction_instability,0.4,-0.00022815313151118566,-0.0036957868472280164
8,patient_aggregated_plus_prediction_instability,0.5,-0.0005403750636710641,-0.004008008779387895
8,patient_aggregated_plus_prediction_instability,0.6,-0.0004574712722692914,-0.003925104987986122
9,V0_reference,,0.0,-0.000194390273087805
9,raw_V1R_reference,,0.000194390273087805,0.0
9,patient_aggregated_core,0.4,-0.00044154390188914927,-0.0006359341749769543
9,patient_aggregated_core,0.5,-0.00038815728832730656,-0.0005825475614151115
9,patient_aggregated_core,0.6,-0.00040807404855766616,-0.0006024643216454711
9,patient_aggregated_plus_prediction_instability,0.4,-0.00023357968802396878,-0.00042796996111177377
9,patient_aggregated_plus_prediction_instability,0.5,-0.0004554938110551132,-0.0006498840841429182
9,patient_aggregated_plus_prediction_instability,0.6,-0.0006172879801805559,-0.0008116782532683608
10,V0_reference,,0.0,0.0014769503236287534
10,raw_V1R_reference,,-0.0014769503236287534,0.0
10,patient_aggregated_core,0.4,-0.0003595388948306327,0.0011174114287981207
10,patient_aggregated_core,0.5,-0.0003150117323252877,0.0011619385913034658
10,patient_aggregated_core,0.6,-0.00022351770180609187,0.0012534326218226616
10,patient_aggregated_plus_prediction_instability,0.4,-0.00017466994811968228,0.0013022803755090712
10,patient_aggregated_plus_prediction_instability,0.5,-0.00043621692753123553,0.001040733396097518
10,patient_aggregated_plus_prediction_instability,0.6,-0.000515530294489322,0.0009614200291394315
11,V0_reference,,0.0,0.0035536726800085017
11,raw_V1R_reference,,-0.0035536726800085017,0.0
11,patient_aggregated_core,0.4,-0.0009754624631408415,0.00257821021686766
11,patient_aggregated_core,0.5,-0.0009921449622173617,0.00256152771779114
11,patient_aggregated_core,0.6,-0.0009894695369557227,0.002564203143052779
11,patient_aggregated_plus_prediction_instability,0.4,-0.0008916217107478586,0.002662050969260643
11,patient_aggregated_plus_prediction_instability,0.5,-0.0009471130684780837,0.002606559611530418
11,patient_aggregated_plus_prediction_instability,0.6,-0.0011452471564485645,0.0024084255235599372
12,V0_reference,,0.0,0.001552331027284165
12,raw_V1R_reference,,-0.001552331027284165,0.0
12,patient_aggregated_core,0.4,0.0003359330469054067,0.0018882640741895718
12,patient_aggregated_core,0.5,0.0003339968133532767,0.0018863278406374417
12,patient_aggregated_core,0.6,0.0003655907362038191,0.0019179217634879842
12,patient_aggregated_plus_prediction_instability,0.4,0.0005813496577481148,0.00213368068503228
12,patient_aggregated_plus_prediction_instability,0.5,0.00033726900116359815,0.0018896000284477632
12,patient_aggregated_plus_prediction_instability,0.6,0.0002763070061979067,0.0018286380334820718
13,V0_reference,,0.0,-0.0020110418181878836
13,raw_V1R_reference,,0.0020110418181878836,0.0
13,patient_aggregated_core,0.4,-0.0005237444485881454,-0.002534786266776029
13,patient_aggregated_core,0.5,-0.0006067068916601331,-0.0026177487098480168
13,patient_aggregated_core,0.6,-0.0004861992078292604,-0.002497241026017144
13,patient_aggregated_plus_prediction_instability,0.4,-0.0006325662583128583,-0.002643608076500742
13,patient_aggregated_plus_prediction_instability,0.5,-0.0005237738899453864,-0.00253481570813327
13,patient_aggregated_plus_prediction_instability,0.6,-0.000596632578727968,-0.0026076743969158517
14,V0_reference,,0.0,0.001712196769750457
14,raw_V1R_reference,,-0.001712196769750457,0.0
14,patient_aggregated_core,0.4,-0.00028278363166277243,0.0014294131380876846
14,patient_aggregated_core,0.5,-0.00035066678178698185,0.0013615299879634751
14,patient_aggregated_core,0.6,-0.00015965370431446357,0.0015525430654359934
14,patient_aggregated_plus_prediction_instability,0.4,-0.00025690064773814525,0.0014552961220123117
14,patient_aggregated_plus_prediction_instability,0.5,-0.00043653188215748984,0.0012756648875929671
14,patient_aggregated_plus_prediction_instability,0.6,-0.0004608680276095567,0.0012513287421409003
15,V0_reference,,0.0,0.0012611856263914228
15,raw_V1R_reference,,-0.0012611856263914228,0.0
15,patient_aggregated_core,0.4,-0.0005470614077014713,0.0007141242186899516
15,patient_aggregated_core,0.5,-0.0006306226811875482,0.0006305629452038747
15,patient_aggregated_core,0.6,-0.0005622957270801227,0.0006988898993113002
15,patient_aggregated_plus_prediction_instability,0.4,-0.00042653901572652086,0.000834646610664902
15,patient_aggregated_plus_prediction_instability,0.5,-0.0005062715848535432,0.0007549140415378797
15,patient_aggregated_plus_prediction_instability,0.6,-0.0005583160838185941,0.0007028695425728287
16,V0_reference,,0.0,0.0019999779858292654
16,raw_V1R_reference,,-0.0019999779858292654,0.0
16,patient_aggregated_core,0.4,-0.0006159895354165557,0.0013839884504127098
16,patient_aggregated_core,0.5,-0.0006651985154236539,0.0013347794704056115
16,patient_aggregated_core,0.6,-0.0006395183123576176,0.0013604596734716479
16,patient_aggregated_plus_prediction_instability,0.4,-0.00028472702448062437,0.001715250961348641
16,patient_aggregated_plus_prediction_instability,0.5,-0.000786337335754228,0.0012136406500750374
16,patient_aggregated_plus_prediction_instability,0.6,-0.0008992824647792996,0.0011006955210499658
17,V0_reference,,0.0,-0.0012488270158530212
17,raw_V1R_reference,,0.0012488270158530212,0.0
17,patient_aggregated_core,0.4,-0.0007531775759904713,-0.0020020045918434926
17,patient_aggregated_core,0.5,-0.0008598805224386552,-0.0021087075382916765
17,patient_aggregated_core,0.6,-0.000702896785064952,-0.0019517238009179733
17,patient_aggregated_plus_prediction_instability,0.4,-0.0005236065058150108,-0.001772433521668032
17,patient_aggregated_plus_prediction_instability,0.5,-0.00080382687068975,-0.0020526538865427713
17,patient_aggregated_plus_prediction_instability,0.6,-0.0007514212791575048,-0.002000248295010526
18,V0_reference,,0.0,-0.0007928914836229095
18,raw_V1R_reference,,0.0007928914836229095,0.0
18,patient_aggregated_core,0.4,-0.00036875351298487624,-0.0011616449966077858
18,patient_aggregated_core,0.5,-0.00048524587361825633,-0.0012781373572411658
18,patient_aggregated_core,0.6,-0.0004219573136961807,-0.0012148487973190902
18,patient_aggregated_plus_prediction_instability,0.4,-0.00016516575272992884,-0.0009580572363528383
18,patient_aggregated_plus_prediction_instability,0.5,-0.0005972851567061788,-0.0013901766403290883
18,patient_aggregated_plus_prediction_instability,0.6,-0.0008212668049075028,-0.0016141582885304123
19,V0_reference,,0.0,-0.0011149334119752302
19,raw_V1R_reference,,0.0011149334119752302,0.0
19,patient_aggregated_core,0.4,0.0003672397669220312,-0.000747693645053199
19,patient_aggregated_core,0.5,0.0003171751486814728,-0.0007977582632937574
19,patient_aggregated_core,0.6,0.0003149091485740718,-0.0008000242634011584
19,patient_aggregated_plus_prediction_instability,0.4,0.00047298359461826756,-0.0006419498173569627
19,patient_aggregated_plus_prediction_instability,0.5,0.00026974612940633413,-0.0008451872825688961
19,patient_aggregated_plus_prediction_instability,0.6,0.00013227673176342825,-0.000982656680211802
20,V0_reference,,0.0,0.004515833839555172
20,raw_V1R_reference,,-0.004515833839555172,0.0
20,patient_aggregated_core,0.4,-0.0018231860407877803,0.002692647798767392
20,patient_aggregated_core,0.5,-0.0018546405588872467,0.0026611932806679256
20,patient_aggregated_core,0.6,-0.0016609971231927728,0.0028548367163623994
20,patient_aggregated_plus_prediction_instability,0.4,-0.001623223528332468,0.002892610311222704
20,patient_aggregated_plus_prediction_instability,0.5,-0.0018112426176244562,0.002704591221930716
20,patient_aggregated_plus_prediction_instability,0.6,-0.00189074895030239,0.0026250848892527823
21,V0_reference,,0.0,0.0028148536060780688
21,raw_V1R_reference,,-0.0028148536060780688,0.0
21,patient_aggregated_core,0.4,-0.0002992369928856292,0.0025156166131924396
21,patient_aggregated_core,0.5,-0.00023829597411645365,0.002576557631961615
21,patient_aggregated_core,0.6,-0.0001883365275497234,0.0026265170785283454
21,patient_aggregated_plus_prediction_instability,0.4,-0.0001753612659658732,0.0026394923401121956
21,patient_aggregated_plus_prediction_instability,0.5,-0.00027609729767352764,0.002538756308404541
21,patient_aggregated_plus_prediction_instability,0.6,-0.0002698847966851464,0.0025449688093929224
22,V0_reference,,0.0,0.00017240172676050158
22,raw_V1R_reference,,-0.00017240172676050158,0.0
22,patient_aggregated_core,0.4,-0.0002173166086637951,-4.491488190329351e-05
22,patient_aggregated_core,0.5,-0.00041458659110343854,-0.00024218486434293696
22,patient_aggregated_core,0.6,-0.0002857570844903845,-0.00011335535772988292
22,patient_aggregated_plus_prediction_instability,0.4,-0.0002032544523033475,-3.0852725542845905e-05
22,patient_aggregated_plus_prediction_instability,0.5,-0.00033527117565754216,-0.00016286944889704058
22,patient_aggregated_plus_prediction_instability,0.6,-0.0004726942915972143,-0.00030029256483671274
23,V0_reference,,0.0,0.0021781828901843853
23,raw_V1R_reference,,-0.0021781828901843853,0.0
23,patient_aggregated_core,0.4,-0.0004511945516454119,0.0017269883385389734
23,patient_aggregated_core,0.5,-0.0005422146805127703,0.001635968209671615
23,patient_aggregated_core,0.6,-0.000405587406453467,0.0017725954837309182
23,patient_aggregated_plus_prediction_instability,0.4,-0.00048714174276744127,0.001691041147416944
23,patient_aggregated_plus_prediction_instability,0.5,-0.0005626731960654968,0.0016155096941188885
23,patient_aggregated_plus_prediction_instability,0.6,-0.0007132497837715884,0.0014649331064127968
24,V0_reference,,0.0,0.002602352749060427
24,raw_V1R_reference,,-0.002602352749060427,0.0
24,patient_aggregated_core,0.4,0.0004741865977733739,0.003076539346833801
24,patient_aggregated_core,0.5,0.000539180183619925,0.003141532932680352
24,patient_aggregated_core,0.6,0.0006043193964783977,0.0032066721455388247
24,patient_aggregated_plus_prediction_instability,0.4,0.0007458848541307406,0.0033482376031911676
24,patient_aggregated_plus_prediction_instability,0.5,0.0005360821038563057,0.0031384348529167327
24,patient_aggregated_plus_prediction_instability,0.6,0.0003664583245567288,0.002968811073617156
25,V0_reference,,0.0,0.003156623598446956
25,raw_V1R_reference,,-0.003156623598446956,0.0
25,patient_aggregated_core,0.4,-1.6716771457925272e-05,0.0031399068269890307
25,patient_aggregated_core,0.5,6.684723738764609e-05,0.003223470835834602
25,patient_aggregated_core,0.6,6.016708473541299e-05,0.003216790683182369
25,patient_aggregated_plus_prediction_instability,0.4,0.0001759906231992847,0.0033326142216462407
25,patient_aggregated_plus_prediction_instability,0.5,2.2992923291914602e-05,0.0031796165217388705
25,patient_aggregated_plus_prediction_instability,0.6,-3.0385743361921458e-05,0.0031262378550850345
26,V0_reference,,0.0,0.00042819221464104884
26,raw_V1R_reference,,-0.00042819221464104884,0.0
26,patient_aggregated_core,0.4,-0.00030577442997273274,0.0001224177846683161
26,patient_aggregated_core,0.5,-0.00037008075223418646,5.811146240686238e-05
26,patient_aggregated_core,0.6,-0.00036439760931070153,6.379460533034731e-05
26,patient_aggregated_plus_prediction_instability,0.4,-0.00029968730510504527,0.00012850490953600358
26,patient_aggregated_plus_prediction_instability,0.5,-0.0004614202001589074,-3.322798551785855e-05
26,patient_aggregated_plus_prediction_instability,0.6,-0.00046653224373091606,-3.834002908986722e-05
27,V0_reference,,0.0,0.0015063343973714949
27,raw_V1R_reference,,-0.0015063343973714949,0.0
27,patient_aggregated_core,0.4,-0.0002564956976752464,0.0012498386996962485
27,patient_aggregated_core,0.5,-0.00025991159558462484,0.00124642280178687
27,patient_aggregated_core,0.6,-0.00016043968680777565,0.0013458947105637192
27,patient_aggregated_plus_prediction_instability,0.4,-0.00013214390178621638,0.0013741904955852785
27,patient_aggregated_plus_prediction_instability,0.5,-0.0002675121246293183,0.0012388222727421766
27,patient_aggregated_plus_prediction_instability,0.6,-0.0004157523764040244,0.0010905820209674705
28,V0_reference,,0.0,0.001436031219657019
28,raw_V1R_reference,,-0.001436031219657019,0.0
28,patient_aggregated_core,0.4,-0.0004070526213667963,0.0010289785982902228
28,patient_aggregated_core,0.5,-0.00044840640509304086,0.0009876248145639782
28,patient_aggregated_core,0.6,-0.0003016903114544389,0.0011343409082025802
28,patient_aggregated_plus_prediction_instability,0.4,-0.000340226720806483,0.001095804498850536
28,patient_aggregated_plus_prediction_instability,0.5,-0.0005396834178116594,0.0008963478018453597
28,patient_aggregated_plus_prediction_instability,0.6,-0.0006945135008548514,0.0007415177188021677
29,V0_reference,,0.0,0.0018335713776331114
29,raw_V1R_reference,,-0.0018335713776331114,0.0
29,patient_aggregated_core,0.4,-0.0015789910052787792,0.0002545803723543322
29,patient_aggregated_core,0.5,-0.0016380367202702834,0.00019553465736282805
29,patient_aggregated_core,0.6,-0.0015830708732254978,0.0002505005044076136
29,patient_aggregated_plus_prediction_instability,0.4,-0.0015326583730463084,0.00030091300458680303
29,patient_aggregated_plus_prediction_instability,0.5,-0.0015460379730006663,0.00028753340463244514
29,patient_aggregated_plus_prediction_instability,0.6,-0.0016786537841714105,0.00015491759346170086
30,V0_reference,,0.0,-0.0018500840009773312
30,raw_V1R_reference,,0.0018500840009773312,0.0
30,patient_aggregated_core,0.4,-0.00014419714662891603,-0.001994281147606247
30,patient_aggregated_core,0.5,-8.108644741730564e-05,-0.0019311704483946368
30,patient_aggregated_core,0.6,2.7871618831804e-05,-0.0018222123821455272
30,patient_aggregated_plus_prediction_instability,0.4,0.00015283021349435377,-0.0016972537874829774
30,patient_aggregated_plus_prediction_instability,0.5,-9.053160486099943e-05,-0.0019406156058383306
30,patient_aggregated_plus_prediction_instability,0.6,-0.00011511488403670445,-0.0019651988850140356
31,V0_reference,,0.0,0.0012301277716741665
31,raw_V1R_reference,,-0.0012301277716741665,0.0
31,patient_aggregated_core,0.4,-0.00032874001049781887,0.0009013877611763477
31,patient_aggregated_core,0.5,-0.0004575185355761846,0.0007726092360979819
31,patient_aggregated_core,0.6,-0.0005909856106922073,0.0006391421609819592
31,patient_aggregated_plus_prediction_instability,0.4,-0.0002425685077584172,0.0009875592639157493
31,patient_aggregated_plus_prediction_instability,0.5,-0.0004642636799191968,0.0007658640917549697
31,patient_aggregated_plus_prediction_instability,0.6,-0.0005312585207393472,0.0006988692509348193
32,V0_reference,,0.0,0.0013760355668255009
32,raw_V1R_reference,,-0.0013760355668255009,0.0
32,patient_aggregated_core,0.4,-0.00035363865007825845,0.0010223969167472424
32,patient_aggregated_core,0.5,-0.000308735079133593,0.0010673004876919079
32,patient_aggregated_core,0.6,-6.011635017655337e-05,0.0013159192166489475
32,patient_aggregated_plus_prediction_instability,0.4,-6.174781400750118e-05,0.0013142877528179997
32,patient_aggregated_plus_prediction_instability,0.5,-0.0003956117875149323,0.0009804237793105686
32,patient_aggregated_plus_prediction_instability,0.6,-0.00031973129108589515,0.0010563042757396057
33,V0_reference,,0.0,0.0012594324181949418
33,raw_V1R_reference,,-0.0012594324181949418,0.0
33,patient_aggregated_core,0.4,-0.000909168039704783,0.0003502643784901588
33,patient_aggregated_core,0.5,-0.0010536526598689533,0.0002057797583259885
33,patient_aggregated_core,0.6,-0.001172495761216183,8.693665697875885e-05
33,patient_aggregated_plus_prediction_instability,0.4,-0.0008280805250481527,0.0004313518931467891
33,patient_aggregated_plus_prediction_instability,0.5,-0.0009309370174677145,0.00032849540072722727
33,patient_aggregated_plus_prediction_instability,0.6,-0.0014179040915232588,-0.00015847167332831702
34,V0_reference,,0.0,6.995769165130117e-06
34,raw_V1R_reference,,-6.995769165130117e-06,0.0
34,patient_aggregated_core,0.4,0.00014049112929148677,0.0001474868984566169
34,patient_aggregated_core,0.5,0.00010562053773460756,0.00011261630689973767
34,patient_aggregated_core,0.6,0.0003254529908875703,0.0003324487600527004
34,patient_aggregated_plus_prediction_instability,0.4,0.0002628649899510671,0.0002698607591161972
34,patient_aggregated_plus_prediction_instability,0.5,2.6916754480188487e-05,3.3912523645318604e-05
34,patient_aggregated_plus_prediction_instability,0.6,0.00015732854298786125,0.00016432431215299137
35,V0_reference,,0.0,-0.00040120042418667623
35,raw_V1R_reference,,0.00040120042418667623,0.0
35,patient_aggregated_core,0.4,0.0003906895241967967,-1.051089998987953e-05
35,patient_aggregated_core,0.5,0.00047043969168497624,6.92392674983e-05
35,patient_aggregated_core,0.6,0.0004601223589136283,5.892193472695206e-05
35,patient_aggregated_plus_prediction_instability,0.4,0.0007014208988592174,0.0003002204746725412
35,patient_aggregated_plus_prediction_instability,0.5,0.0003663840106635785,-3.481641352309772e-05
35,patient_aggregated_plus_prediction_instability,0.6,0.0002468451810349881,-0.00015435524315168814
36,V0_reference,,0.0,0.0013255637608663023
36,raw_V1R_reference,,-0.0013255637608663023,0.0
36,patient_aggregated_core,0.4,-0.0010940031216182117,0.00023156063924809067
36,patient_aggregated_core,0.5,-0.001170335460668817,0.00015522830019748524
36,patient_aggregated_core,0.6,-0.0011167396990822143,0.00020882406178408808
36,patient_aggregated_plus_prediction_instability,0.4,-0.0010688220447119257,0.0002567417161543767
36,patient_aggregated_plus_prediction_instability,0.5,-0.0011776297439533567,0.0001479340169129456
36,patient_aggregated_plus_prediction_instability,0.6,-0.001237357901916189,8.820585895011335e-05
37,V0_reference,,0.0,0.0026646150890357323
37,raw_V1R_reference,,-0.0026646150890357323,0.0
37,patient_aggregated_core,0.4,-0.0012438773555097926,0.0014207377335259397
37,patient_aggregated_core,0.5,-0.0013611906148154468,0.0013034244742202855
37,patient_aggregated_core,0.6,-0.00109228488361153,0.0015723302054242022
37,patient_aggregated_plus_prediction_instability,0.4,-0.001490159490815532,0.0011744555982202004
37,patient_aggregated_plus_prediction_instability,0.5,-0.0014171286481876738,0.0012474864408480585
37,patient_aggregated_plus_prediction_instability,0.6,-0.001446611382565896,0.0012180037064698362
38,V0_reference,,0.0,-0.0006293502529318984
38,raw_V1R_reference,,0.0006293502529318984,0.0
38,patient_aggregated_core,0.4,-0.0004729568912219817,-0.00110230714415388
38,patient_aggregated_core,0.5,-0.0003701918196552245,-0.000999542072587123
38,patient_aggregated_core,0.6,-0.00048253839248824093,-0.0011118886454201393
38,patient_aggregated_plus_prediction_instability,0.4,-0.00028032877577829907,-0.0009096790287101975
38,patient_aggregated_plus_prediction_instability,0.5,-0.0004897143494716205,-0.001119064602403519
38,patient_aggregated_plus_prediction_instability,0.6,-0.0006655940408795413,-0.0012949442938114397
39,V0_reference,,0.0,0.00012037798595651572
39,raw_V1R_reference,,-0.00012037798595651572,0.0
39,patient_aggregated_core,0.4,-0.0004997344405879706,-0.00037935645463145484
39,patient_aggregated_core,0.5,-0.0007044666564794272,-0.0005840886705229115
39,patient_aggregated_core,0.6,-0.000662927909551414,-0.0005425499235948983
39,patient_aggregated_plus_prediction_instability,0.4,-0.0006838649006663949,-0.0005634869147098792
39,patient_aggregated_plus_prediction_instability,0.5,-0.0008269024464438585,-0.0007065244604873427
39,patient_aggregated_plus_prediction_instability,0.6,-0.0008648086135280286,-0.0007444306275715129
40,V0_reference,,0.0,0.002358620687056251
40,raw_V1R_reference,,-0.002358620687056251,0.0
40,patient_aggregated_core,0.4,-0.00044436562104424593,0.001914255066012005
40,patient_aggregated_core,0.5,-0.0004748362012166052,0.0018837844858396458
40,patient_aggregated_core,0.6,-0.0005248557327912906,0.0018337649542649603
40,patient_aggregated_plus_prediction_instability,0.4,-0.00045989617639255465,0.0018987245106636963
40,patient_aggregated_plus_prediction_instability,0.5,-0.000529246290245533,0.001829374396810718
40,patient_aggregated_plus_prediction_instability,0.6,-0.0005801771239365705,0.0017784435631196804
41,V0_reference,,0.0,0.0027552452466077793
41,raw_V1R_reference,,-0.0027552452466077793,0.0
41,patient_aggregated_core,0.4,-0.0006401280382798136,0.0021151172083279657
41,patient_aggregated_core,0.5,-0.0004960961819290288,0.0022591490646787504
41,patient_aggregated_core,0.6,-0.00033931549090759905,0.00241592975570018
41,patient_aggregated_plus_prediction_instability,0.4,-0.000712332395255838,0.0020429128513519412
41,patient_aggregated_plus_prediction_instability,0.5,-0.00040079790639940827,0.002354447340208371
41,patient_aggregated_plus_prediction_instability,0.6,-0.00031633977222489396,0.0024389054743828853
42,V0_reference,,0.0,0.0027003032382491854
42,raw_V1R_reference,,-0.0027003032382491854,0.0
42,patient_aggregated_core,0.4,-0.001101928877676267,0.0015983743605729184
42,patient_aggregated_core,0.5,-0.0010775207519193586,0.0016227824863298268
42,patient_aggregated_core,0.6,-0.001018313224520978,0.0016819900137282073
42,patient_aggregated_plus_prediction_instability,0.4,-0.0008807556251027304,0.001819547613146455
42,patient_aggregated_plus_prediction_instability,0.5,-0.0010413643052823995,0.0016589389329667859
42,patient_aggregated_plus_prediction_instability,0.6,-0.0009955346474574411,0.0017047685907917443
43,V0_reference,,0.0,0.00019422260437496064
43,raw_V1R_reference,,-0.00019422260437496064,0.0
43,patient_aggregated_core,0.4,-0.0008968910638088162,-0.0007026684594338556
43,patient_aggregated_core,0.5,-0.0009473911621195458,-0.0007531685577445851
43,patient_aggregated_core,0.6,-0.000686070651513479,-0.0004918480471385184
43,patient_aggregated_plus_prediction_instability,0.4,-0.0008142713526510664,-0.0006200487482761058
43,patient_aggregated_plus_prediction_instability,0.5,-0.0009818313307602688,-0.0007876087263853082
43,patient_aggregated_plus_prediction_instability,0.6,-0.0009334111937580186,-0.000739188589383058
44,V0_reference,,0.0,0.00269058138877952
44,raw_V1R_reference,,-0.00269058138877952,0.0
44,patient_aggregated_core,0.4,-0.0004315471466026094,0.0022590342421769105
44,patient_aggregated_core,0.5,-0.00038693036806440595,0.002303651020715114
44,patient_aggregated_core,0.6,-0.0002536713681578068,0.002436910020621713
44,patient_aggregated_plus_prediction_instability,0.4,-0.0002746901885930658,0.002415891200186454
44,patient_aggregated_plus_prediction_instability,0.5,-0.0005237043446838785,0.0021668770440956414
44,patient_aggregated_plus_prediction_instability,0.6,-0.0004487199399942493,0.0022418614487852706
45,V0_reference,,0.0,0.002883148846826833
45,raw_V1R_reference,,-0.002883148846826833,0.0
45,patient_aggregated_core,0.4,-0.0006288271590045302,0.0022543216878223027
45,patient_aggregated_core,0.5,-0.0005434006080942966,0.0023397482387325363
45,patient_aggregated_core,0.6,-0.0005397422993178302,0.0023434065475090027
45,patient_aggregated_plus_prediction_instability,0.4,-0.0004312988192924083,0.0024518500275344246
45,patient_aggregated_plus_prediction_instability,0.5,-0.0005714918349066234,0.0023116570119202096
45,patient_aggregated_plus_prediction_instability,0.6,-0.0006305499608978415,0.0022525988859289914
46,V0_reference,,0.0,0.002325674475441422
46,raw_V1R_reference,,-0.002325674475441422,0.0
46,patient_aggregated_core,0.4,-0.0010307787223529097,0.0012948957530885125
46,patient_aggregated_core,0.5,-0.0012011747459589744,0.0011244997294824477
46,patient_aggregated_core,0.6,-0.001173141946798864,0.001152532528642558
46,patient_aggregated_plus_prediction_instability,0.4,-0.0011445291557175136,0.0011811453197239086
46,patient_aggregated_plus_prediction_instability,0.5,-0.0010061418894024982,0.001319532586038924
46,patient_aggregated_plus_prediction_instability,0.6,-0.0012620885821662264,0.0010635858932751957
47,V0_reference,,0.0,-0.0005438797868387996
47,raw_V1R_reference,,0.0005438797868387996,0.0
47,patient_aggregated_core,0.4,-0.0010308967033006156,-0.0015747764901394151
47,patient_aggregated_core,0.5,-0.0011070142555074658,-0.0016508940423462654
47,patient_aggregated_core,0.6,-0.0010662769154469454,-0.001610156702285745
47,patient_aggregated_plus_prediction_instability,0.4,-0.0010209422485910197,-0.0015648220354298192
47,patient_aggregated_plus_prediction_instability,0.5,-0.001147149896655611,-0.0016910296834944105
47,patient_aggregated_plus_prediction_instability,0.6,-0.001324710253749431,-0.0018685900405882305
48,V0_reference,,0.0,0.0002681849816740245
48,raw_V1R_reference,,-0.0002681849816740245,0.0
