replicate,spec,threshold,delta_vs_v0,delta_vs_v1r 
334,patient_aggregated_core,0.5,4.614749966089238e-05,0.0006739264715053678
334,patient_aggregated_core,0.6,0.0002538822335486912,0.0008816612053931666
334,patient_aggregated_plus_prediction_instability,0.4,0.00028612328430886735,0.0009139022561533428
334,patient_aggregated_plus_prediction_instability,0.5,2.9117764168237747e-05,0.0006568967360127131
334,patient_aggregated_plus_prediction_instability,0.6,-0.00019950163616919148,0.0004282773356752839
335,V0_reference,,0.0,0.0007680563307888161
335,raw_V1R_reference,,-0.0007680563307888161,0.0
335,patient_aggregated_core,0.4,-0.0010324361713329455,-0.00026437984054412944
335,patient_aggregated_core,0.5,-0.0010901963285635113,-0.00032213999777469526
335,patient_aggregated_core,0.6,-0.0011648697077797227,-0.0003968133769909066
335,patient_aggregated_plus_prediction_instability,0.4,-0.0008244568776236416,-5.640054683482554e-05
335,patient_aggregated_plus_prediction_instability,0.5,-0.0009725818639580441,-0.00020452553316922806
335,patient_aggregated_plus_prediction_instability,0.6,-0.0013117240577065897,-0.0005436677269177737
336,V0_reference,,0.0,-0.0033841454463472975
336,raw_V1R_reference,,0.0033841454463472975,0.0
336,patient_aggregated_core,0.4,-8.558406922182238e-07,-0.0033850012870395157
336,patient_aggregated_core,0.5,-5.4982127234926015e-05,-0.0034391275735822235
336,patient_aggregated_core,0.6,0.00012707490832532253,-0.003257070538021975
336,patient_aggregated_plus_prediction_instability,0.4,7.359667317394236e-05,-0.003310548773173355
336,patient_aggregated_plus_prediction_instability,0.5,-0.00010636575675193605,-0.0034905112030992336
336,patient_aggregated_plus_prediction_instability,0.6,-2.1808514674759305e-05,-0.003405953961022057
337,V0_reference,,0.0,0.0017579802271962958
337,raw_V1R_reference,,-0.0017579802271962958,0.0
337,patient_aggregated_core,0.4,-0.001029243609968672,0.0007287366172276238
337,patient_aggregated_core,0.5,-0.0010430026885355353,0.0007149775386607604
337,patient_aggregated_core,0.6,-0.0009612768950414269,0.0007967033321548689
337,patient_aggregated_plus_prediction_instability,0.4,-0.0009050275411223996,0.0008529526860738962
337,patient_aggregated_plus_prediction_instability,0.5,-0.0012206907130090233,0.0005372895141872724
337,patient_aggregated_plus_prediction_instability,0.6,-0.00128857191548086,0.00046940831171543573
338,V0_reference,,0.0,0.0026968137321524144
338,raw_V1R_reference,,-0.0026968137321524144,0.0
338,patient_aggregated_core,0.4,3.3466751203581335e-05,0.0027302804833559957
338,patient_aggregated_core,0.5,-7.685157155462585e-06,0.002689128574996952
338,patient_aggregated_core,0.6,0.00021797874908244252,0.002914792481234857
338,patient_aggregated_plus_prediction_instability,0.4,0.00025054260991203003,0.0029473563420644444
338,patient_aggregated_plus_prediction_instability,0.5,3.147050104354565e-05,0.00272828423319596
338,patient_aggregated_plus_prediction_instability,0.6,4.09200299645307e-05,0.002737733762116945
339,V0_reference,,0.0,0.0005551983549676037
339,raw_V1R_reference,,-0.0005551983549676037,0.0
339,patient_aggregated_core,0.4,-0.0005047442083206122,5.045414664699155e-05
339,patient_aggregated_core,0.5,-0.000453990499396803,0.0001012078555708007
339,patient_aggregated_core,0.6,-0.0002769657998359376,0.0002782325551316661
339,patient_aggregated_plus_prediction_instability,0.4,-0.0003077064107799704,0.0002474919441876333
339,patient_aggregated_plus_prediction_instability,0.5,-0.00047567591058930714,7.952244437829659e-05
339,patient_aggregated_plus_prediction_instability,0.6,-0.00041778527717806213,0.0001374130777895416
340,V0_reference,,0.0,8.016046936704102e-06
340,raw_V1R_reference,,-8.016046936704102e-06,0.0
340,patient_aggregated_core,0.4,-3.899607643012559e-05,-3.098002949342149e-05
340,patient_aggregated_core,0.5,-0.00010302235391385084,-9.500630697714674e-05
340,patient_aggregated_core,0.6,0.0001686877055726288,0.0001767037525093329
340,patient_aggregated_plus_prediction_instability,0.4,-1.6446711109369128e-05,-8.430664172665026e-06
340,patient_aggregated_plus_prediction_instability,0.5,-5.4444136918629926e-05,-4.6428089981925824e-05
340,patient_aggregated_plus_prediction_instability,0.6,-9.303695318929606e-06,-1.2876483822255036e-06
341,V0_reference,,0.0,0.001141718378341594
341,raw_V1R_reference,,-0.001141718378341594,0.0
341,patient_aggregated_core,0.4,0.00018004724801443106,0.0013217656263560251
341,patient_aggregated_core,0.5,3.935234258561904e-05,0.001181070720927213
341,patient_aggregated_core,0.6,0.00022764930896357338,0.0013693676873051674
341,patient_aggregated_plus_prediction_instability,0.4,0.00026805512556341005,0.0014097735039050041
341,patient_aggregated_plus_prediction_instability,0.5,0.00018626604510224576,0.0013279844234438398
341,patient_aggregated_plus_prediction_instability,0.6,9.62613730525197e-05,0.0012379797513941138
342,V0_reference,,0.0,5.599436656844592e-06
342,raw_V1R_reference,,-5.599436656844592e-06,0.0
342,patient_aggregated_core,0.4,-9.00000701643533e-05,-8.44006335075087e-05
342,patient_aggregated_core,0.5,-0.0001273677714446475,-0.00012176833478780291
342,patient_aggregated_core,0.6,-0.00014403327863542204,-0.00013843384197857744
342,patient_aggregated_plus_prediction_instability,0.4,7.580895984495017e-05,8.140839650179477e-05
342,patient_aggregated_plus_prediction_instability,0.5,-0.0003620509889994683,-0.0003564515523426237
342,patient_aggregated_plus_prediction_instability,0.6,-0.0004846569339153062,-0.0004790574972584616
343,V0_reference,,0.0,0.003485203703912726
343,raw_V1R_reference,,-0.003485203703912726,0.0
343,patient_aggregated_core,0.4,-0.00047664286055035254,0.0030085608433623734
343,patient_aggregated_core,0.5,-0.0005272167092017777,0.0029579869947109483
343,patient_aggregated_core,0.6,-0.0004215671782184516,0.0030636365256942744
343,patient_aggregated_plus_prediction_instability,0.4,-0.000540908433368209,0.002944295270544517
343,patient_aggregated_plus_prediction_instability,0.5,-0.0004900312458540057,0.0029951724580587202
343,patient_aggregated_plus_prediction_instability,0.6,-0.000645298869703409,0.002839904834209317
344,V0_reference,,0.0,-0.00013508564393752143
344,raw_V1R_reference,,0.00013508564393752143,0.0
344,patient_aggregated_core,0.4,-0.0012663169783874023,-0.0014014026223249237
344,patient_aggregated_core,0.5,-0.001302713315947751,-0.0014377989598852725
344,patient_aggregated_core,0.6,-0.0010262553194239354,-0.0011613409633614569
344,patient_aggregated_plus_prediction_instability,0.4,-0.0012675980334826698,-0.0014026836774201912
344,patient_aggregated_plus_prediction_instability,0.5,-0.001237354122667969,-0.0013724397666054905
344,patient_aggregated_plus_prediction_instability,0.6,-0.001199277410321914,-0.0013343630542594354
345,V0_reference,,0.0,0.004207195750867407
345,raw_V1R_reference,,-0.004207195750867407,0.0
345,patient_aggregated_core,0.4,-0.0012004557306785762,0.0030067400201888306
345,patient_aggregated_core,0.5,-0.0011895991025643315,0.0030175966483030753
345,patient_aggregated_core,0.6,-0.0010250077434832,0.003182188007384207
345,patient_aggregated_plus_prediction_instability,0.4,-0.0009787803309275617,0.003228415419939845
345,patient_aggregated_plus_prediction_instability,0.5,-0.0011534001405291011,0.0030537956103383057
345,patient_aggregated_plus_prediction_instability,0.6,-0.0012244599393753525,0.0029827358114920544
346,V0_reference,,0.0,0.0022787569585459577
346,raw_V1R_reference,,-0.0022787569585459577,0.0
346,patient_aggregated_core,0.4,-0.002135251547844455,0.0001435054107015027
346,patient_aggregated_core,0.5,-0.0020483201913489985,0.00023043676719695927
346,patient_aggregated_core,0.6,-0.0018625778704816909,0.00041617908806426684
346,patient_aggregated_plus_prediction_instability,0.4,-0.001855562173891781,0.0004231947846541767
346,patient_aggregated_plus_prediction_instability,0.5,-0.0019462758852661632,0.0003324810732797945
346,patient_aggregated_plus_prediction_instability,0.6,-0.00198239093499282,0.0002963660235531379
347,V0_reference,,0.0,-0.001217987732658049
347,raw_V1R_reference,,0.001217987732658049,0.0
347,patient_aggregated_core,0.4,0.00044687394204356856,-0.0007711137906144805
347,patient_aggregated_core,0.5,0.0003961466612959902,-0.0008218410713620589
347,patient_aggregated_core,0.6,0.0005396118793093985,-0.0006783758533486506
347,patient_aggregated_plus_prediction_instability,0.4,0.000682801598407029,-0.00053518613425102
347,patient_aggregated_plus_prediction_instability,0.5,0.00042918104157649295,-0.0007888066910815561
347,patient_aggregated_plus_prediction_instability,0.6,4.4123739985149624e-05,-0.0011738639926728994
348,V0_reference,,0.0,0.0017496185524333019
348,raw_V1R_reference,,-0.0017496185524333019,0.0
348,patient_aggregated_core,0.4,-0.0008762640544946465,0.0008733544979386554
348,patient_aggregated_core,0.5,-0.0008353951055962983,0.0009142234468370036
348,patient_aggregated_core,0.6,-0.0008573050127917425,0.0008923135396415594
348,patient_aggregated_plus_prediction_instability,0.4,-0.0006770080949454194,0.0010726104574878825
348,patient_aggregated_plus_prediction_instability,0.5,-0.0008773355735882116,0.0008722829788450903
348,patient_aggregated_plus_prediction_instability,0.6,-0.0009239566673520938,0.0008256618850812081
349,V0_reference,,0.0,0.001415205321979654
349,raw_V1R_reference,,-0.001415205321979654,0.0
349,patient_aggregated_core,0.4,-0.0003254209569668043,0.0010897843650128497
349,patient_aggregated_core,0.5,-0.0004516214034568644,0.0009635839185227896
349,patient_aggregated_core,0.6,-0.000516662967041337,0.000898542354938317
349,patient_aggregated_plus_prediction_instability,0.4,-0.0002523758626109124,0.0011628294593687416
349,patient_aggregated_plus_prediction_instability,0.5,-0.00045350875730848506,0.0009616965646711689
349,patient_aggregated_plus_prediction_instability,0.6,-0.0006318874144161657,0.0007833179075634883
350,V0_reference,,0.0,0.0005550178746315249
350,raw_V1R_reference,,-0.0005550178746315249,0.0
350,patient_aggregated_core,0.4,-0.0005969245713053073,-4.190669667378244e-05
350,patient_aggregated_core,0.5,-0.0006239790947689672,-6.896122013744233e-05
350,patient_aggregated_core,0.6,-0.0006509831036615732,-9.596522903004834e-05
350,patient_aggregated_plus_prediction_instability,0.4,-0.0004427290736209455,0.00011228880101057936
350,patient_aggregated_plus_prediction_instability,0.5,-0.0005407054066054462,1.4312468026078662e-05
350,patient_aggregated_plus_prediction_instability,0.6,-0.0007244043938008926,-0.00016938651916936776
351,V0_reference,,0.0,0.0033167134056485137
351,raw_V1R_reference,,-0.0033167134056485137,0.0
351,patient_aggregated_core,0.4,-0.00023238439916586917,0.0030843290064826445
351,patient_aggregated_core,0.5,-0.00024345135439995946,0.0030732620512485542
351,patient_aggregated_core,0.6,-0.00021503088565469342,0.0031016825199938203
351,patient_aggregated_plus_prediction_instability,0.4,-0.0002631202595985427,0.003053593146049971
351,patient_aggregated_plus_prediction_instability,0.5,-0.00034293505649596323,0.0029737783491525505
351,patient_aggregated_plus_prediction_instability,0.6,-0.0005850560736118393,0.0027316573320366744
352,V0_reference,,0.0,0.0007711466128475508
352,raw_V1R_reference,,-0.0007711466128475508,0.0
352,patient_aggregated_core,0.4,-0.0004410650639312952,0.00033008154891625563
352,patient_aggregated_core,0.5,-0.00036044444134986087,0.00041070217149768995
352,patient_aggregated_core,0.6,-0.0001815069312287032,0.0005896396816188476
352,patient_aggregated_plus_prediction_instability,0.4,-0.0002246869987164446,0.0005464596141311062
352,patient_aggregated_plus_prediction_instability,0.5,-0.0005469106331149609,0.0002242359797325899
352,patient_aggregated_plus_prediction_instability,0.6,-0.0005077549619492139,0.00026339165089833694
353,V0_reference,,0.0,-0.0031027489773591543
353,raw_V1R_reference,,0.0031027489773591543,0.0
353,patient_aggregated_core,0.4,-0.000273194664981935,-0.0033759436423410893
353,patient_aggregated_core,0.5,-0.00020859778177388655,-0.003311346759133041
353,patient_aggregated_core,0.6,-0.00014190686050707946,-0.003244655837866234
353,patient_aggregated_plus_prediction_instability,0.4,0.00010224750280155015,-0.003000501474557604
353,patient_aggregated_plus_prediction_instability,0.5,-0.00017607798830129862,-0.003278826965660453
353,patient_aggregated_plus_prediction_instability,0.6,-0.00017199590639017936,-0.0032747448837493337
354,V0_reference,,0.0,0.0006441154155995554
354,raw_V1R_reference,,-0.0006441154155995554,0.0
354,patient_aggregated_core,0.4,-0.0013401925888369276,-0.0006960771732373722
354,patient_aggregated_core,0.5,-0.0013989870092508266,-0.0007548715936512712
354,patient_aggregated_core,0.6,-0.0012333493861652611,-0.0005892339705657057
354,patient_aggregated_plus_prediction_instability,0.4,-0.0013712722892582213,-0.0007271568736586659
354,patient_aggregated_plus_prediction_instability,0.5,-0.001376541885101834,-0.0007324264695022786
354,patient_aggregated_plus_prediction_instability,0.6,-0.001321197032239818,-0.0006770816166402627
355,V0_reference,,0.0,0.0017565705711767299
355,raw_V1R_reference,,-0.0017565705711767299,0.0
355,patient_aggregated_core,0.4,0.00020269315184878733,0.001959263723025517
355,patient_aggregated_core,0.5,0.00016898775993062776,0.0019255583311073576
355,patient_aggregated_core,0.6,0.0002760928303007504,0.0020326634014774803
355,patient_aggregated_plus_prediction_instability,0.4,0.00035208354471424896,0.002108654115890979
355,patient_aggregated_plus_prediction_instability,0.5,0.0002132977419262716,0.0019698683131030015
355,patient_aggregated_plus_prediction_instability,0.6,0.00011327689622828152,0.0018698474674050114
356,V0_reference,,0.0,0.0021471491250342756
356,raw_V1R_reference,,-0.0021471491250342756,0.0
356,patient_aggregated_core,0.4,-0.0009449231001026626,0.001202226024931613
356,patient_aggregated_core,0.5,-0.0009617029921007714,0.0011854461329335042
356,patient_aggregated_core,0.6,-0.0008001602956342335,0.001346988829400042
356,patient_aggregated_plus_prediction_instability,0.4,-0.0007285883758356704,0.0014185607491986052
356,patient_aggregated_plus_prediction_instability,0.5,-0.0009833410817911836,0.001163808043243092
356,patient_aggregated_plus_prediction_instability,0.6,-0.0010640299918072138,0.0010831191332270618
357,V0_reference,,0.0,0.00011948524993213305
357,raw_V1R_reference,,-0.00011948524993213305,0.0
357,patient_aggregated_core,0.4,-0.001178792225693115,-0.0010593069757609819
357,patient_aggregated_core,0.5,-0.001235832476846846,-0.0011163472269147129
357,patient_aggregated_core,0.6,-0.0011883033136280141,-0.001068818063695881
357,patient_aggregated_plus_prediction_instability,0.4,-0.0009215110161146373,-0.0008020257661825042
357,patient_aggregated_plus_prediction_instability,0.5,-0.0010824169786911308,-0.0009629317287589978
357,patient_aggregated_plus_prediction_instability,0.6,-0.001222683303556793,-0.00110319805362466
358,V0_reference,,0.0,0.0020718537990722236
358,raw_V1R_reference,,-0.0020718537990722236,0.0
358,patient_aggregated_core,0.4,-0.0004728647173192352,0.0015989890817529884
358,patient_aggregated_core,0.5,-0.0005716630704259429,0.0015001907286462807
358,patient_aggregated_core,0.6,-0.0004418692449074946,0.001629984554164729
358,patient_aggregated_plus_prediction_instability,0.4,-0.0003545156255246318,0.0017173381735475918
358,patient_aggregated_plus_prediction_instability,0.5,-0.0006016771728174081,0.0014701766262548155
358,patient_aggregated_plus_prediction_instability,0.6,-0.0006126751292232085,0.001459178669849015
359,V0_reference,,0.0,0.0012864572033691735
359,raw_V1R_reference,,-0.0012864572033691735,0.0
359,patient_aggregated_core,0.4,-0.0009610298279335849,0.00032542737543558853
359,patient_aggregated_core,0.5,-0.0008500051517184581,0.0004364520516507153
359,patient_aggregated_core,0.6,-0.0007674836748849667,0.0005189735284842067
359,patient_aggregated_plus_prediction_instability,0.4,-0.0008273802334902991,0.00045907696987887436
359,patient_aggregated_plus_prediction_instability,0.5,-0.0008245629015331546,0.00046189430183601887
359,patient_aggregated_plus_prediction_instability,0.6,-0.0009377965178063441,0.00034866068556282936
360,V0_reference,,0.0,0.001132115541878309
360,raw_V1R_reference,,-0.001132115541878309,0.0
360,patient_aggregated_core,0.4,0.00015343417848340257,0.0012855497203617117
360,patient_aggregated_core,0.5,0.0002265598088823373,0.0013586753507606464
360,patient_aggregated_core,0.6,0.00039943238313588925,0.0015315479250141983
360,patient_aggregated_plus_prediction_instability,0.4,0.000292100271747725,0.0014242158136260341
360,patient_aggregated_plus_prediction_instability,0.5,0.00017634183432665984,0.001308457376204969
360,patient_aggregated_plus_prediction_instability,0.6,0.00025396684904915867,0.0013860823909274678
361,V0_reference,,0.0,-0.00037868396700421747
361,raw_V1R_reference,,0.00037868396700421747,0.0
361,patient_aggregated_core,0.4,-0.0005341547719271977,-0.0009128387389314152
361,patient_aggregated_core,0.5,-0.0006156217748078674,-0.0009943057418120849
361,patient_aggregated_core,0.6,-0.0005898677002050545,-0.000968551667209272
361,patient_aggregated_plus_prediction_instability,0.4,-0.0001789129757987784,-0.0005575969428029959
361,patient_aggregated_plus_prediction_instability,0.5,-0.0006135469658525294,-0.000992230932856747
361,patient_aggregated_plus_prediction_instability,0.6,-0.0005842042498090394,-0.0009628882168132569
362,V0_reference,,0.0,0.0011720058622750607
362,raw_V1R_reference,,-0.0011720058622750607,0.0
362,patient_aggregated_core,0.4,-0.0006257648093758311,0.0005462410528992295
362,patient_aggregated_core,0.5,-0.000607427720898307,0.0005645781413767537
362,patient_aggregated_core,0.6,-0.0005703241965906158,0.0006016816656844448
362,patient_aggregated_plus_prediction_instability,0.4,-0.0003380565813842218,0.0008339492808908389
362,patient_aggregated_plus_prediction_instability,0.5,-0.0005466029850212523,0.0006254028772538084
362,patient_aggregated_plus_prediction_instability,0.6,-0.0005051014332696224,0.0006669044290054382
363,V0_reference,,0.0,0.002096479344717128
363,raw_V1R_reference,,-0.002096479344717128,0.0
363,patient_aggregated_core,0.4,0.0004899259906833986,0.0025864053354005268
363,patient_aggregated_core,0.5,0.00040221725308395295,0.002498696597801081
363,patient_aggregated_core,0.6,0.0003058625368640433,0.0024023418815811715
363,patient_aggregated_plus_prediction_instability,0.4,0.0004531278267461136,0.002549607171463242
363,patient_aggregated_plus_prediction_instability,0.5,0.00034583075802271934,0.0024423101027398475
363,patient_aggregated_plus_prediction_instability,0.6,0.00024024074393907968,0.002336720088656208
364,V0_reference,,0.0,0.0030252719605305955
364,raw_V1R_reference,,-0.0030252719605305955,0.0
364,patient_aggregated_core,0.4,-0.0009552519656955971,0.0020700199948349984
364,patient_aggregated_core,0.5,-0.0009957169054387593,0.002029555055091836
364,patient_aggregated_core,0.6,-0.0008448606909429862,0.0021804112695876093
364,patient_aggregated_plus_prediction_instability,0.4,-0.0007792190451832715,0.002246052915347324
364,patient_aggregated_plus_prediction_instability,0.5,-0.0009519987490468479,0.0020732732114837477
364,patient_aggregated_plus_prediction_instability,0.6,-0.0009567759721064439,0.0020684959884241516
365,V0_reference,,0.0,0.002241850576232912
365,raw_V1R_reference,,-0.002241850576232912,0.0
365,patient_aggregated_core,0.4,0.0006520997937604911,0.0028939503699934033
365,patient_aggregated_core,0.5,0.0006257694848914863,0.0028676200611243985
365,patient_aggregated_core,0.6,0.0003939006069835216,0.0026357511832164338
365,patient_aggregated_plus_prediction_instability,0.4,0.0007097445276834646,0.002951595103916377
365,patient_aggregated_plus_prediction_instability,0.5,0.0005236881900164969,0.002765538766249409
365,patient_aggregated_plus_prediction_instability,0.6,0.0002899504755299598,0.002531801051762872
366,V0_reference,,0.0,0.0032848841313074806
366,raw_V1R_reference,,-0.0032848841313074806,0.0
366,patient_aggregated_core,0.4,-0.0009171854435272575,0.002367698687780223
366,patient_aggregated_core,0.5,-0.0009263026700726262,0.0023585814612348543
366,patient_aggregated_core,0.6,-0.000709516684679723,0.0025753674466277576
366,patient_aggregated_plus_prediction_instability,0.4,-0.000740558833138491,0.0025443252981689896
366,patient_aggregated_plus_prediction_instability,0.5,-0.0009920382092763191,0.0022928459220311614
366,patient_aggregated_plus_prediction_instability,0.6,-0.000969335541183336,0.0023155485901241446
367,V0_reference,,0.0,0.002092881265745944
367,raw_V1R_reference,,-0.002092881265745944,0.0
367,patient_aggregated_core,0.4,-0.0008105535102664041,0.0012823277554795398
367,patient_aggregated_core,0.5,-0.0008447107594832942,0.0012481705062626497
367,patient_aggregated_core,0.6,-0.0007832638730091573,0.0013096173927367866
367,patient_aggregated_plus_prediction_instability,0.4,-0.0007595014329113553,0.0013333798328345886
367,patient_aggregated_plus_prediction_instability,0.5,-0.0010978725216787971,0.0009950087440671468
367,patient_aggregated_plus_prediction_instability,0.6,-0.0009957711919614115,0.0010971100737845324
368,V0_reference,,0.0,0.0031919760436232014
368,raw_V1R_reference,,-0.0031919760436232014,0.0
368,patient_aggregated_core,0.4,-0.000660668888771393,0.0025313071548518085
368,patient_aggregated_core,0.5,-0.0006763802270930708,0.0025155958165301306
368,patient_aggregated_core,0.6,-0.0004587742072267864,0.002733201836396415
368,patient_aggregated_plus_prediction_instability,0.4,-0.0005056323403868912,0.0026863437032363102
368,patient_aggregated_plus_prediction_instability,0.5,-0.0005433318199655757,0.0026486442236576258
368,patient_aggregated_plus_prediction_instability,0.6,-0.0007236759145943239,0.0024683001290288775
369,V0_reference,,0.0,0.0016964445985327703
369,raw_V1R_reference,,-0.0016964445985327703,0.0
369,patient_aggregated_core,0.4,-0.0010976069946048023,0.000598837603927968
369,patient_aggregated_core,0.5,-0.0010027959286978971,0.0006936486698348732
369,patient_aggregated_core,0.6,-0.0005976739619498184,0.001098770636582952
369,patient_aggregated_plus_prediction_instability,0.4,-0.0009636778611233077,0.0007327667374094626
369,patient_aggregated_plus_prediction_instability,0.5,-0.0009838684010641946,0.0007125761974685757
369,patient_aggregated_plus_prediction_instability,0.6,-0.0009520692899749605,0.0007443753085578098
370,V0_reference,,0.0,0.0017200406536367618
370,raw_V1R_reference,,-0.0017200406536367618,0.0
370,patient_aggregated_core,0.4,-0.001581081070011356,0.00013895958362540595
370,patient_aggregated_core,0.5,-0.0015490325234971264,0.00017100813013963545
370,patient_aggregated_core,0.6,-0.0013358406163760939,0.000384200037260668
370,patient_aggregated_plus_prediction_instability,0.4,-0.001521711277065782,0.00019832937657097982
370,patient_aggregated_plus_prediction_instability,0.5,-0.0014454491945724568,0.00027459145906430504
370,patient_aggregated_plus_prediction_instability,0.6,-0.0014888531100985952,0.00023118754353816662
371,V0_reference,,0.0,-0.0006133963750898086
371,raw_V1R_reference,,0.0006133963750898086,0.0
371,patient_aggregated_core,0.4,6.655637252342417e-05,-0.0005468400025663844
371,patient_aggregated_core,0.5,-3.668206632177762e-05,-0.0006500784414115862
371,patient_aggregated_core,0.6,0.00011528525883293395,-0.0004981111162568747
371,patient_aggregated_plus_prediction_instability,0.4,0.00027743476045571924,-0.00033596161463408936
371,patient_aggregated_plus_prediction_instability,0.5,-1.1518420508005445e-05,-0.000624914795597814
371,patient_aggregated_plus_prediction_instability,0.6,-6.987307156558487e-05,-0.0006832694466553935
372,V0_reference,,0.0,0.0019313126766455913
372,raw_V1R_reference,,-0.0019313126766455913,0.0
372,patient_aggregated_core,0.4,-0.0009936618798718488,0.0009376507967737424
372,patient_aggregated_core,0.5,-0.0008499047658118153,0.001081407910833776
372,patient_aggregated_core,0.6,-0.0007144007462040053,0.001216911930441586
372,patient_aggregated_plus_prediction_instability,0.4,-0.0008046906829490552,0.001126621993696536
372,patient_aggregated_plus_prediction_instability,0.5,-0.0008440320550521657,0.0010872806215934255
372,patient_aggregated_plus_prediction_instability,0.6,-0.0008878671106842956,0.0010434455659612957
373,V0_reference,,0.0,0.0030268392216020595
373,raw_V1R_reference,,-0.0030268392216020595,0.0
373,patient_aggregated_core,0.4,-0.00032183313752276455,0.002705006084079295
373,patient_aggregated_core,0.5,-0.0005295315685485691,0.0024973076530534905
373,patient_aggregated_core,0.6,-0.000400092726157264,0.0026267464954447955
373,patient_aggregated_plus_prediction_instability,0.4,-0.00044639188307897537,0.002580447338523084
373,patient_aggregated_plus_prediction_instability,0.5,-0.000496800540264894,0.0025300386813371656
373,patient_aggregated_plus_prediction_instability,0.6,-0.0005241084507922739,0.0025027307708097857
374,V0_reference,,0.0,-0.0006585876553065056
374,raw_V1R_reference,,0.0006585876553065056,0.0
374,patient_aggregated_core,0.4,-0.0003063209759556068,-0.0009649086312621125
374,patient_aggregated_core,0.5,-0.00024082633042731005,-0.0008994139857338157
374,patient_aggregated_core,0.6,-0.00024447955059406223,-0.0009030672059005679
374,patient_aggregated_plus_prediction_instability,0.4,-7.624996182740984e-05,-0.0007348376171339155
374,patient_aggregated_plus_prediction_instability,0.5,-0.000265766569329709,-0.0009243542246362146
374,patient_aggregated_plus_prediction_instability,0.6,-0.00038780970663755687,-0.0010463973619440625
375,V0_reference,,0.0,0.0016274748565197061
375,raw_V1R_reference,,-0.0016274748565197061,0.0
375,patient_aggregated_core,0.4,0.0006121321931728541,0.00223960704969256
375,patient_aggregated_core,0.5,0.0005761178859027549,0.002203592742422461
375,patient_aggregated_core,0.6,0.0007069240436971547,0.002334398900216861
375,patient_aggregated_plus_prediction_instability,0.4,0.0005542069669088046,0.0021816818234285107
375,patient_aggregated_plus_prediction_instability,0.5,0.0004690243273401673,0.0020964991838598734
375,patient_aggregated_plus_prediction_instability,0.6,0.0003354779908948946,0.0019629528474146007
376,V0_reference,,0.0,0.002369837467491809
376,raw_V1R_reference,,-0.002369837467491809,0.0
376,patient_aggregated_core,0.4,-0.0002005781762851877,0.002169259291206621
376,patient_aggregated_core,0.5,-0.00028118309469379876,0.00208865437279801
376,patient_aggregated_core,0.6,-0.00021367685121218005,0.0021561606162796287
376,patient_aggregated_plus_prediction_instability,0.4,-0.00022556182482177944,0.0021442756426700293
376,patient_aggregated_plus_prediction_instability,0.5,-9.935049240755722e-05,0.0022704869750842516
376,patient_aggregated_plus_prediction_instability,0.6,-0.00027325929280797023,0.0020965781746838386
377,V0_reference,,0.0,0.0003128265938547592
377,raw_V1R_reference,,-0.0003128265938547592,0.0
377,patient_aggregated_core,0.4,-0.001320394845126291,-0.0010075682512715317
377,patient_aggregated_core,0.5,-0.0013795195010787298,-0.0010666929072239706
377,patient_aggregated_core,0.6,-0.0011884777604825175,-0.0008756511666277583
377,patient_aggregated_plus_prediction_instability,0.4,-0.0013169412556341548,-0.0010041146617793956
377,patient_aggregated_plus_prediction_instability,0.5,-0.0011748262014463356,-0.0008619996075915765
377,patient_aggregated_plus_prediction_instability,0.6,-0.001356945791959538,-0.0010441191981047787
378,V0_reference,,0.0,0.001670475767307944
378,raw_V1R_reference,,-0.001670475767307944,0.0
378,patient_aggregated_core,0.4,0.0005508861962643385,0.0022213619635722825
378,patient_aggregated_core,0.5,0.0004274230919333877,0.0020978988592413317
378,patient_aggregated_core,0.6,0.00034606489247523964,0.0020165406597831836
378,patient_aggregated_plus_prediction_instability,0.4,0.0006178578737469076,0.0022883336410548516
378,patient_aggregated_plus_prediction_instability,0.5,0.0003211507479979059,0.00199162651530585
378,patient_aggregated_plus_prediction_instability,0.6,0.00012232860659341926,0.0017928043739013633
379,V0_reference,,0.0,0.0007618429954148465
379,raw_V1R_reference,,-0.0007618429954148465,0.0
379,patient_aggregated_core,0.4,0.00026588494502591264,0.001027727940440759
379,patient_aggregated_core,0.5,0.0002663512200618834,0.0010281942154767298
379,patient_aggregated_core,0.6,0.00024459214647834515,0.0010064351418931916
379,patient_aggregated_plus_prediction_instability,0.4,0.0005390676001475192,0.0013009105955623657
379,patient_aggregated_plus_prediction_instability,0.5,0.00026409491680065567,0.0010259379122155021
379,patient_aggregated_plus_prediction_instability,0.6,0.0003559433229401998,0.0011177863183550463
380,V0_reference,,0.0,0.00230614668131246
380,raw_V1R_reference,,-0.00230614668131246,0.0
380,patient_aggregated_core,0.4,-0.0006437964536989832,0.0016623502276134766
380,patient_aggregated_core,0.5,-0.0005440975646517493,0.0017620491166607105
380,patient_aggregated_core,0.6,-0.00041642794900668967,0.0018897187323057701
380,patient_aggregated_plus_prediction_instability,0.4,-0.0003918067468382108,0.001914339934474249
380,patient_aggregated_plus_prediction_instability,0.5,-0.0006066022658116205,0.0016995444155008393
380,patient_aggregated_plus_prediction_instability,0.6,-0.0005054751122619133,0.0018006715690505465
381,V0_reference,,0.0,0.0011161722386341666
381,raw_V1R_reference,,-0.0011161722386341666,0.0
381,patient_aggregated_core,0.4,-0.00022424347441932224,0.0008919287642148443
381,patient_aggregated_core,0.5,-0.0002636688369460488,0.0008525034016881178
