policy,threshold,n_rows,unique_patients,evaluable_rows,fuse_rate,fallback_rate,ipcw_brier_router,ipcw_brier_v0_reference,ipcw_brier_v1r_reference,delta_brier_router_minus_v0,delta_brier_router_minus_v1r,full_coverage,selection_rule_frozen_before_readout
FUSE_if_q_ge_0.40_else_FALLBACK,0.4,3050,610,2460,0.6121311475409836,0.38786885245901637,0.12461924861838737,0.12496818528984002,0.12456067607702402,-0.0003489366714526515,5.857254136334977e-05,True,True
FUSE_if_q_ge_0.50_else_FALLBACK,0.5,3050,610,2460,0.5813114754098361,0.4186885245901639,0.12461852932140113,0.12496818528984002,0.12456067607702402,-0.0003496559684388889,5.785324437711237e-05,True,True
FUSE_if_q_ge_0.60_else_FALLBACK,0.6,3050,610,2460,0.5622950819672131,0.4377049180327869,0.12462230077161483,0.12496818528984002,0.12456067607702402,-0.0003458845182251896,6.162469459081166e-05,True,True
