replicate,threshold,delta_brier_router_minus_v0,delta_brier_router_minus_v1r
137,0.4,-0.0014584224446355931,-0.0004970836040284476
137,0.5,-0.0014588369247630628,-0.0004974980841559173
137,0.6,-0.0014525448559214865,-0.000491206015314341
138,0.4,0.0001647656912165396,-0.0003191153807148295
138,0.5,0.0001642356150222679,-0.0003196454569091012
138,0.6,0.00016639227067635765,-0.00031748880125501144
139,0.4,0.0003368326871841798,0.0009171489192189852
139,0.5,0.00033702796674317526,0.0009173441987779807
139,0.6,0.00033845212260508184,0.0009187683546398873
140,0.4,-0.0005547170291437808,0.0012531331497098175
140,0.5,-0.0005546973255545068,0.0012531528532990915
140,0.6,-0.0005509073263416792,0.0012569428525119192
141,0.4,-0.00096321564016974,0.0012052092625711441
141,0.5,-0.0009623371435104888,0.0012060877592303954
141,0.6,-0.0009586649946797532,0.001209759908061131
142,0.4,-0.0018725187627808976,-0.0025502307475946256
142,0.5,-0.0018731788999628574,-0.0025508908847765854
142,0.6,-0.0018668941380341059,-0.002544606122847834
143,0.4,0.0003277913901949536,0.0009294695693539412
143,0.5,0.0003262990338932792,0.0009279772130522668
143,0.6,0.0003300668214464286,0.0009317450006054162
144,0.4,-0.0006960406277346926,-0.00047409545461774005
144,0.5,-0.0006966590584656651,-0.0004747138853487126
144,0.6,-0.0006926749312089198,-0.00047072975809196727
145,0.4,-0.000919813003375014,-0.001376850342894309
145,0.5,-0.0009191958980182824,-0.0013762332375375774
145,0.6,-0.0009124009417915968,-0.0013694382813108918
146,0.4,0.000253429180950282,-0.00022405606033412684
146,0.5,0.0002531495766397718,-0.00022433566464463706
146,0.6,0.0002551702968163483,-0.00022231494446806055
147,0.4,-0.0003144458985718801,7.464048958624736e-05
147,0.5,-0.0003171326407302999,7.195374742782756e-05
147,0.6,-0.0003138191836317139,7.526720452641356e-05
148,0.4,-0.0007418089514461823,0.00044328415672315047
148,0.5,-0.0007410101170598482,0.00044408299110948457
148,0.6,-0.000736030533993598,0.0004490625741757348
149,0.4,0.0006462279722855568,0.00187672466087338
149,0.5,0.000645273645725225,0.0018757703343130483
149,0.6,0.0006493998014932556,0.0018798964900810788
150,0.4,0.00024730808784709235,0.0005206888246481467
150,0.5,0.0002470614148276373,0.0005204421516286917
150,0.6,0.0002503667116048047,0.0005237474484058591
151,0.4,-0.001109175183002617,-0.0005155215451299738
151,0.5,-0.0011100137941656846,-0.0005163601562930414
151,0.6,-0.0011073826477341203,-0.0005137290098614772
152,0.4,-0.00038815517442093717,4.2511119068874836e-05
152,0.5,-0.0003872271174812647,4.34391760085473e-05
152,0.6,-0.00037973175908712076,5.0934534402691245e-05
153,0.4,-0.0006132181740365339,0.0016267128349405635
153,0.5,-0.0006138560160849071,0.0016260749928921903
153,0.6,-0.0006066882559410403,0.0016332427530360571
154,0.4,-0.0011583885673172312,-0.0011177696248251129
154,0.5,-0.0011601034506094066,-0.0011194845081172883
154,0.6,-0.0011540307113261233,-0.001113411768834005
155,0.4,0.000473853427497839,-0.0013093697676219707
155,0.5,0.0004728402200292747,-0.001310382975090535
155,0.6,0.0004716932642880589,-0.0013115299308317507
156,0.4,-0.00025953767991879206,0.0015378417603410521
156,0.5,-0.000260304316173271,0.0015370751240865732
156,0.6,-0.00025168439972267365,0.0015456950405371706
157,0.4,-0.0005047599511675965,0.0005624473978205757
157,0.5,-0.0005053179586088502,0.0005618893903793221
157,0.6,-0.0005003857357547131,0.0005668216132334591
158,0.4,-0.00031390593055208305,0.00027395773663485556
158,0.5,-0.0003127110265151445,0.0002751526406717941
158,0.6,-0.0003113878207425258,0.0002764758464444128
159,0.4,-0.0016461698427129717,-0.00017308053029438386
159,0.5,-0.001646730429999646,-0.00017364111758105816
159,0.6,-0.0016424395793182278,-0.00016935026689963995
160,0.4,-0.0009509766974477168,-0.002000372356463123
160,0.5,-0.0009508232140566369,-0.0020002188730720433
160,0.6,-0.0009459908216889051,-0.0019953864807043115
161,0.4,0.0006306321895445666,-0.0023261877244665358
161,0.5,0.0006294488103972956,-0.0023273711036138067
161,0.6,0.0006327017821047554,-0.002324118131906347
162,0.4,-0.00032882218084069603,-0.0004959829410163402
162,0.5,-0.00032835759581115176,-0.0004955183559867959
162,0.6,-0.00032153959692547696,-0.0004887003571011211
163,0.4,-0.00023641767987925277,0.0011293551836119436
163,0.5,-0.00023614585496556373,0.0011296270085256327
163,0.6,-0.00023776255928256718,0.0011280103042086292
164,0.4,-0.0005828825270336457,-6.304975185772443e-05
164,0.5,-0.0005833345430965309,-6.350176792060958e-05
164,0.6,-0.0005806972290980927,-6.0864453922171435e-05
165,0.4,5.285364841547957e-05,0.00024011715864413752
165,0.5,5.0104481376433974e-05,0.00023736799160509192
165,0.6,5.9559697296179825e-05,0.0002468232075248378
166,0.4,-0.0002327438700592821,-0.0004218525974481885
166,0.5,-0.00023377885709249813,-0.0004228875844814045
166,0.6,-0.00023122181961569843,-0.0004203305470046048
167,0.4,6.538020525587163e-05,0.003213802676722416
167,0.5,6.479699571304565e-05,0.00321321946717959
167,0.6,7.188377877179186e-05,0.003220306250238336
168,0.4,-0.00102760346550268,0.0009822756207730349
168,0.5,-0.0010293727866366176,0.0009805062996390973
168,0.6,-0.0010230276198458232,0.0009868514664298916
169,0.4,-9.206180208826131e-05,0.0008132929730620408
169,0.5,-9.210099067363808e-05,0.0008132537844766641
169,0.6,-8.562759049218771e-05,0.0008197271846581144
170,0.4,-0.0010613432161003244,-0.00038194154955425996
170,0.5,-0.0010622107113489043,-0.00038280904480283984
170,0.6,-0.0010607374968570615,-0.00038133583031099705
171,0.4,-0.0009466700957062035,0.003552829584598058
171,0.5,-0.0009481528859938415,0.00355134679431042
