candidate,beta,mode,seed,outer_fold,rank_preserved,ipcw_brier_raw,ipcw_brier_candidate,delta_ipcw_brier,citl_raw,citl_candidate,abs_citl_error_deterioration,calibration_slope_raw,calibration_slope_candidate,abs_slope_error_deterioration,n_evaluable,events_evaluable
beta_0.950_mix_50,0.95,mix_50,17,2,True,0.11454584388648568,0.11496865435795782,0.0004228104714721348,-0.14437696888776075,-0.20251232160440957,0.058135352716648825,1.5502376045105999,1.6318290846156003,0.08159148010500039,105,16
beta_0.950_mix_75,0.95,mix_75,17,2,True,0.11454584388648568,0.11496215088601049,0.00041630699952480144,-0.14437696888776075,-0.20124444189184543,0.05686747300408468,1.5502376045105999,1.6318290561088853,0.0815914515982854,105,16
beta_0.950_logloss,0.95,logloss,17,2,True,0.11454584388648568,0.11495799599383226,0.00041215210734657504,-0.14437696888776075,-0.20042713137857404,0.05605016249081329,1.5502376045105999,1.6318282500781953,0.08159064556759543,105,16
beta_0.975_brier,0.975,brier,17,2,True,0.11454584388648568,0.1148933741630913,0.0003475302766056121,-0.14437696888776075,-0.20647971997712988,0.062102751089369135,1.5502376045105999,1.5899872767560275,0.03974967224542758,105,16
beta_0.975_mix_25,0.975,mix_25,17,2,True,0.11454584388648568,0.11487767092839712,0.0003318270419114394,-0.14437696888776075,-0.20353458091170862,0.05915761202394787,1.5502376045105999,1.5899874207388127,0.03974981622821283,105,16
beta_0.975_mix_50,0.975,mix_50,17,2,True,0.11454584388648568,0.11487072554657278,0.0003248816600870952,-0.14437696888776075,-0.20220854178687986,0.05783157289911911,1.5502376045105999,1.589987036753933,0.03974943224333316,105,16
beta_0.975_mix_75,0.975,mix_75,17,2,True,0.11454584388648568,0.11486681371752328,0.00032096983103759025,-0.14437696888776075,-0.20145509934333083,0.057078130455570086,1.5502376045105999,1.589987121987978,0.039749517477378093,105,16
beta_0.975_logloss,0.975,logloss,17,2,True,0.11454584388648568,0.11486430523081025,0.00031846134432456097,-0.14437696888776075,-0.20096940269069652,0.05659243380293577,1.5502376045105999,1.5899872680466764,0.03974966353607656,105,16
beta_0.900_brier,0.9,brier,17,3,True,0.11736647687204238,0.11822085595477001,0.0008543790827276326,-0.08634074929360558,-0.12687383681375064,0.04053308752014506,2.3622646440021278,2.6247386318469457,0.2624739878448179,99,16
beta_0.900_mix_25,0.9,mix_25,17,3,True,0.11736647687204238,0.11822086656303446,0.0008543896909920801,-0.08634074929360558,-0.12679594344271428,0.0404551941491087,2.3622646440021278,2.624738768844724,0.26247412484259636,99,16
beta_0.900_mix_50,0.9,mix_50,17,3,True,0.11736647687204238,0.11822087134196362,0.0008543944699212352,-0.08634074929360558,-0.12676145886552204,0.04042070957191646,2.3622646440021278,2.624738780422767,0.2624741364206393,99,16
beta_0.900_mix_75,0.9,mix_75,17,3,True,0.11736647687204238,0.11822087406556357,0.0008543971935211919,-0.08634074929360558,-0.12674196705595964,0.04040121776235406,2.3622646440021278,2.6247381015241222,0.26247345752199447,99,16
beta_0.900_logloss,0.9,logloss,17,3,True,0.11736647687204238,0.11822087581641276,0.0008543989443703798,-0.08634074929360558,-0.1267294975728993,0.04038874827929373,2.3622646440021278,2.6247384908589955,0.2624738468568677,99,16
beta_0.925_brier,0.925,brier,17,3,True,0.11736647687204238,0.11799054264164671,0.0006240657696043317,-0.08634074929360558,-0.12396191122816613,0.037621161934560554,2.3622646440021278,2.5538000453571277,0.1915354013549999,99,16
beta_0.925_mix_25,0.925,mix_25,17,3,True,0.11736647687204238,0.11799001752222202,0.0006235406501796381,-0.08634074929360558,-0.12613720484127,0.03979645554766442,2.3622646440021278,2.5537989532076026,0.19153430920547487,99,16
beta_0.925_mix_50,0.925,mix_50,17,3,True,0.11736647687204238,0.11798984957652836,0.0006233727044859805,-0.08634074929360558,-0.12709840715931053,0.040757657865704955,2.3622646440021278,2.5537996878442164,0.19153504384208864,99,16
beta_0.925_mix_75,0.925,mix_75,17,3,True,0.11736647687204238,0.11798977220307406,0.0006232953310316841,-0.08634074929360558,-0.1276406461121805,0.04129989681857493,2.3622646440021278,2.5537991756211946,0.19153453161906686,99,16
beta_0.925_logloss,0.925,logloss,17,3,True,0.11736647687204238,0.11798972912837104,0.0006232522563286574,-0.08634074929360558,-0.1279888671891395,0.04164811789553391,2.3622646440021278,2.5537993669457872,0.19153472294365947,99,16
beta_0.950_brier,0.95,brier,17,3,True,0.11736647687204238,0.11776519763945008,0.00039872076740769813,-0.08634074929360558,-0.12084415648868763,0.03450340719508205,2.3622646440021278,2.486593854846112,0.1243292108439844,99,16
beta_0.950_mix_25,0.95,mix_25,17,3,True,0.11736647687204238,0.11776362312116458,0.0003971462491221961,-0.08634074929360558,-0.12536959787965418,0.0390288485860486,2.3622646440021278,2.4865945443034825,0.12432990030135471,99,16
beta_0.950_mix_50,0.95,mix_50,17,3,True,0.11736647687204238,0.11776320514988342,0.0003967282778410408,-0.08634074929360558,-0.12736444544818537,0.04102369615457979,2.3622646440021278,2.486594562733195,0.12432991873106713,99,16
beta_0.950_mix_75,0.95,mix_75,17,3,True,0.11736647687204238,0.11776304429084475,0.00039656741880236823,-0.08634074929360558,-0.1284893372862957,0.04214858799269011,2.3622646440021278,2.48659437846459,0.12432973446246232,99,16
beta_0.950_logloss,0.95,logloss,17,3,True,0.11736647687204238,0.11776296950323077,0.0003964926311883915,-0.08634074929360558,-0.12921182077972293,0.04287107148611735,2.3622646440021278,2.4865944782330156,0.12432983423088784,99,16
beta_0.975_brier,0.975,brier,17,3,True,0.11736647687204238,0.11754487929489658,0.00017840242285420416,-0.08634074929360558,-0.11752576666455605,0.031185017370950474,2.3622646440021278,2.4228353167133903,0.060570672711262485,99,16
beta_0.975_mix_25,0.975,mix_25,17,3,True,0.11736647687204238,0.11754170315889383,0.00017522628685144592,-0.08634074929360558,-0.12449706741303612,0.03815631811943054,2.3622646440021278,2.4228354714350178,0.060570827432889995,99,16
beta_0.975_mix_50,0.975,mix_50,17,3,True,0.11736647687204238,0.1175409585372481,0.00017448166520571406,-0.08634074929360558,-0.12756210632440923,0.04122135703080365,2.3622646440021278,2.4228349657869757,0.06057032178484789,99,16
beta_0.975_mix_75,0.975,mix_75,17,3,True,0.11736647687204238,0.11754071551171749,0.00017423863967511166,-0.08634074929360558,-0.1292897656380585,0.04294901634445292,2.3622646440021278,2.422835818953579,0.060571174951451034,99,16
beta_0.975_logloss,0.975,logloss,17,3,True,0.11736647687204238,0.11754062684410269,0.0001741499720603057,-0.08634074929360558,-0.1303993947355082,0.04405864544190263,2.3622646440021278,2.4228352258336847,0.06057058183155695,99,16
beta_0.900_brier,0.9,brier,17,4,True,0.14606029689061706,0.14579693538282312,-0.0002633615077939355,0.3421075949114921,0.3266605438450666,-0.015447051066425521,0.5380560576557074,0.5978404168927192,-0.05978435923701175,97,19
beta_0.900_mix_25,0.9,mix_25,17,4,True,0.14606029689061706,0.14606502290426765,4.72601365059111e-06,0.3421075949114921,0.35913168108475746,0.01702408617326534,0.5380560576557074,0.5978399586597339,-0.05978390100402653,97,19
beta_0.900_mix_50,0.9,mix_50,17,4,True,0.14606029689061706,0.14619390430826612,0.00013360741764906203,0.3421075949114921,0.37374957327716396,0.03164197836567184,0.5380560576557074,0.5978400245064326,-0.05978396685072518,97,19
beta_0.900_mix_75,0.9,mix_75,17,4,True,0.14606029689061706,0.14626843629580918,0.00020813940519212593,0.3421075949114921,0.3819597587339324,0.03985216382244028,0.5380560576557074,0.5978397448477409,-0.05978368719203353,97,19
beta_0.900_logloss,0.9,logloss,17,4,True,0.14606029689061706,0.14631678143822224,0.0002564845476051847,0.3421075949114921,0.38719823272521015,0.045090637813718026,0.5380560576557074,0.5978400606798013,-0.059784003024093924,97,19
beta_0.925_brier,0.925,brier,17,4,True,0.14606029689061706,0.14586291467483997,-0.0001973822157770866,0.3421075949114921,0.33233725778852563,-0.009770337122966488,0.5380560576557074,0.5816822237186048,-0.043626166062897376,97,19
beta_0.925_mix_25,0.925,mix_25,17,4,True,0.14606029689061706,0.14611766874156484,5.7371850947784964e-05,0.3421075949114921,0.3638134004562047,0.021705805544712575,0.5380560576557074,0.5816822283210749,-0.04362617066536745,97,19
beta_0.925_mix_50,0.925,mix_50,17,4,True,0.14606029689061706,0.14623998917617603,0.00017969228555897443,0.3421075949114921,0.37798080419491487,0.03587320928342275,0.5380560576557074,0.5816822268605819,-0.0436261692048745,97,19
beta_0.925_mix_75,0.925,mix_75,17,4,True,0.14606029689061706,0.14631072482369026,0.00025042793307319955,0.3421075949114921,0.3859409081042652,0.04383331319277306,0.5380560576557074,0.5816822599173211,-0.043626202261613733,97,19
beta_0.925_logloss,0.925,logloss,17,4,True,0.14606029689061706,0.1463566150141217,0.0002963181235046408,0.3421075949114921,0.39102167015663325,0.04891407524514113,0.5380560576557074,0.5816823477702758,-0.04362629011456842,97,19
beta_0.950_brier,0.95,brier,17,4,True,0.14606029689061706,0.1459385358179881,-0.00012176107262895641,0.3421075949114921,0.3381477871077998,-0.003959807803692317,0.5380560576557074,0.5663748415565157,-0.02831878390080833,97,19
beta_0.950_mix_25,0.95,mix_25,17,4,True,0.14606029689061706,0.14617955605738273,0.00011925916676566728,0.3421075949114921,0.36855238753069075,0.02644479261919863,0.5380560576557074,0.5663748958057032,-0.028318838149995806,97,19
beta_0.950_mix_50,0.95,mix_50,17,4,True,0.14606029689061706,0.1462951022857987,0.000234805395181642,0.3421075949114921,0.3822329817557887,0.04012538684429656,0.5380560576557074,0.5663747381850456,-0.02831868052933817,97,19
beta_0.950_mix_75,0.95,mix_75,17,4,True,0.14606029689061706,0.1463619114415235,0.0003016145509064372,0.3421075949114921,0.38992218556692204,0.04781459065542992,0.5380560576557074,0.5663748207312959,-0.02831876307558845,97,19
beta_0.950_logloss,0.95,logloss,17,4,True,0.14606029689061706,0.1464052585209005,0.0003449616302834413,0.3421075949114921,0.3948317123707181,0.052724117459226005,0.5380560576557074,0.5663748078762983,-0.028318750220590938,97,19
beta_0.975_brier,0.975,brier,17,4,True,0.14606029689061706,0.14602360861006836,-3.668828054870232e-05,0.3421075949114921,0.3440910358581786,0.0019834409466864544,0.5380560576557074,0.5518525191726023,-0.013796461516894842,97,19
beta_0.975_mix_25,0.975,mix_25,17,4,True,0.14606029689061706,0.1462505720222431,0.00019027513162603316,0.3421075949114921,0.37334892570382594,0.03124133079233382,0.5380560576557074,0.5518523778876965,-0.013796320231989068,97,19
beta_0.975_mix_50,0.975,mix_50,17,4,True,0.14606029689061706,0.1463591756090334,0.00029887871841632885,0.3421075949114921,0.3865074274483732,0.04439983253688107,0.5380560576557074,0.5518522515919828,-0.013796193936275403,97,19
beta_0.975_mix_75,0.975,mix_75,17,4,True,0.14606029689061706,0.14642195370953254,0.00036165681891547896,0.3421075949114921,0.3939053437661906,0.051797748854698455,0.5380560576557074,0.5518522777186173,-0.013796220062909925,97,19
beta_0.975_logloss,0.975,logloss,17,4,True,0.14606029689061706,0.1464626869872035,0.00040239009658643576,0.3421075949114921,0.39863044428276184,0.05652284937126972,0.5380560576557074,0.551852302396466,-0.013796244740758579,97,19
beta_0.900_brier,0.9,brier,29,0,True,0.1328543229943847,0.1333331270712999,0.0004788040769151958,0.11962024145905559,0.1784963312764275,0.05887608981737191,0.892327700024139,0.991475246592788,-0.09914754656864899,99,18
beta_0.900_mix_25,0.9,mix_25,29,0,True,0.1328543229943847,0.13317629100428868,0.00032196800990397234,0.11962024145905559,0.15120016411561188,0.03157992265655629,0.892327700024139,0.9914751881481494,-0.09914748812401042,99,18
beta_0.900_mix_50,0.9,mix_50,29,0,True,0.1328543229943847,0.13312295106914793,0.0002686280747632164,0.11962024145905559,0.140879836791454,0.021259595332398407,0.892327700024139,0.9914748824628372,-0.09914718243869824,99,18
beta_0.900_mix_75,0.9,mix_75,29,0,True,0.1328543229943847,0.13309602581825175,0.00024170282386704045,0.11962024145905559,0.13540650923915554,0.01578626778009995,0.892327700024139,0.9914752294817039,-0.09914752945756489,99,18
beta_0.900_logloss,0.9,logloss,29,0,True,0.1328543229943847,0.13307978527188374,0.00022546227749903336,0.11962024145905559,0.13200729646081633,0.012387055001760738,0.892327700024139,0.9914751869025542,-0.09914748687841524,99,18
beta_0.925_brier,0.925,brier,29,0,True,0.1328543229943847,0.13329768529113156,0.000443362296746852,0.11962024145905559,0.1841083128066655,0.06448807134760992,0.892327700024139,0.96467855016804,-0.07235085014390108,99,18
beta_0.925_mix_25,0.925,mix_25,29,0,True,0.1328543229943847,0.1331283914016849,0.000274068407300182,0.11962024145905559,0.15425299190027097,0.03463275044121539,0.892327700024139,0.9646785803145116,-0.07235088029037262,99,18
beta_0.925_mix_50,0.925,mix_50,29,0,True,0.1328543229943847,0.13307185745694436,0.0002175344625596487,0.11962024145905559,0.14304210471772494,0.02342186325866935,0.892327700024139,0.96467810112465,-0.07235040110051105,99,18
beta_0.925_mix_75,0.925,mix_75,29,0,True,0.1328543229943847,0.1330435388641474,0.00018921586976269889,0.11962024145905559,0.13710889612732374,0.017488654668268155,0.892327700024139,0.9646784846426248,-0.07235078461848587,99,18
beta_0.925_logloss,0.925,logloss,29,0,True,0.1328543229943847,0.1330265335409506,0.00017221054656588186,0.11962024145905559,0.13342776167277737,0.01380752021372178,0.892327700024139,0.9646785075968284,-0.07235080757268941,99,18
beta_0.950_brier,0.95,brier,29,0,True,0.1328543229943847,0.13327023670298094,0.00041591370859622723,0.11962024145905559,0.189730994687059,0.07011075322800342,0.892327700024139,0.9392920429442911,-0.04696434292015217,99,18
beta_0.950_mix_25,0.95,mix_25,29,0,True,0.1328543229943847,0.133089030082424,0.00023470708803929874,0.11962024145905559,0.15729730403576198,0.03767706257670639,0.892327700024139,0.9392923129663582,-0.04696461294221921,99,18
beta_0.950_mix_50,0.95,mix_50,29,0,True,0.1328543229943847,0.1330296402313988,0.0001753172370140832,0.11962024145905559,0.1451994100438826,0.025579168584827006,0.892327700024139,0.9392922250478547,-0.04696452502371573,99,18
beta_0.950_mix_75,0.95,mix_75,29,0,True,0.1328543229943847,0.1330001280936546,0.0001458050992698967,0.11962024145905559,0.13880965586978034,0.019189414410724748,0.892327700024139,0.9392921361242398,-0.046964436100100815,99,18
beta_0.950_logloss,0.95,logloss,29,0,True,0.1328543229943847,0.13298248818457595,0.0001281651901912373,0.11962024145905559,0.13484902384892716,0.015228782389871576,0.892327700024139,0.9392921888566711,-0.046964488832532125,99,18
beta_0.975_brier,0.975,brier,29,0,True,0.1328543229943847,0.1332507080638272,0.00039638506944247864,0.11962024145905559,0.19537155376848364,0.07575131230942805,0.892327700024139,0.9152081954331424,-0.022880495409003387,99,18
beta_0.975_mix_25,0.975,mix_25,29,0,True,0.1328543229943847,0.13305815860276637,0.00020383560838166392,0.11962024145905559,0.160335892662414,0.040715651203358405,0.892327700024139,0.9152081581878094,-0.02288045816367046,99,18
beta_0.975_mix_50,0.975,mix_50,29,0,True,0.1328543229943847,0.1329962544103519,0.00014193141596718917,0.11962024145905559,0.14735244836449352,0.02773220690543793,0.892327700024139,0.9152077172530201,-0.02288001722888111,99,18
beta_0.975_mix_75,0.975,mix_75,29,0,True,0.1328543229943847,0.13296574890861565,0.00011142591423093928,0.11962024145905559,0.14050822576736255,0.02088798430830696,0.892327700024139,0.9152077972281607,-0.022880097204021732,99,18
beta_0.975_logloss,0.975,logloss,29,0,True,0.1328543229943847,0.1329476047703123,9.328177592760056e-05,0.11962024145905559,0.13626977284212682,0.016649531383071237,0.892327700024139,0.9152075523552277,-0.02287985233108869,99,18
beta_0.900_brier,0.9,brier,29,1,True,0.15477786124894807,0.1508438339934393,-0.00393402725550876,-0.1015222398111073,-0.12636332934216132,0.024841089531054017,0.23476639868190313,0.26085142607961653,-0.026085027397713456,95,16
beta_0.900_mix_25,0.9,mix_25,29,1,True,0.15477786124894807,0.15075531980903317,-0.004022541439914901,-0.1015222398111073,-0.11818773684479578,0.01666549703368847,0.23476639868190313,0.260851555702694,-0.02608515702079095,95,16
beta_0.900_mix_50,0.9,mix_50,29,1,True,0.15477786124894807,0.15071690837206325,-0.004060952876884821,-0.1015222398111073,-0.11459191987828332,0.013069680067176015,0.23476639868190313,0.26085158217556936,-0.026085183493666286,95,16
beta_0.900_mix_75,0.9,mix_75,29,1,True,0.15477786124894807,0.150695506024394,-0.0040823552245540795,-0.1015222398111073,-0.11257547137313062,0.011053231562023313,0.23476639868190313,0.2608515949840824,-0.026085196302179314,95,16
beta_0.900_logloss,0.9,logloss,29,1,True,0.15477786124894807,0.15068187511256903,-0.004095986136379043,-0.1015222398111073,-0.11128634358912887,0.00976410377802156,0.23476639868190313,0.2608515841113003,-0.026085185429397306,95,16
beta_0.925_brier,0.925,brier,29,1,True,0.15477786124894807,0.15191420760271385,-0.0028636536462342266,-0.1015222398111073,-0.128066622491891,0.026544382680783685,0.23476639868190313,0.25380142223196056,-0.019035023550057484,95,16
beta_0.925_mix_25,0.925,mix_25,29,1,True,0.15477786124894807,0.15184839444474393,-0.0029294668042041394,-0.1015222398111073,-0.12203439354469492,0.020512153733587613,0.23476639868190313,0.25380148863679103,-0.019035089954887896,95,16
beta_0.925_mix_50,0.925,mix_50,29,1,True,0.15477786124894807,0.15181980143977356,-0.002958059809174518,-0.1015222398111073,-0.11938856022067523,0.017866320409567926,0.23476639868190313,0.2538015521504374,-0.01903515346853435,95,16
beta_0.925_mix_75,0.925,mix_75,29,1,True,0.15477786124894807,0.15180384842525277,-0.0029740128236953045,-0.1015222398111073,-0.11790563935964848,0.016383399548541178,0.23476639868190313,0.25380160530237694,-0.019035206620473866,95,16
beta_0.925_logloss,0.925,logloss,29,1,True,0.15477786124894807,0.15179367758553253,-0.002984183663415546,-0.1015222398111073,-0.11695766917880956,0.015435429367702258,0.23476639868190313,0.25380153200998945,-0.019035133328086373,95,16
beta_0.950_brier,0.95,brier,29,1,True,0.15477786124894807,0.15298287340887665,-0.001794987840071427,-0.1015222398111073,-0.12963824567715487,0.028116005866047566,0.23476639868190313,0.24712257916996458,-0.01235618048806153,95,16
beta_0.950_mix_25,0.95,mix_25,29,1,True,0.15477786124894807,0.1529412857481294,-0.0018365755008186713,-0.1015222398111073,-0.12584815447361924,0.024325914662511938,0.23476639868190313,0.24712254252920485,-0.01235614384730177,95,16
