candidate,beta,mode,seed,outer_fold,rank_preserved,ipcw_brier_raw,ipcw_brier_candidate,delta_ipcw_brier,citl_raw,citl_candidate,abs_citl_error_deterioration,calibration_slope_raw,calibration_slope_candidate,abs_slope_error_deterioration,n_evaluable,events_evaluable
beta_0.900_brier,0.9,brier,43,0,True,0.1268474565242424,0.12810769696071028,0.0012602404364678854,0.21400210413475695,0.22093398609209014,0.006931881957333186,1.8855763638069252,2.0950844814386835,0.20950811763175836,98,18
beta_0.900_mix_25,0.9,mix_25,43,0,True,0.1268474565242424,0.1279746813905809,0.001127224866338511,0.21400210413475695,0.21146448125931472,-0.002537622875442236,1.8855763638069252,2.0950846766137725,0.20950831280684734,98,18
beta_0.900_mix_50,0.9,mix_50,43,0,True,0.1268474565242424,0.12791732827879929,0.0010698717545568892,0.21400210413475695,0.20732906887729485,-0.006673035257462101,1.8855763638069252,2.095084709117046,0.20950834531012075,98,18
beta_0.900_mix_75,0.9,mix_75,43,0,True,0.1268474565242424,0.12788528372686825,0.0010378272026258517,0.21400210413475695,0.2050041710050502,-0.008997933129706759,1.8855763638069252,2.095084402834266,0.20950803902734072,98,18
beta_0.900_logloss,0.9,logloss,43,0,True,0.1268474565242424,0.12786480561357416,0.001017349089331765,0.21400210413475695,0.20351293911215362,-0.01048916502260333,1.8855763638069252,2.0950847828195878,0.2095084190126626,98,18
beta_0.925_brier,0.925,brier,43,0,True,0.1268474565242424,0.1279479509902412,0.0011004944659988025,0.21400210413475695,0.23104889920680394,0.017046795072046983,1.8855763638069252,2.0384609573102437,0.1528845935033185,98,18
beta_0.925_mix_25,0.925,mix_25,43,0,True,0.1268474565242424,0.1277574537672376,0.000909997242995203,0.21400210413475695,0.21767455028606164,0.003672446151304687,1.8855763638069252,2.038460957348141,0.15288459354121575,98,18
beta_0.925_mix_50,0.925,mix_50,43,0,True,0.1268474565242424,0.12767611774540408,0.0008286612211616806,0.21400210413475695,0.21186305870267158,-0.0021390454320853736,1.8855763638069252,2.0384609344027744,0.15288457059584926,98,18
beta_0.925_mix_75,0.925,mix_75,43,0,True,0.1268474565242424,0.1276308332443642,0.0007833767201217978,0.21400210413475695,0.20859965114324985,-0.005402452991507101,1.8855763638069252,2.0384604160028466,0.15288405219592138,98,18
beta_0.925_logloss,0.925,logloss,43,0,True,0.1268474565242424,0.127601946689879,0.0007544901656366121,0.21400210413475695,0.20650724682156774,-0.007494857313189218,1.8855763638069252,2.0384610505575234,0.1528846867505982,98,18
beta_0.950_brier,0.95,brier,43,0,True,0.1268474565242424,0.12780335322168582,0.0009558966974434202,0.21400210413475695,0.2414447123284792,0.02744260819372224,1.8855763638069252,1.984816904709099,0.09924054090217393,98,18
beta_0.950_mix_25,0.95,mix_25,43,0,True,0.1268474565242424,0.12755174888139384,0.0007042923571514426,0.21400210413475695,0.2240124179963986,0.01001031386164164,1.8855763638069252,1.9848172583258892,0.099240894518964,98,18
beta_0.950_mix_50,0.95,mix_50,43,0,True,0.1268474565242424,0.12744539584512318,0.0005979393208807859,0.21400210413475695,0.21647767540139828,0.00247557126664133,1.8855763638069252,1.984817097665591,0.09924073385866583,98,18
beta_0.950_mix_75,0.95,mix_75,43,0,True,0.1268474565242424,0.12738639985580252,0.0005389433315601266,0.21400210413475695,0.21225210294678898,-0.0017500011879679755,1.8855763638069252,1.9848171122577272,0.099240748450802,98,18
beta_0.950_logloss,0.95,logloss,43,0,True,0.1268474565242424,0.12734883735810282,0.0005013808338604209,0.21400210413475695,0.20954396145298587,-0.004458142681771082,1.8855763638069252,1.9848172066261178,0.09924084281919265,98,18
beta_0.975_brier,0.975,brier,43,0,True,0.1268474565242424,0.12767366490748266,0.0008262083832402678,0.21400210413475695,0.2521114377464212,0.03810933361166424,1.8855763638069252,1.9339242676770736,0.04834790387014842,98,18
beta_0.975_mix_25,0.975,mix_25,43,0,True,0.1268474565242424,0.12735734802813334,0.0005098915038909413,0.21400210413475695,0.23046937737767093,0.01646727324291397,1.8855763638069252,1.933924505102377,0.04834814129545184,98,18
beta_0.975_mix_50,0.975,mix_50,43,0,True,0.1268474565242424,0.12722500785057073,0.0003775513263283292,0.21400210413475695,0.2211671252536001,0.007165021118843151,1.8855763638069252,1.9339245058814745,0.048348142074549294,98,18
beta_0.975_mix_75,0.975,mix_75,43,0,True,0.1268474565242424,0.12715187391680488,0.0003044173925624838,0.21400210413475695,0.21595776269208267,0.0019556585573257124,1.8855763638069252,1.9339245090116988,0.048348145204773596,98,18
beta_0.975_logloss,0.975,logloss,43,0,True,0.1268474565242424,0.12710539994245282,0.0002579434182104212,0.21400210413475695,0.21262075396779923,-0.0013813501669577288,1.8855763638069252,1.9339245108082537,0.0483481470013285,98,18
beta_0.900_brier,0.9,brier,43,1,True,0.12007731169487006,0.12050685949682323,0.0004295478019531729,0.018773743188291836,-0.04640056876116927,0.027626825572877434,0.8427729832962388,0.9364147335168249,-0.09364175022058607,95,16
beta_0.900_mix_25,0.9,mix_25,43,1,True,0.12007731169487006,0.12048573932643117,0.00040842763156111184,0.018773743188291836,-0.031688753723041585,0.012915010534749749,0.8427729832962388,0.9364147939438172,-0.09364181064757837,95,16
beta_0.900_mix_50,0.9,mix_50,43,1,True,0.12007731169487006,0.12047903907106508,0.0004017273761950241,0.018773743188291836,-0.02508669286027465,0.006312949671982815,0.8427729832962388,0.936414725538354,-0.09364174224211519,95,16
beta_0.900_mix_75,0.9,mix_75,43,1,True,0.12007731169487006,0.12047600446282297,0.00039869276795291564,0.018773743188291836,-0.02135634882489834,0.0025826056366065053,0.8427729832962388,0.9364148619065991,-0.09364187861036022,95,16
beta_0.900_logloss,0.9,logloss,43,1,True,0.12007731169487006,0.12047434084650789,0.00039702915163783437,0.018773743188291836,-0.01896230963003187,0.00018856644174003456,0.8427729832962388,0.9364146421000742,-0.09364165880383535,95,16
beta_0.925_brier,0.925,brier,43,1,True,0.12007731169487006,0.1203968892329883,0.00031957753811824585,0.018773743188291836,-0.042588550805855455,0.02381480761756362,0.8427729832962388,0.9111061857617346,-0.06833320246549579,95,16
beta_0.925_mix_25,0.925,mix_25,43,1,True,0.12007731169487006,0.1203777478655228,0.0003004361706527431,0.018773743188291836,-0.03048777453997531,0.011714031351683474,0.8427729832962388,0.9111061597877755,-0.0683331764915367,95,16
beta_0.925_mix_50,0.925,mix_50,43,1,True,0.12007731169487006,0.12037105524628203,0.0002937435514119707,0.018773743188291836,-0.02508032821873063,0.006306585030438794,0.8427729832962388,0.9111061471405367,-0.06833316384429788,95,16
beta_0.925_mix_75,0.925,mix_75,43,1,True,0.12007731169487006,0.12036778017614996,0.0002904684812799069,0.018773743188291836,-0.022028293538976507,0.0032545503506846707,0.8427729832962388,0.9111064535836872,-0.0683334702874484,95,16
beta_0.925_logloss,0.925,logloss,43,1,True,0.12007731169487006,0.12036586896878215,0.0002885572739120962,0.018773743188291836,-0.020070309918252538,0.001296566729960702,0.8427729832962388,0.9111061639250102,-0.06833318062877136,95,16
beta_0.950_brier,0.95,brier,43,1,True,0.12007731169487006,0.12029830283960047,0.00022099114473041193,0.018773743188291836,-0.03860233143584475,0.019828588247552917,0.8427729832962388,0.8871297273325347,-0.04435674403629586,95,16
beta_0.950_mix_25,0.95,mix_25,43,1,True,0.12007731169487006,0.1202820961616239,0.00020478446675384343,0.018773743188291836,-0.029224605944882964,0.010450862756591128,0.8427729832962388,0.8871298106688497,-0.04435682737261082,95,16
beta_0.950_mix_50,0.95,mix_50,43,1,True,0.12007731169487006,0.12027599229348875,0.00019868059861868903,0.018773743188291836,-0.02505270713237484,0.006278963944083005,0.8427729832962388,0.8871296917406544,-0.04435670844441553,95,16
beta_0.950_mix_75,0.95,mix_75,43,1,True,0.12007731169487006,0.12027284921867687,0.000195537523806813,0.018773743188291836,-0.02270088255494393,0.003927139366652094,0.8427729832962388,0.8871297554713935,-0.04435677217515466,95,16
beta_0.950_logloss,0.95,logloss,43,1,True,0.12007731169487006,0.12027094623376286,0.00019363453889280346,0.018773743188291836,-0.0211927331818752,0.0024189899935833648,0.8427729832962388,0.8871296461069964,-0.04435666281075756,95,16
beta_0.975_brier,0.975,brier,43,1,True,0.12007731169487006,0.1202108045698347,0.00013349287496464135,0.018773743188291836,-0.034447774686612975,0.01567403149832114,0.8427729832962388,0.864382875029774,-0.021609891733535114,95,16
beta_0.975_mix_25,0.975,mix_25,43,1,True,0.12007731169487006,0.12019853757020131,0.0001212258753312545,0.018773743188291836,-0.02790295273608645,0.009129209547794614,0.8427729832962388,0.8643826036323773,-0.021609620336138446,95,16
beta_0.975_mix_50,0.975,mix_50,43,1,True,0.12007731169487006,0.12019363878977118,0.00011632709490112803,0.018773743188291836,-0.025005088916851048,0.006231345728559212,0.8427729832962388,0.8643829268101579,-0.021609943513919094,95,16
beta_0.975_mix_75,0.975,mix_75,43,1,True,0.12007731169487006,0.12019102388541476,0.00011371219054470694,0.018773743188291836,-0.023373606066541375,0.004599862878249539,0.8427729832962388,0.8643828357979042,-0.02160985250166536,95,16
beta_0.975_logloss,0.975,logloss,43,1,True,0.12007731169487006,0.12018940193518203,0.0001120902403119739,0.018773743188291836,-0.022327915133395715,0.003554171945103879,0.8427729832962388,0.8643825882059254,-0.021609604909686553,95,16
beta_0.900_brier,0.9,brier,43,2,True,0.13586334823545354,0.13552923048220764,-0.000334117753245905,0.16194226608343032,0.13709110166449867,-0.02485116441893165,1.0644062561792875,1.182674219656361,0.11826796347707358,102,19
beta_0.900_mix_25,0.9,mix_25,43,2,True,0.13586334823545354,0.1355911924393273,-0.0002721557961262444,0.16194226608343032,0.14631848479180276,-0.015623781291627559,1.0644062561792875,1.182674447967417,0.11826819178812942,102,19
beta_0.900_mix_50,0.9,mix_50,43,2,True,0.13586334823545354,0.13561989024087331,-0.0002434579945802262,0.16194226608343032,0.15046911683780073,-0.011473149245629588,1.0644062561792875,1.1826743746621817,0.1182681184828942,102,19
beta_0.900_mix_75,0.9,mix_75,43,2,True,0.13586334823545354,0.1356363809816896,-0.00022696725376394888,0.16194226608343032,0.15282163084239264,-0.009120635241037678,1.0644062561792875,1.1826743991072697,0.11826814292798216,102,19
beta_0.900_logloss,0.9,logloss,43,2,True,0.13586334823545354,0.13564707544711876,-0.00021627278833477592,0.16194226608343032,0.15433504350300153,-0.007607222580428785,1.0644062561792875,1.1826744764645847,0.11826822028529715,102,19
beta_0.925_brier,0.925,brier,43,2,True,0.13586334823545354,0.13560165778621364,-0.00026169044923990414,0.16194226608343032,0.14393342167100998,-0.018008844412420344,1.0644062561792875,1.1507102765479527,0.08630402036866514,102,19
beta_0.925_mix_25,0.925,mix_25,43,2,True,0.13586334823545354,0.13564264891769945,-0.00022069931775409168,0.16194226608343032,0.15002651119153437,-0.011915754891895947,1.0644062561792875,1.1507101837474227,0.08630392756813521,102,19
beta_0.925_mix_50,0.925,mix_50,43,2,True,0.13586334823545354,0.13566136946831667,-0.00020197876713687335,0.16194226608343032,0.15275644649153236,-0.009185819591897959,1.0644062561792875,1.1507101359191112,0.08630387973982367,102,19
beta_0.925_mix_75,0.925,mix_75,43,2,True,0.13586334823545354,0.1356720672100482,-0.0001912810254053321,0.16194226608343032,0.15430234310697183,-0.007639922976458491,1.0644062561792875,1.1507103141169535,0.08630405793766593,102,19
beta_0.925_logloss,0.925,logloss,43,2,True,0.13586334823545354,0.13567898503267836,-0.00018436320277517848,0.16194226608343032,0.1552966920632159,-0.006645574020214429,1.0644062561792875,1.1507101926692032,0.08630393648991563,102,19
beta_0.950_brier,0.95,brier,43,2,True,0.13586334823545354,0.13568619986307223,-0.00017714837238130832,0.16194226608343032,0.1510192830568624,-0.010922983026567912,1.0644062561792875,1.120428390049992,0.05602213387070454,102,19
beta_0.950_mix_25,0.95,mix_25,43,2,True,0.13586334823545354,0.13570526059658583,-0.00015808763886770993,0.16194226608343032,0.15384787967333635,-0.008094386410093968,1.0644062561792875,1.1204283259655878,0.05602206978630031,102,19
beta_0.950_mix_50,0.95,mix_50,43,2,True,0.13586334823545354,0.13571383942698373,-0.00014950880846981152,0.16194226608343032,0.15510979440453,-0.0068324716789003315,1.0644062561792875,1.1204284284409256,0.05602217226163808,102,19
beta_0.950_mix_75,0.95,mix_75,43,2,True,0.13586334823545354,0.13571871330130816,-0.00014463493414537676,0.16194226608343032,0.15582370586392147,-0.006118560219508851,1.0644062561792875,1.1204288890687002,0.05602263288941267,102,19
beta_0.950_logloss,0.95,logloss,43,2,True,0.13586334823545354,0.13572185516005525,-0.00014149307539829126,0.16194226608343032,0.15628277123734102,-0.005659494846089297,1.0644062561792875,1.120428382181537,0.05602212600224954,102,19
beta_0.975_brier,0.975,brier,43,2,True,0.13586334823545354,0.13578245167448735,-8.089656096618714e-05,0.16194226608343032,0.15833977989055115,-0.003602486192879173,1.0644062561792875,1.0916994520742647,0.02729319589497714,102,19
beta_0.975_mix_25,0.975,mix_25,43,2,True,0.13586334823545354,0.13577864445256177,-8.470378289177072e-05,0.16194226608343032,0.1577756080328901,-0.004166658050540228,1.0644062561792875,1.091699513173077,0.027293256993789372,102,19
beta_0.975_mix_50,0.975,mix_50,43,2,True,0.13586334823545354,0.13577695664091177,-8.639159454176815e-05,0.16194226608343032,0.15752506348505269,-0.004417202598377634,1.0644062561792875,1.0916994575010364,0.02729320132174884,102,19
beta_0.975_mix_75,0.975,mix_75,43,2,True,0.13586334823545354,0.13577600376351912,-8.734447193442518e-05,0.16194226608343032,0.1573834960394117,-0.004558770044018612,1.0644062561792875,1.0916991464874255,0.027292890308137974,102,19
beta_0.975_logloss,0.975,logloss,43,2,True,0.13586334823545354,0.13577539131387878,-8.79569215747611e-05,0.16194226608343032,0.1572924599221307,-0.004649806161299619,1.0644062561792875,1.0916995737924282,0.02729331761314069,102,19
beta_0.900_brier,0.9,brier,43,3,True,0.08354755796747913,0.08612040011636211,0.002572842148882981,-0.4800748751977927,-0.6077851075641028,0.12771023236631007,1.6253743001749277,1.8059712870270874,0.18059698685215975,100,12
beta_0.900_mix_25,0.9,mix_25,43,3,True,0.08354755796747913,0.08608150206023803,0.002533944092758894,-0.4800748751977927,-0.6055619781889978,0.12548710299120514,1.6253743001749277,1.8059711758479822,0.1805968756730545,100,12
beta_0.900_mix_50,0.9,mix_50,43,3,True,0.08354755796747913,0.08606388537605178,0.0025163274085726467,-0.4800748751977927,-0.6045500128366463,0.12447513763885365,1.6253743001749277,1.8059709676541946,0.18059666747926695,100,12
beta_0.900_mix_75,0.9,mix_75,43,3,True,0.08354755796747913,0.08605384407254933,0.002506286105070199,-0.4800748751977927,-0.603971760064016,0.1238968848662233,1.6253743001749277,1.8059712241040144,0.18059692392908677,100,12
beta_0.900_logloss,0.9,logloss,43,3,True,0.08354755796747913,0.08604735846358236,0.0024998004961032244,-0.4800748751977927,-0.6035977100920522,0.12352283489425953,1.6253743001749277,1.805971041304124,0.18059674112919621,100,12
beta_0.925_brier,0.925,brier,43,3,True,0.08354755796747913,0.08591869708699781,0.002371139119518681,-0.4800748751977927,-0.6076913175341037,0.12761644233631098,1.6253743001749277,1.7571612037690623,0.13178690359413459,100,12
beta_0.925_mix_25,0.925,mix_25,43,3,True,0.08354755796747913,0.08592502809759733,0.0023774701301182005,-0.4800748751977927,-0.6080503067021776,0.12797543150438495,1.6253743001749277,1.7571610467761514,0.1317867466012237,100,12
beta_0.925_mix_50,0.925,mix_50,43,3,True,0.08354755796747913,0.08592790007602417,0.0023803421085450416,-0.4800748751977927,-0.6082130262136307,0.12813815101583803,1.6253743001749277,1.7571608459959842,0.13178654582105653,100,12
beta_0.925_mix_75,0.925,mix_75,43,3,True,0.08354755796747913,0.08592953974514882,0.002381981777669684,-0.4800748751977927,-0.6083058893507267,0.12823101415293403,1.6253743001749277,1.757161068278186,0.1317867681032583,100,12
beta_0.925_logloss,0.925,logloss,43,3,True,0.08354755796747913,0.08593060018032844,0.0023830422128493095,-0.4800748751977927,-0.6083659332350178,0.12829105803722507,1.6253743001749277,1.7571611467633523,0.13178684658842466,100,12
beta_0.950_brier,0.95,brier,43,3,True,0.08354755796747913,0.0857317515581361,0.0021841935906569687,-0.4800748751977927,-0.6075148154562449,0.12743994025845218,1.6253743001749277,1.710920094023958,0.08554579384903027,100,12
beta_0.950_mix_25,0.95,mix_25,43,3,True,0.08354755796747913,0.08578571948723994,0.0022381615197608062,-0.4800748751977927,-0.61055114827771,0.13047627307991727,1.6253743001749277,1.7109200450993098,0.08554574492438216,100,12
beta_0.950_mix_50,0.95,mix_50,43,3,True,0.08354755796747913,0.08581023833908268,0.0022626803716035426,-0.4800748751977927,-0.6119214213536626,0.13184654615586988,1.6253743001749277,1.7109201191898171,0.08554581901488945,100,12
beta_0.950_mix_75,0.95,mix_75,43,3,True,0.08354755796747913,0.0858242593477338,0.002276701380254667,-0.4800748751977927,-0.6127024580454432,0.13262758284765053,1.6253743001749277,1.7109201131337564,0.08554581295882868,100,12
beta_0.950_logloss,0.95,logloss,43,3,True,0.08354755796747913,0.0858333386789464,0.0022857807114672613,-0.4800748751977927,-0.613207237589898,0.13313236239210535,1.6253743001749277,1.710919724787455,0.08554542461252734,100,12
beta_0.975_brier,0.975,brier,43,3,True,0.08354755796747913,0.08555934518591338,0.002011787218434244,-0.4800748751977927,-0.6072612397040202,0.12718636450622756,1.6253743001749277,1.6670505856779954,0.04167628550306768,100,12
beta_0.975_mix_25,0.975,mix_25,43,3,True,0.08354755796747913,0.08566335464814853,0.002115796680669399,-0.4800748751977927,-0.6130680235248742,0.13299314832708153,1.6253743001749277,,,100,12
beta_0.975_mix_50,0.975,mix_50,43,3,True,0.08354755796747913,0.08571066691380815,0.002163108946329012,-0.4800748751977927,-0.6156764489404505,0.1356015737426578,1.6253743001749277,1.667050368496902,0.04167606832197435,100,12
beta_0.975_mix_75,0.975,mix_75,43,3,True,0.08354755796747913,0.08573776219880327,0.0021902042313241415,-0.4800748751977927,-0.617161215637368,0.13708634043957535,1.6253743001749277,1.667050489004831,0.041676188829903316,100,12
beta_0.975_logloss,0.975,logloss,43,3,True,0.08354755796747913,0.08575532725510235,0.0022077692876232152,-0.4800748751977927,-0.6181202680378439,0.13804539284005124,1.6253743001749277,1.66705008397632,0.04167578380139236,100,12
beta_0.900_brier,0.9,brier,43,4,True,0.1520642973910393,0.15037974804787876,-0.0016845493431605352,0.1989039729425789,0.11493676174332135,-0.08396721119925754,0.143847512706933,0.15983057149418892,-0.01598305878725592,97,18
beta_0.900_mix_25,0.9,mix_25,43,4,True,0.1520642973910393,0.15025759243330197,-0.0018067049577373262,0.1989039729425789,0.15667292160282353,-0.042231051339755354,0.143847512706933,0.15983055658247164,-0.015983043875538616,97,18
beta_0.900_mix_50,0.9,mix_50,43,4,True,0.1520642973910393,0.15021835967329536,-0.0018459377177439396,0.1989039729425789,0.17642493222289557,-0.02247904071968332,0.143847512706933,0.15983057559436986,-0.015983062887436894,97,18
beta_0.900_mix_75,0.9,mix_75,43,4,True,0.1520642973910393,0.15020100158201383,-0.0018632958090254725,0.1989039729425789,0.18777542628133326,-0.01112854666124563,0.143847512706933,0.15983055634317464,-0.0159830436362417,97,18
beta_0.900_logloss,0.9,logloss,43,4,True,0.1520642973910393,0.15019175503199397,-0.001872542359045326,0.1989039729425789,0.19511046601401177,-0.003793506928567114,0.143847512706933,0.1598305442407803,-0.01598303153384739,97,18
beta_0.925_brier,0.925,brier,43,4,True,0.1520642973910393,0.15084208180330533,-0.0012222155877339713,0.1989039729425789,0.12006171338311211,-0.07884225955946678,0.143847512706933,0.15551084882257737,-0.011663336115644407,97,18
beta_0.925_mix_25,0.925,mix_25,43,4,True,0.1520642973910393,0.15071647522955567,-0.0013478221614836305,0.1989039729425789,0.1598588625705445,-0.0390451103720344,0.143847512706933,0.15551071992087678,-0.01166320721394376,97,18
beta_0.925_mix_50,0.925,mix_50,43,4,True,0.1520642973910393,0.1506738534815955,-0.0013904439094437893,0.1989039729425789,0.17864414766307263,-0.02025982527950626,0.143847512706933,0.1555108920658273,-0.011663379358894277,97,18
beta_0.925_mix_75,0.925,mix_75,43,4,True,0.1520642973910393,0.15065402573919567,-0.0014102716518436254,0.1989039729425789,0.18943410471462452,-0.00946986822795437,0.143847512706933,0.15551076881479797,-0.011663256107865005,97,18
beta_0.925_logloss,0.925,logloss,43,4,True,0.1520642973910393,0.15064298213913582,-0.0014213152519034766,0.1989039729425789,0.19640704757983618,-0.002496925362742708,0.143847512706933,0.15551071253210058,-0.011663199825167614,97,18
beta_0.950_brier,0.95,brier,43,4,True,0.1520642973910393,0.1513126562588233,-0.0007516411322159855,0.1989039729425789,0.12536185235801445,-0.07354212058456444,0.143847512706933,0.1514184069759882,-0.007570894269055217,97,18
beta_0.950_mix_25,0.95,mix_25,43,4,True,0.1520642973910393,0.15118494059254933,-0.0008793567984899664,0.1989039729425789,0.16312339777038798,-0.03578057517219091,0.143847512706933,0.15141842521934903,-0.007570912512416039,97,18
beta_0.950_mix_50,0.95,mix_50,43,4,True,0.1520642973910393,0.15113962238053621,-0.0009246750105030843,0.1989039729425789,0.1808967926982581,-0.018007180244320797,0.143847512706933,0.1514183289694684,-0.007570816262535418,97,18
beta_0.950_mix_75,0.95,mix_75,43,4,True,0.1520642973910393,0.15111773642352513,-0.0009465609675141651,0.1989039729425789,0.19109967901722347,-0.007804293925355421,0.143847512706933,0.15141869631942478,-0.007571183612491872,97,18
beta_0.950_logloss,0.95,logloss,43,4,True,0.1520642973910393,0.15110516561467086,-0.0009591317763684437,0.1989039729425789,0.19769279554101515,-0.0012111774015637344,0.143847512706933,0.15141822765417487,-0.00757071494724193,97,18
beta_0.975_brier,0.975,brier,43,4,True,0.1520642973910393,0.15179100845300578,-0.0002732889380335224,0.1989039729425789,0.13082835227997214,-0.06807562066260675,0.143847512706933,0.1475359205443598,-0.0036884078374268547,97,18
beta_0.975_mix_25,0.975,mix_25,43,4,True,0.1520642973910393,0.15166256602161673,-0.0004017313694225644,0.1989039729425789,0.1664606785571785,-0.03244329438540039,0.143847512706933,0.14753566506328722,-0.003688152356354224,97,18
beta_0.975_mix_50,0.975,mix_50,43,4,True,0.1520642973910393,0.1516152756302104,-0.0004490217608288938,0.1989039729425789,0.1831797248459478,-0.015724248096631088,0.143847512706933,0.14753589063371575,-0.003688377926782782,97,18
beta_0.975_mix_75,0.975,mix_75,43,4,True,0.1520642973910393,0.15159176645708575,-0.00047253093395355217,0.1989039729425789,0.1927707937137761,-0.006133179228802799,0.143847512706933,0.1475359066382452,-0.0036883939313122616,97,18
beta_0.975_logloss,0.975,logloss,43,4,True,0.1520642973910393,0.15157795547229608,-0.00048634191874322164,0.1989039729425789,0.19896785700332814,6.388406074925301e-05,0.143847512706933,0.14753566910222665,-0.00368815639529374,97,18
beta_0.900_brier,0.9,brier,71,0,True,0.12355195368744488,0.12460774379711559,0.001055790109670704,0.16019278230784872,0.16633671354206958,0.006143931234220856,,1.7352156854226781,,98,18
beta_0.900_mix_25,0.9,mix_25,71,0,True,0.12355195368744488,0.12463522464008009,0.0010832709526352041,0.16019278230784872,0.16888910436893367,0.008696322061084949,,1.7352158665762707,,98,18
beta_0.900_mix_50,0.9,mix_50,71,0,True,0.12355195368744488,0.12464713938231459,0.001095185694869702,0.16019278230784872,0.1699904564448581,0.009797674137009382,,1.7352155581528463,,98,18
beta_0.900_mix_75,0.9,mix_75,71,0,True,0.12355195368744488,0.12465378866009644,0.0011018349726515525,0.16019278230784872,0.17060372163423476,0.010410939326386037,,1.7352159213877785,,98,18
beta_0.900_logloss,0.9,logloss,71,0,True,0.12355195368744488,0.12465803033623432,0.0011060766487894363,0.16019278230784872,0.17099442448005564,0.010801642172206916,,1.73521587322974,,98,18
beta_0.925_brier,0.925,brier,71,0,True,0.12355195368744488,0.1244194253841034,0.0008674716966585172,0.16019278230784872,0.17339358659654613,0.01320080428869741,,1.6883184001456606,,98,18
beta_0.925_mix_25,0.925,mix_25,71,0,True,0.12355195368744488,0.12441997508460041,0.0008680213971555273,0.16019278230784872,0.173444309588057,0.013251527280208286,,1.6883182182625145,,98,18
beta_0.925_mix_50,0.925,mix_50,71,0,True,0.12355195368744488,0.12442021178090795,0.0008682580934630674,0.16019278230784872,0.1734661484233485,0.013273366115499785,,1.6883180842876615,,98,18
beta_0.925_mix_75,0.925,mix_75,71,0,True,0.12355195368744488,0.12442034305813829,0.0008683893706934037,0.16019278230784872,0.17347826021346535,0.013285477905616627,,1.6883183014693908,,98,18
beta_0.925_logloss,0.925,logloss,71,0,True,0.12355195368744488,0.12442042700318842,0.000868473315743537,0.16019278230784872,0.17348600488275567,0.013293222574906949,,1.6883180230135941,,98,18
beta_0.950_brier,0.95,brier,71,0,True,0.12355195368744488,0.12424374550467314,0.0006917918172282544,0.16019278230784872,0.18064772654895445,0.02045494424110572,,1.6438886857902397,,98,18
beta_0.950_mix_25,0.95,mix_25,71,0,True,0.12355195368744488,0.12421586328823737,0.0006639096007924894,0.16019278230784872,0.17808989471976788,0.017897112411919158,,1.6438883025668305,,98,18
beta_0.950_mix_50,0.95,mix_50,71,0,True,0.12355195368744488,0.12420395357418462,0.0006519998867397375,0.16019278230784872,0.17699221543459298,0.016799433126744256,,1.6438886711928604,,98,18
beta_0.950_mix_75,0.95,mix_75,71,0,True,0.12355195368744488,0.12419734163027038,0.0006453879428254955,0.16019278230784872,0.17638147330946607,0.01618869100161735,,1.6438886811293096,,98,18
beta_0.950_logloss,0.95,logloss,71,0,True,0.12355195368744488,0.12419313471425171,0.0006411810268068252,0.16019278230784872,0.17599238067300826,0.01579959836515954,,1.6438886160254251,,98,18
beta_0.975_brier,0.975,brier,71,0,True,0.12355195368744488,0.12408058164487386,0.0005286279574289732,0.16019278230784872,0.18810055603330977,0.02790777372546105,,1.601737552495218,,98,18
beta_0.975_mix_25,0.975,mix_25,71,0,True,0.12355195368744488,0.12402278227185404,0.00047082858440915254,0.16019278230784872,0.18282556421241414,0.022632781904565413,,1.6017376978604212,,98,18
beta_0.975_mix_50,0.975,mix_50,71,0,True,0.12355195368744488,0.12399828329190794,0.00044632960446305825,0.16019278230784872,0.18056829411511932,0.020375511807270597,,1.601737827060712,,98,18
beta_0.975_mix_75,0.975,mix_75,71,0,True,0.12355195368744488,0.12398471998272896,0.00043276629528407606,0.16019278230784872,0.17931297006754504,0.019120187759696317,,1.6017376101105678,,98,18
beta_0.975_logloss,0.975,logloss,71,0,True,0.12355195368744488,0.12397610232042576,0.00042414863298087524,0.16019278230784872,0.17851326332729245,0.018320481019443724,,1.6017375992398801,,98,18
beta_0.900_brier,0.9,brier,71,1,True,0.16032342539913733,0.15929857964198105,-0.0010248457571562786,0.18174973824202223,0.15083171602937612,-0.030918022212646112,0.376245181125975,0.4180502585804982,-0.04180507745452311,95,20
beta_0.900_mix_25,0.9,mix_25,71,1,True,0.16032342539913733,0.15941920949679866,-0.000904215902338662,0.18174973824202223,0.18313974061623062,0.0013900023742083878,0.376245181125975,0.41805029533879756,-0.041805114212822514,95,20
beta_0.900_mix_50,0.9,mix_50,71,1,True,0.16032342539913733,0.1594849744596133,-0.0008384509395240325,0.18174973824202223,0.1976777046595185,0.015927966417496275,0.376245181125975,0.4180502034877046,-0.04180502236172956,95,20
beta_0.900_mix_75,0.9,mix_75,71,1,True,0.16032342539913733,0.15952497258347167,-0.0007984528156656512,0.18174973824202223,0.20585048158493324,0.024100743342911013,0.376245181125975,0.4180502557494325,-0.041805074623457505,95,20
beta_0.900_logloss,0.9,logloss,71,1,True,0.16032342539913733,0.15955163623497615,-0.0007717891641611796,0.18174973824202223,0.21106968076562826,0.029319942523606035,0.376245181125975,0.41805031732808506,-0.041805136202110016,95,20
