study,partition,seed,indicator,mean,sd,median,q90,max
TCGA-HNSC,oof,17,modality_ood_mahalanobis,5.834295123656013,0.7632852777130017,5.784996201866726,6.7616512205192265,8.289716966800283
TCGA-HNSC,oof,17,modality_ood_knn,16.290243098893054,1.915283671445282,16.04999075828294,18.532177089810293,24.981083105058097
TCGA-HNSC,oof,17,modality_ood_isolation_forest,0.41197549508852743,0.01685271494046375,0.4099079448257339,0.4349665580145099,0.4685403906174789
TCGA-HNSC,oof,17,fusion_uncertainty_sd,0.17107049867538698,0.06147237839570152,0.18035487476502932,0.2420807205080219,0.30857254564562503
TCGA-HNSC,oof,17,fusion_uncertainty_width95,0.5442007495541943,0.18920554417732244,0.5835093579458774,0.7652545250985147,0.9057903723227481
TCGA-HNSC,oof,17,perturbation_sensitivity,0.20794110129431398,0.16717344211669016,0.16218911808547742,0.45205674957714465,0.8245942976795014
TCGA-HNSC,oof,17,modality_missingness,0.0,0.0,0.0,0.0,0.0
TCGA-HNSC,oof,17,fusion_disagreement,0.01965681842754612,0.01990773551337574,0.013973779770857897,0.045818264778931174,0.14428801986865014
TCGA-HNSC,oof,17,clinical_ood_rank,0.48202038924930496,0.266570499641848,0.44551282051282054,0.8525641025641025,0.9871794871794872
TCGA-HNSC,oof,17,modality_ood_rank,0.49849397590361444,0.26663791293934125,0.5,0.8641025641025641,0.983974358974359
TCGA-HNSC,oof,17,clinical_unreliability,0.5614380599320358,0.19446188222722183,0.5844017094017094,0.7972222222222224,0.9850427350427351
TCGA-HNSC,oof,17,modality_unreliability,0.44234939759036146,0.14188394894469483,0.43910256410256415,0.6307692307692307,0.7673076923076924
TCGA-HNSC,calibration,17,clinical_ood_mahalanobis,5.02594587372953,3.0488449957810957,4.086400248737446,8.347474078413292,21.972961426103765
TCGA-HNSC,calibration,17,clinical_ood_knn,2.3110457181355337,2.862344890663195,1.652028945995137,5.0195313685372325,18.88699262880332
TCGA-HNSC,calibration,17,clinical_ood_isolation_forest,0.40580113550103847,0.04111665168150059,0.40474237205310126,0.4608235821557935,0.5329348686885192
TCGA-HNSC,calibration,17,clinical_uncertainty_sd,0.03027623606643905,0.005674567579993236,0.029685039451507973,0.038629774761776085,0.05205340495037163
TCGA-HNSC,calibration,17,clinical_uncertainty_width95,0.10028256257092025,0.020372497011382395,0.09735890030101729,0.13004155486068997,0.16168113530454442
TCGA-HNSC,calibration,17,clinical_model_disagreement,0.039593228258468456,0.026979384917030787,0.035931307323209705,0.07448575250746797,0.11267204240950379
TCGA-HNSC,calibration,17,modality_ood_mahalanobis,5.887656747389327,0.7705416115542342,5.914079956301473,6.829940197731856,7.95501745110568
