study,model,seed,n,events,ipcw_evaluable_weight,ipcw_brier,harrell_c,uno_c,auc_horizon,calibration_in_the_large,calibration_slope,mean_predicted_risk
TCGA-HNSC,B0,71,104.0,44.0,107.37347592126233,0.23486419817135212,0.5,0.5,0.5,0.05369972513296265,,0.3373557699232651
TCGA-HNSC,B0,101,104.0,44.0,107.37347592126233,0.23486419817135212,0.5,0.5,0.5,0.05369972513296265,,0.3373557699232651
TCGA-HNSC,B1,17,104.0,44.0,107.37347592126233,0.2515425939033066,0.5971438645980254,0.5855713961016721,0.5741087322087078,-0.013373134501552591,0.08528282846828256,0.33843929577196735
TCGA-HNSC,B1,29,104.0,44.0,107.37347592126233,0.2515425939033066,0.5971438645980254,0.5855713961016721,0.5741087322087078,-0.013373134501552591,0.08528282846828256,0.33843929577196735
TCGA-HNSC,B1,43,104.0,44.0,107.37347592126233,0.2515425939033066,0.5971438645980254,0.5855713961016721,0.5741087322087078,-0.013373134501552591,0.08528282846828256,0.33843929577196735
TCGA-HNSC,B1,71,104.0,44.0,107.37347592126233,0.2515425939033066,0.5971438645980254,0.5855713961016721,0.5741087322087078,-0.013373134501552591,0.08528282846828256,0.33843929577196735
TCGA-HNSC,B1,101,104.0,44.0,107.37347592126233,0.2515425939033066,0.5971438645980254,0.5855713961016721,0.5741087322087078,-0.013373134501552591,0.08528282846828256,0.33843929577196735
TCGA-HNSC,B2,17,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441
TCGA-HNSC,B2,29,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441
TCGA-HNSC,B2,43,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441
TCGA-HNSC,B2,71,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441
TCGA-HNSC,B2,101,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441
TCGA-HNSC,B3,17,104.0,44.0,107.37347592126233,0.22960950295327634,0.6177715091678421,0.6228187927406577,0.6340996179441839,0.08122926323227286,1.3064584997383644,0.32912602179804296
TCGA-HNSC,B3,29,104.0,44.0,107.37347592126233,0.22997475637591272,0.6116008462623413,0.6161279505340042,0.6234052847449367,0.09131296021896067,1.4530499418490967,0.3266246695755611
TCGA-HNSC,B3,43,104.0,44.0,107.37347592126233,0.23020394831020038,0.6054301833568406,0.611168809372446,0.6218885769301776,0.06668858291856451,1.1665581574142807,0.33159905871714696
TCGA-HNSC,B3,71,104.0,44.0,107.37347592126233,0.22950630349835727,0.607722143864598,0.6133113856671305,0.6203350136734748,0.06780367804404124,1.3670262106692106,0.33184200622468274
TCGA-HNSC,B3,101,104.0,44.0,107.37347592126233,0.231167989496164,0.6110719322990127,0.6123472242280856,0.6098847826441514,0.07660727785533417,1.0953947472446202,0.3293279509141691
TCGA-HNSC,B4,17,104.0,44.0,107.37347592126233,0.23822510121568954,0.6265867418899859,0.6274699781362812,0.6293282637411544,-0.07790394134839355,0.47384524553579216,0.364295124866863
TCGA-HNSC,B4,29,104.0,44.0,107.37347592126233,0.23822510121568954,0.6265867418899859,0.6274699781362812,0.6293282637411544,-0.07790394134839355,0.47384524553579216,0.364295124866863
TCGA-HNSC,B4,43,104.0,44.0,107.37347592126233,0.23822510121568954,0.6265867418899859,0.6274699781362812,0.6293282637411544,-0.07790394134839355,0.47384524553579216,0.364295124866863
TCGA-HNSC,B4,71,104.0,44.0,107.37347592126233,0.23822510121568954,0.6265867418899859,0.6274699781362812,0.6293282637411544,-0.07790394134839355,0.47384524553579216,0.364295124866863
TCGA-HNSC,B4,101,104.0,44.0,107.37347592126233,0.23822510121568954,0.6265867418899859,0.6274699781362812,0.6293282637411544,-0.07790394134839355,0.47384524553579216,0.364295124866863
TCGA-HNSC,B5,17,104.0,44.0,107.37347592126233,0.24821463642229707,0.6103667136812412,0.6027886628327231,0.600084257225159,-0.041857401677977774,0.34622536733610476,0.3566847492814937
TCGA-HNSC,B5,29,104.0,44.0,107.37347592126233,0.24821463642229707,0.6103667136812412,0.6027886628327231,0.600084257225159,-0.041857401677977774,0.34622536733610476,0.3566847492814937
TCGA-HNSC,B5,43,104.0,44.0,107.37347592126233,0.24821463642229707,0.6103667136812412,0.6027886628327231,0.600084257225159,-0.041857401677977774,0.34622536733610476,0.3566847492814937
TCGA-HNSC,B5,71,104.0,44.0,107.37347592126233,0.24821463642229707,0.6103667136812412,0.6027886628327231,0.600084257225159,-0.041857401677977774,0.34622536733610476,0.3566847492814937
TCGA-HNSC,B5,101,104.0,44.0,107.37347592126233,0.24821463642229707,0.6103667136812412,0.6027886628327231,0.600084257225159,-0.041857401677977774,0.34622536733610476,0.3566847492814937
