study,model,seed,partition,threshold,net_benefit_model,net_benefit_all,net_benefit_none
RADCURE,B3,43,oof,0.15,0.12001927455699173,0.06781106944587417,0.0
RADCURE,B3,43,oof,0.2,0.10120687986133264,0.009549261286241312,0.0
RADCURE,B3,43,oof,0.25,0.0803462956523048,-0.056480787961342566,0.0
RADCURE,B3,43,oof,0.3,0.05933944149752227,-0.1319437013871528,0.0
RADCURE,B3,43,oof,0.35,0.033400563887562906,-0.21901629380154916,0.0
RADCURE,B3,43,oof,0.4,0.02578087226351804,-0.3206009849516783,0.0
RADCURE,B3,43,oof,0.45,0.008451738676122488,-0.4406556199472853,0.0
RADCURE,B3,43,oof,0.5,0.004115644413086823,-0.584721181942014,0.0
RADCURE,B3,43,calibration,0.05,0.1661754299764708,0.16299594076076102,0.0
RADCURE,B3,43,calibration,0.1,0.13352087610535118,0.11649571524746996,0.0
RADCURE,B3,43,calibration,0.15,0.11180948631830324,0.06452487496790937,0.0
RADCURE,B3,43,calibration,0.2,0.09816482148460258,0.0060576796534037025,0.0
RADCURE,B3,43,calibration,0.25,0.08578335000088268,-0.060205141703036036,0.0
RADCURE,B3,43,calibration,0.3,0.0697757154899721,-0.1359340803961101,0.0
RADCURE,B3,43,calibration,0.35,0.014437255654991297,-0.22331362504196467,0.0
RADCURE,B3,43,calibration,0.4,0.01539989881092773,-0.32525642712879516,0.0
RADCURE,B3,43,calibration,0.45,0.007803186416876014,-0.4457342841405037,0.0
RADCURE,B3,43,calibration,0.5,0.003306218863040596,-0.5903077125545542,0.0
RADCURE,B3,71,oof,0.05,0.16815192645386612,0.165936220030519,0.0
RADCURE,B3,71,oof,0.1,0.13959791581627562,0.11959934336554782,0.0
RADCURE,B3,71,oof,0.15,0.12162146517205706,0.06781106944587417,0.0
RADCURE,B3,71,oof,0.2,0.10368517194970753,0.009549261286241312,0.0
RADCURE,B3,71,oof,0.25,0.07979695253136881,-0.056480787961342566,0.0
RADCURE,B3,71,oof,0.3,0.05368499182296582,-0.1319437013871528,0.0
RADCURE,B3,71,oof,0.35,0.036577393092648874,-0.21901629380154916,0.0
RADCURE,B3,71,oof,0.4,0.02084783731256579,-0.3206009849516783,0.0
RADCURE,B3,71,oof,0.45,0.006131102483980666,-0.4406556199472853,0.0
RADCURE,B3,71,oof,0.5,-6.26621905965713e-06,-0.584721181942014,0.0
RADCURE,B3,71,calibration,0.05,0.16321759592195503,0.16299594076076102,0.0
RADCURE,B3,71,calibration,0.1,0.1397631222992305,0.11649571524746996,0.0
RADCURE,B3,71,calibration,0.15,0.11026132693993934,0.06452487496790937,0.0
RADCURE,B3,71,calibration,0.2,0.0973374075643562,0.0060576796534037025,0.0
RADCURE,B3,71,calibration,0.25,0.07807456735036286,-0.060205141703036036,0.0
RADCURE,B3,71,calibration,0.3,0.0664694966269315,-0.1359340803961101,0.0
RADCURE,B3,71,calibration,0.35,0.017473671141475,-0.22331362504196467,0.0
RADCURE,B3,71,calibration,0.4,0.0054802574159533435,-0.32525642712879516,0.0
RADCURE,B3,71,calibration,0.45,0.007210756486497253,-0.4457342841405037,0.0
RADCURE,B3,71,calibration,0.5,0.006612437726081192,-0.5903077125545542,0.0
RADCURE,B3,101,oof,0.05,0.16884697565210816,0.165936220030519,0.0
RADCURE,B3,101,oof,0.1,0.14088096905781244,0.11959934336554782,0.0
RADCURE,B3,101,oof,0.15,0.12006939361795349,0.06781106944587417,0.0
RADCURE,B3,101,oof,0.2,0.10203048954024573,0.009549261286241312,0.0
RADCURE,B3,101,oof,0.25,0.0858436781535202,-0.056480787961342566,0.0
RADCURE,B3,101,oof,0.3,0.05781187258382288,-0.1319437013871528,0.0
RADCURE,B3,101,oof,0.35,0.03637696169053079,-0.21901629380154916,0.0
RADCURE,B3,101,oof,0.4,0.01892011132399759,-0.3206009849516783,0.0
RADCURE,B3,101,oof,0.45,0.003807529146980738,-0.4406556199472853,0.0
RADCURE,B3,101,oof,0.5,0.004117259321301015,-0.584721181942014,0.0
RADCURE,B3,101,calibration,0.05,0.16321759592195503,0.16299594076076102,0.0
RADCURE,B3,101,calibration,0.1,0.13462409466567968,0.11649571524746996,0.0
RADCURE,B3,101,calibration,0.15,0.11686787583598326,0.06452487496790937,0.0
RADCURE,B3,101,calibration,0.2,0.08989755591802863,0.0060576796534037025,0.0
RADCURE,B3,101,calibration,0.25,0.07697419881596959,-0.060205141703036036,0.0
RADCURE,B3,101,calibration,0.3,0.05655672886784698,-0.1359340803961101,0.0
RADCURE,B3,101,calibration,0.35,0.006042695639148658,-0.22331362504196467,0.0
RADCURE,B3,101,calibration,0.4,0.0010801456405664777,-0.32525642712879516,0.0
RADCURE,B3,101,calibration,0.45,0.005095286314251478,-0.4457342841405037,0.0
RADCURE,B3,101,calibration,0.5,0.003302782045095648,-0.5903077125545542,0.0
RADCURE,M0,17,oof,0.05,0.16593645713446956,0.165936220030519,0.0
RADCURE,M0,17,oof,0.1,0.11959984391833232,0.11959934336554782,0.0
RADCURE,M0,17,oof,0.15,0.06781186444147308,0.06781106944587417,0.0
RADCURE,M0,17,oof,0.2,0.005668601670548584,0.009549261286241312,0.0
RADCURE,M0,17,oof,0.25,0.0,-0.056480787961342566,0.0
RADCURE,M0,17,oof,0.3,0.0,-0.1319437013871528,0.0
RADCURE,M0,17,oof,0.35,0.0,-0.21901629380154916,0.0
RADCURE,M0,17,oof,0.4,0.0,-0.3206009849516783,0.0
RADCURE,M0,17,oof,0.45,0.0,-0.4406556199472853,0.0
RADCURE,M0,17,oof,0.5,0.0,-0.584721181942014,0.0
RADCURE,M0,17,calibration,0.05,0.16303996669974766,0.16299594076076102,0.0
RADCURE,M0,17,calibration,0.1,0.11658865889644177,0.11649571524746996,0.0
RADCURE,M0,17,calibration,0.15,0.06467249135157047,0.06452487496790937,0.0
RADCURE,M0,17,calibration,0.2,0.006266802863590271,0.0060576796534037025,0.0
RADCURE,M0,17,calibration,0.25,0.0,-0.060205141703036036,0.0
RADCURE,M0,17,calibration,0.3,0.0,-0.1359340803961101,0.0
RADCURE,M0,17,calibration,0.35,0.0,-0.22331362504196467,0.0
RADCURE,M0,17,calibration,0.4,0.0,-0.32525642712879516,0.0
RADCURE,M0,17,calibration,0.45,0.0,-0.4457342841405037,0.0
RADCURE,M0,17,calibration,0.5,0.0,-0.5903077125545542,0.0
RADCURE,M0,29,oof,0.05,0.16593645713446956,0.165936220030519,0.0
RADCURE,M0,29,oof,0.1,0.11959984391833232,0.11959934336554782,0.0
RADCURE,M0,29,oof,0.15,0.06781186444147308,0.06781106944587417,0.0
RADCURE,M0,29,oof,0.2,0.009550387530006421,0.009549261286241312,0.0
RADCURE,M0,29,oof,0.25,0.0,-0.056480787961342566,0.0
RADCURE,M0,29,oof,0.3,0.0,-0.1319437013871528,0.0
RADCURE,M0,29,oof,0.35,0.0,-0.21901629380154916,0.0
RADCURE,M0,29,oof,0.4,0.0,-0.3206009849516783,0.0
RADCURE,M0,29,oof,0.45,0.0,-0.4406556199472853,0.0
RADCURE,M0,29,oof,0.5,0.0,-0.584721181942014,0.0
RADCURE,M0,29,calibration,0.05,0.16303996669974766,0.16299594076076102,0.0
RADCURE,M0,29,calibration,0.1,0.11658865889644177,0.11649571524746996,0.0
RADCURE,M0,29,calibration,0.15,0.06467249135157047,0.06452487496790937,0.0
RADCURE,M0,29,calibration,0.2,0.006266802863590271,0.0060576796534037025,0.0
RADCURE,M0,29,calibration,0.25,0.0,-0.060205141703036036,0.0
RADCURE,M0,29,calibration,0.3,0.0,-0.1359340803961101,0.0
RADCURE,M0,29,calibration,0.35,0.0,-0.22331362504196467,0.0
RADCURE,M0,29,calibration,0.4,0.0,-0.32525642712879516,0.0
RADCURE,M0,29,calibration,0.45,0.0,-0.4457342841405037,0.0
RADCURE,M0,29,calibration,0.5,0.0,-0.5903077125545542,0.0
RADCURE,M0,43,oof,0.05,0.16593645713446956,0.165936220030519,0.0
RADCURE,M0,43,oof,0.1,0.11959984391833232,0.11959934336554782,0.0
RADCURE,M0,43,oof,0.15,0.06781186444147308,0.06781106944587417,0.0
RADCURE,M0,43,oof,0.2,-0.0072515785570241575,0.009549261286241312,0.0
RADCURE,M0,43,oof,0.25,0.0,-0.056480787961342566,0.0
RADCURE,M0,43,oof,0.3,0.0,-0.1319437013871528,0.0
RADCURE,M0,43,oof,0.35,0.0,-0.21901629380154916,0.0
RADCURE,M0,43,oof,0.4,0.0,-0.3206009849516783,0.0
RADCURE,M0,43,oof,0.45,0.0,-0.4406556199472853,0.0
RADCURE,M0,43,oof,0.5,0.0,-0.584721181942014,0.0
RADCURE,M0,43,calibration,0.05,0.16303996669974766,0.16299594076076102,0.0
RADCURE,M0,43,calibration,0.1,0.11658865889644177,0.11649571524746996,0.0
RADCURE,M0,43,calibration,0.15,0.06467249135157047,0.06452487496790937,0.0
RADCURE,M0,43,calibration,0.2,0.006266802863590271,0.0060576796534037025,0.0
RADCURE,M0,43,calibration,0.25,0.0,-0.060205141703036036,0.0
RADCURE,M0,43,calibration,0.3,0.0,-0.1359340803961101,0.0
RADCURE,M0,43,calibration,0.35,0.0,-0.22331362504196467,0.0
RADCURE,M0,43,calibration,0.4,0.0,-0.32525642712879516,0.0
RADCURE,M0,43,calibration,0.45,0.0,-0.4457342841405037,0.0
RADCURE,M0,43,calibration,0.5,0.0,-0.5903077125545542,0.0
RADCURE,M0,71,oof,0.05,0.16593645713446956,0.165936220030519,0.0
RADCURE,M0,71,oof,0.1,0.11959984391833232,0.11959934336554782,0.0
RADCURE,M0,71,oof,0.15,0.06781186444147308,0.06781106944587417,0.0
RADCURE,M0,71,oof,0.2,0.0077297504004189,0.009549261286241312,0.0
RADCURE,M0,71,oof,0.25,0.0,-0.056480787961342566,0.0
RADCURE,M0,71,oof,0.3,0.0,-0.1319437013871528,0.0
RADCURE,M0,71,oof,0.35,0.0,-0.21901629380154916,0.0
RADCURE,M0,71,oof,0.4,0.0,-0.3206009849516783,0.0
RADCURE,M0,71,oof,0.45,0.0,-0.4406556199472853,0.0
RADCURE,M0,71,oof,0.5,0.0,-0.584721181942014,0.0
RADCURE,M0,71,calibration,0.05,0.16303996669974766,0.16299594076076102,0.0
RADCURE,M0,71,calibration,0.1,0.11658865889644177,0.11649571524746996,0.0
RADCURE,M0,71,calibration,0.15,0.06467249135157047,0.06452487496790937,0.0
RADCURE,M0,71,calibration,0.2,0.006266802863590271,0.0060576796534037025,0.0
RADCURE,M0,71,calibration,0.25,0.0,-0.060205141703036036,0.0
RADCURE,M0,71,calibration,0.3,0.0,-0.1359340803961101,0.0
RADCURE,M0,71,calibration,0.35,0.0,-0.22331362504196467,0.0
RADCURE,M0,71,calibration,0.4,0.0,-0.32525642712879516,0.0
RADCURE,M0,71,calibration,0.45,0.0,-0.4457342841405037,0.0
RADCURE,M0,71,calibration,0.5,0.0,-0.5903077125545542,0.0
RADCURE,M0,101,oof,0.05,0.16593645713446956,0.165936220030519,0.0
RADCURE,M0,101,oof,0.1,0.11959984391833232,0.11959934336554782,0.0
RADCURE,M0,101,oof,0.15,0.06781186444147308,0.06781106944587417,0.0
RADCURE,M0,101,oof,0.2,0.009550387530006421,0.009549261286241312,0.0
RADCURE,M0,101,oof,0.25,0.0,-0.056480787961342566,0.0
RADCURE,M0,101,oof,0.3,0.0,-0.1319437013871528,0.0
RADCURE,M0,101,oof,0.35,0.0,-0.21901629380154916,0.0
RADCURE,M0,101,oof,0.4,0.0,-0.3206009849516783,0.0
RADCURE,M0,101,oof,0.45,0.0,-0.4406556199472853,0.0
RADCURE,M0,101,oof,0.5,0.0,-0.584721181942014,0.0
RADCURE,M0,101,calibration,0.05,0.16303996669974766,0.16299594076076102,0.0
RADCURE,M0,101,calibration,0.1,0.11658865889644177,0.11649571524746996,0.0
RADCURE,M0,101,calibration,0.15,0.06467249135157047,0.06452487496790937,0.0
RADCURE,M0,101,calibration,0.2,0.006266802863590271,0.0060576796534037025,0.0
RADCURE,M0,101,calibration,0.25,0.0,-0.060205141703036036,0.0
RADCURE,M0,101,calibration,0.3,0.0,-0.1359340803961101,0.0
RADCURE,M0,101,calibration,0.35,0.0,-0.22331362504196467,0.0
RADCURE,M0,101,calibration,0.4,0.0,-0.32525642712879516,0.0
RADCURE,M0,101,calibration,0.45,0.0,-0.4457342841405037,0.0
RADCURE,M0,101,calibration,0.5,0.0,-0.5903077125545542,0.0
HANCOCK,B0,17,oof,0.05,0.08749141345475574,0.08747512567694835,0.0
HANCOCK,B0,17,oof,0.1,0.03681368463437219,0.0367792993256677,0.0
HANCOCK,B0,17,oof,0.15,0.0,-0.01988074189046951,0.0
HANCOCK,B0,17,oof,0.2,0.0,-0.08362328825862383,0.0
HANCOCK,B0,17,oof,0.25,0.0,-0.15586484080919874,0.0
HANCOCK,B0,17,oof,0.3,0.0,-0.238426615152713,0.0
HANCOCK,B0,17,oof,0.35,0.0,-0.33369020093369084,0.0
HANCOCK,B0,17,oof,0.4,0.0,-0.44483105101149856,0.0
HANCOCK,B0,17,oof,0.45,0.0,-0.5761793283761801,0.0
HANCOCK,B0,17,oof,0.5,0.0,-0.7337972612137982,0.0
HANCOCK,B0,17,calibration,0.05,0.13924840396439625,0.1389598283284777,0.0
HANCOCK,B0,17,calibration,0.1,0.09173347846699896,0.09112426323561533,0.0
HANCOCK,B0,17,calibration,0.15,0.0,0.037660984602416236,0.0
HANCOCK,B0,17,calibration,0.2,0.0,-0.022485203859932745,0.0
HANCOCK,B0,17,calibration,0.25,0.0,-0.09065088411726158,0.0
HANCOCK,B0,17,calibration,0.3,0.0,-0.168554518697066,0.0
HANCOCK,B0,17,calibration,0.35,0.0,-0.25844332782760954,0.0
HANCOCK,B0,17,calibration,0.4,0.0,-0.36331360514657707,0.0
HANCOCK,B0,17,calibration,0.45,0.0,-0.48725120561444757,0.0
HANCOCK,B0,17,calibration,0.5,0.0,-0.6359763261758924,0.0
HANCOCK,B0,29,oof,0.05,0.08749141345475574,0.08747512567694835,0.0
HANCOCK,B0,29,oof,0.1,0.03681368463437219,0.0367792993256677,0.0
HANCOCK,B0,29,oof,0.15,0.0,-0.01988074189046951,0.0
HANCOCK,B0,29,oof,0.2,0.0,-0.08362328825862383,0.0
HANCOCK,B0,29,oof,0.25,0.0,-0.15586484080919874,0.0
HANCOCK,B0,29,oof,0.3,0.0,-0.238426615152713,0.0
HANCOCK,B0,29,oof,0.35,0.0,-0.33369020093369084,0.0
HANCOCK,B0,29,oof,0.4,0.0,-0.44483105101149856,0.0
HANCOCK,B0,29,oof,0.45,0.0,-0.5761793283761801,0.0
HANCOCK,B0,29,oof,0.5,0.0,-0.7337972612137982,0.0
HANCOCK,B0,29,calibration,0.05,0.13924840396439625,0.1389598283284777,0.0
HANCOCK,B0,29,calibration,0.1,0.09173347846699896,0.09112426323561533,0.0
HANCOCK,B0,29,calibration,0.15,0.0,0.037660984602416236,0.0
HANCOCK,B0,29,calibration,0.2,0.0,-0.022485203859932745,0.0
HANCOCK,B0,29,calibration,0.25,0.0,-0.09065088411726158,0.0
HANCOCK,B0,29,calibration,0.3,0.0,-0.168554518697066,0.0
HANCOCK,B0,29,calibration,0.35,0.0,-0.25844332782760954,0.0
HANCOCK,B0,29,calibration,0.4,0.0,-0.36331360514657707,0.0
HANCOCK,B0,29,calibration,0.45,0.0,-0.48725120561444757,0.0
HANCOCK,B0,29,calibration,0.5,0.0,-0.6359763261758924,0.0
HANCOCK,B0,43,oof,0.05,0.08749141345475574,0.08747512567694835,0.0
HANCOCK,B0,43,oof,0.1,0.03681368463437219,0.0367792993256677,0.0
HANCOCK,B0,43,oof,0.15,0.0,-0.01988074189046951,0.0
HANCOCK,B0,43,oof,0.2,0.0,-0.08362328825862383,0.0
HANCOCK,B0,43,oof,0.25,0.0,-0.15586484080919874,0.0
HANCOCK,B0,43,oof,0.3,0.0,-0.238426615152713,0.0
HANCOCK,B0,43,oof,0.35,0.0,-0.33369020093369084,0.0
HANCOCK,B0,43,oof,0.4,0.0,-0.44483105101149856,0.0
HANCOCK,B0,43,oof,0.45,0.0,-0.5761793283761801,0.0
HANCOCK,B0,43,oof,0.5,0.0,-0.7337972612137982,0.0
HANCOCK,B0,43,calibration,0.05,0.13924840396439625,0.1389598283284777,0.0
HANCOCK,B0,43,calibration,0.1,0.09173347846699896,0.09112426323561533,0.0
HANCOCK,B0,43,calibration,0.15,0.0,0.037660984602416236,0.0
HANCOCK,B0,43,calibration,0.2,0.0,-0.022485203859932745,0.0
HANCOCK,B0,43,calibration,0.25,0.0,-0.09065088411726158,0.0
HANCOCK,B0,43,calibration,0.3,0.0,-0.168554518697066,0.0
HANCOCK,B0,43,calibration,0.35,0.0,-0.25844332782760954,0.0
HANCOCK,B0,43,calibration,0.4,0.0,-0.36331360514657707,0.0
HANCOCK,B0,43,calibration,0.45,0.0,-0.48725120561444757,0.0
HANCOCK,B0,43,calibration,0.5,0.0,-0.6359763261758924,0.0
HANCOCK,B0,71,oof,0.05,0.08749141345475574,0.08747512567694835,0.0
HANCOCK,B0,71,oof,0.1,0.03681368463437219,0.0367792993256677,0.0
HANCOCK,B0,71,oof,0.15,0.0,-0.01988074189046951,0.0
HANCOCK,B0,71,oof,0.2,0.0,-0.08362328825862383,0.0
HANCOCK,B0,71,oof,0.25,0.0,-0.15586484080919874,0.0
HANCOCK,B0,71,oof,0.3,0.0,-0.238426615152713,0.0
HANCOCK,B0,71,oof,0.35,0.0,-0.33369020093369084,0.0
HANCOCK,B0,71,oof,0.4,0.0,-0.44483105101149856,0.0
HANCOCK,B0,71,oof,0.45,0.0,-0.5761793283761801,0.0
HANCOCK,B0,71,oof,0.5,0.0,-0.7337972612137982,0.0
HANCOCK,B0,71,calibration,0.05,0.13924840396439625,0.1389598283284777,0.0
HANCOCK,B0,71,calibration,0.1,0.09173347846699896,0.09112426323561533,0.0
HANCOCK,B0,71,calibration,0.15,0.0,0.037660984602416236,0.0
HANCOCK,B0,71,calibration,0.2,0.0,-0.022485203859932745,0.0
HANCOCK,B0,71,calibration,0.25,0.0,-0.09065088411726158,0.0
HANCOCK,B0,71,calibration,0.3,0.0,-0.168554518697066,0.0
HANCOCK,B0,71,calibration,0.35,0.0,-0.25844332782760954,0.0
HANCOCK,B0,71,calibration,0.4,0.0,-0.36331360514657707,0.0
HANCOCK,B0,71,calibration,0.45,0.0,-0.48725120561444757,0.0
HANCOCK,B0,71,calibration,0.5,0.0,-0.6359763261758924,0.0
HANCOCK,B0,101,oof,0.05,0.08749141345475574,0.08747512567694835,0.0
HANCOCK,B0,101,oof,0.1,0.03681368463437219,0.0367792993256677,0.0
HANCOCK,B0,101,oof,0.15,0.0,-0.01988074189046951,0.0
HANCOCK,B0,101,oof,0.2,0.0,-0.08362328825862383,0.0
HANCOCK,B0,101,oof,0.25,0.0,-0.15586484080919874,0.0
HANCOCK,B0,101,oof,0.3,0.0,-0.238426615152713,0.0
HANCOCK,B0,101,oof,0.35,0.0,-0.33369020093369084,0.0
HANCOCK,B0,101,oof,0.4,0.0,-0.44483105101149856,0.0
HANCOCK,B0,101,oof,0.45,0.0,-0.5761793283761801,0.0
HANCOCK,B0,101,oof,0.5,0.0,-0.7337972612137982,0.0
HANCOCK,B0,101,calibration,0.05,0.13924840396439625,0.1389598283284777,0.0
HANCOCK,B0,101,calibration,0.1,0.09173347846699896,0.09112426323561533,0.0
HANCOCK,B0,101,calibration,0.15,0.0,0.037660984602416236,0.0
HANCOCK,B0,101,calibration,0.2,0.0,-0.022485203859932745,0.0
HANCOCK,B0,101,calibration,0.25,0.0,-0.09065088411726158,0.0
HANCOCK,B0,101,calibration,0.3,0.0,-0.168554518697066,0.0
HANCOCK,B0,101,calibration,0.35,0.0,-0.25844332782760954,0.0
HANCOCK,B0,101,calibration,0.4,0.0,-0.36331360514657707,0.0
HANCOCK,B0,101,calibration,0.45,0.0,-0.48725120561444757,0.0
HANCOCK,B0,101,calibration,0.5,0.0,-0.6359763261758924,0.0
HANCOCK,B1,17,oof,0.05,0.07784599835968288,0.08747512567694835,0.0
HANCOCK,B1,17,oof,0.1,0.04810148483939745,0.0367792993256677,0.0
HANCOCK,B1,17,oof,0.15,0.035238780677195346,-0.01988074189046951,0.0
HANCOCK,B1,17,oof,0.2,0.02074818391970555,-0.08362328825862383,0.0
HANCOCK,B1,17,oof,0.25,0.018258473582786258,-0.15586484080919874,0.0
HANCOCK,B1,17,oof,0.3,0.01581018242166803,-0.238426615152713,0.0
HANCOCK,B1,17,oof,0.35,0.00813409809418333,-0.33369020093369084,0.0
HANCOCK,B1,17,oof,0.4,0.0010264226830350304,-0.44483105101149856,0.0
HANCOCK,B1,17,oof,0.45,0.002569688495027478,-0.5761793283761801,0.0
HANCOCK,B1,17,oof,0.5,0.002462127792013366,-0.7337972612137982,0.0
HANCOCK,B1,17,calibration,0.05,0.12004253711716191,0.1389598283284777,0.0
HANCOCK,B1,17,calibration,0.1,0.08118269216817377,0.09112426323561533,0.0
HANCOCK,B1,17,calibration,0.15,0.04172214123891443,0.037660984602416236,0.0
HANCOCK,B1,17,calibration,0.2,0.015365823708960169,-0.022485203859932745,0.0
HANCOCK,B1,17,calibration,0.25,0.015365823708960169,-0.09065088411726158,0.0
HANCOCK,B1,17,calibration,0.3,-0.01033548601117066,-0.168554518697066,0.0
HANCOCK,B1,17,calibration,0.35,-0.013928402359448755,-0.25844332782760954,0.0
HANCOCK,B1,17,calibration,0.4,-0.014970075726122467,-0.36331360514657707,0.0
HANCOCK,B1,17,calibration,0.45,-0.015704048558524003,-0.48725120561444757,0.0
HANCOCK,B1,17,calibration,0.5,0.0,-0.6359763261758924,0.0
HANCOCK,B1,29,oof,0.05,0.08438436341725108,0.08747512567694835,0.0
HANCOCK,B1,29,oof,0.1,0.04748407563978161,0.0367792993256677,0.0
HANCOCK,B1,29,oof,0.15,0.03848377263118807,-0.01988074189046951,0.0
HANCOCK,B1,29,oof,0.2,0.034525690557050896,-0.08362328825862383,0.0
HANCOCK,B1,29,oof,0.25,0.027201961769053866,-0.15586484080919874,0.0
HANCOCK,B1,29,oof,0.3,0.016066895581201616,-0.238426615152713,0.0
HANCOCK,B1,29,oof,0.35,0.009699790248638169,-0.33369020093369084,0.0
HANCOCK,B1,29,oof,0.4,0.004784120835420368,-0.44483105101149856,0.0
HANCOCK,B1,29,oof,0.45,0.004359515235958605,-0.5761793283761801,0.0
HANCOCK,B1,29,oof,0.5,0.004820221861598452,-0.7337972612137982,0.0
HANCOCK,B1,29,calibration,0.05,0.12004253711716191,0.1389598283284777,0.0
HANCOCK,B1,29,calibration,0.1,0.08118269216817377,0.09112426323561533,0.0
HANCOCK,B1,29,calibration,0.15,0.04172214123891443,0.037660984602416236,0.0
HANCOCK,B1,29,calibration,0.2,0.015365823708960169,-0.022485203859932745,0.0
HANCOCK,B1,29,calibration,0.25,0.015365823708960169,-0.09065088411726158,0.0
HANCOCK,B1,29,calibration,0.3,-0.01033548601117066,-0.168554518697066,0.0
HANCOCK,B1,29,calibration,0.35,-0.013928402359448755,-0.25844332782760954,0.0
HANCOCK,B1,29,calibration,0.4,-0.014970075726122467,-0.36331360514657707,0.0
HANCOCK,B1,29,calibration,0.45,-0.015704048558524003,-0.48725120561444757,0.0
HANCOCK,B1,29,calibration,0.5,0.0,-0.6359763261758924,0.0
HANCOCK,B1,43,oof,0.05,0.08765338251253732,0.08747512567694835,0.0
HANCOCK,B1,43,oof,0.1,0.052249188371439326,0.0367792993256677,0.0
HANCOCK,B1,43,oof,0.15,0.04139382055206382,-0.01988074189046951,0.0
HANCOCK,B1,43,oof,0.2,0.03254639518596749,-0.08362328825862383,0.0
HANCOCK,B1,43,oof,0.25,0.016949685070350363,-0.15586484080919874,0.0
HANCOCK,B1,43,oof,0.3,0.006524285790470562,-0.238426615152713,0.0
HANCOCK,B1,43,oof,0.35,0.004374630628797942,-0.33369020093369084,0.0
HANCOCK,B1,43,oof,0.4,0.003405689788099849,-0.44483105101149856,0.0
HANCOCK,B1,43,oof,0.45,0.004250318601772912,-0.5761793283761801,0.0
HANCOCK,B1,43,oof,0.5,-0.005099681342795034,-0.7337972612137982,0.0
HANCOCK,B1,43,calibration,0.05,0.12004253711716191,0.1389598283284777,0.0
HANCOCK,B1,43,calibration,0.1,0.08118269216817377,0.09112426323561533,0.0
HANCOCK,B1,43,calibration,0.15,0.04172214123891443,0.037660984602416236,0.0
HANCOCK,B1,43,calibration,0.2,0.015365823708960169,-0.022485203859932745,0.0
HANCOCK,B1,43,calibration,0.25,0.015365823708960169,-0.09065088411726158,0.0
HANCOCK,B1,43,calibration,0.3,-0.01033548601117066,-0.168554518697066,0.0
HANCOCK,B1,43,calibration,0.35,-0.013928402359448755,-0.25844332782760954,0.0
HANCOCK,B1,43,calibration,0.4,-0.014970075726122467,-0.36331360514657707,0.0
HANCOCK,B1,43,calibration,0.45,-0.015704048558524003,-0.48725120561444757,0.0
HANCOCK,B1,43,calibration,0.5,0.0,-0.6359763261758924,0.0
HANCOCK,B1,71,oof,0.05,0.08967706790474395,0.08747512567694835,0.0
HANCOCK,B1,71,oof,0.1,0.0598357809088549,0.0367792993256677,0.0
HANCOCK,B1,71,oof,0.15,0.03924008488996814,-0.01988074189046951,0.0
HANCOCK,B1,71,oof,0.2,0.035837743094315554,-0.08362328825862383,0.0
HANCOCK,B1,71,oof,0.25,0.03276672070962004,-0.15586484080919874,0.0
HANCOCK,B1,71,oof,0.3,0.02465741417057774,-0.238426615152713,0.0
HANCOCK,B1,71,oof,0.35,0.018281199827170743,-0.33369020093369084,0.0
HANCOCK,B1,71,oof,0.4,0.008789890489256925,-0.44483105101149856,0.0
HANCOCK,B1,71,oof,0.45,0.004652975637449833,-0.5761793283761801,0.0
HANCOCK,B1,71,oof,0.5,-0.002439017385711291,-0.7337972612137982,0.0
HANCOCK,B1,71,calibration,0.05,0.12004253711716191,0.1389598283284777,0.0
HANCOCK,B1,71,calibration,0.1,0.08118269216817377,0.09112426323561533,0.0
HANCOCK,B1,71,calibration,0.15,0.04172214123891443,0.037660984602416236,0.0
HANCOCK,B1,71,calibration,0.2,0.015365823708960169,-0.022485203859932745,0.0
HANCOCK,B1,71,calibration,0.25,0.015365823708960169,-0.09065088411726158,0.0
HANCOCK,B1,71,calibration,0.3,-0.01033548601117066,-0.168554518697066,0.0
HANCOCK,B1,71,calibration,0.35,-0.013928402359448755,-0.25844332782760954,0.0
HANCOCK,B1,71,calibration,0.4,-0.014970075726122467,-0.36331360514657707,0.0
HANCOCK,B1,71,calibration,0.45,-0.015704048558524003,-0.48725120561444757,0.0
HANCOCK,B1,71,calibration,0.5,0.0,-0.6359763261758924,0.0
HANCOCK,B1,101,oof,0.05,0.08350793968322495,0.08747512567694835,0.0
HANCOCK,B1,101,oof,0.1,0.04830977305594784,0.0367792993256677,0.0
HANCOCK,B1,101,oof,0.15,0.04246502301992827,-0.01988074189046951,0.0
HANCOCK,B1,101,oof,0.2,0.01953775069559218,-0.08362328825862383,0.0
HANCOCK,B1,101,oof,0.25,0.01775472425583357,-0.15586484080919874,0.0
HANCOCK,B1,101,oof,0.3,0.009845082857690177,-0.238426615152713,0.0
HANCOCK,B1,101,oof,0.35,0.01305635107954305,-0.33369020093369084,0.0
HANCOCK,B1,101,oof,0.4,0.004473095902260256,-0.44483105101149856,0.0
HANCOCK,B1,101,oof,0.45,-0.0022949997671930546,-0.5761793283761801,0.0
HANCOCK,B1,101,oof,0.5,0.0006114496493070873,-0.7337972612137982,0.0
HANCOCK,B1,101,calibration,0.05,0.12004253711716191,0.1389598283284777,0.0
HANCOCK,B1,101,calibration,0.1,0.08118269216817377,0.09112426323561533,0.0
HANCOCK,B1,101,calibration,0.15,0.04172214123891443,0.037660984602416236,0.0
