study,model,seed,n,events,ipcw_evaluable_weight,ipcw_brier,harrell_c,uno_c,auc_horizon,calibration_in_the_large,calibration_slope,mean_predicted_risk
HANCOCK,B5,29,489.0,135.0,488.8486702563916,0.1038633491736886,0.6945419807910771,0.7447815632661505,0.7662933767155237,-0.015134505644874932,1.409019276401617,0.13771895599310496
HANCOCK,B5,43,489.0,135.0,488.8486702563916,0.10511057434513596,0.6692140865434266,0.7249940833156022,0.744692620440432,-0.02811685118873533,1.1913196723495372,0.13864986256416617
HANCOCK,B5,71,489.0,135.0,488.8486702563916,0.10470670290421252,0.681968398223691,0.7285853221352165,0.7510441809605071,-0.02026357150840613,1.318482288300358,0.13874338302233752
HANCOCK,B5,101,489.0,135.0,488.8486702563916,0.10619089151713423,0.6729835794691728,0.7153195039873231,0.7337842655699506,-0.0022404239093370914,1.2285195967059581,0.13574001405597538
HANCOCK,M0,17,489.0,135.0,488.8486702563916,0.11545684054774848,0.5736858411649283,0.6110739469086284,0.6206866871762466,0.0002987537007831117,0.15942040773495908,0.13344563993246625
HANCOCK,M0,29,489.0,135.0,488.8486702563916,0.11524574338893752,0.5582076835691417,0.5938647384486172,0.5976790358267631,-0.006122189917799779,1.1698076256994085,0.13363716193891584
HANCOCK,M0,43,489.0,135.0,488.8486702563916,0.115381835315216,0.5731823814933389,0.6073200904403959,0.6137310190487353,0.001035797427337663,0.6004309110679171,0.1331133509844969
HANCOCK,M0,71,489.0,135.0,488.8486702563916,0.1151072752218495,0.5745120313952288,0.6036043347852416,0.6069399544735588,-0.0018493183289860634,1.8380228739848745,0.13345882996682013
HANCOCK,M0,101,489.0,135.0,488.8486702563916,0.11474612495819039,0.5735438397190953,0.5925156327547453,0.5968852320826525,-0.002250434010336536,8.191565804608713,0.13338970975213474
HANCOCK,N0,17,489.0,135.0,488.8486702563916,0.11702118922765939,0.4590003098213364,0.454495875863506,0.44096347879184655,0.007162461630453882,-2.2095860421954385,0.1322341952989596
HANCOCK,N0,29,489.0,135.0,488.8486702563916,0.11696578120921913,0.47578229887431583,0.4425363337680656,0.4321205571352921,-0.008719429282683561,-1.5074255734971038,0.1337936690584498
