candidate,beta,alpha,fit_ipcw_brier,seed,outer_fold,rank_preserved,ipcw_brier_raw,ipcw_brier_candidate,delta_ipcw_brier,citl_raw,citl_candidate,abs_citl_error_deterioration,calibration_slope_raw,calibration_slope_candidate,abs_slope_error_deterioration,n_evaluable,events_evaluable
fixed_beta_0.850,0.85,-0.3727332585203564,0.1299025229709072,29,2,True,0.13434832412190317,0.1374942582884721,0.0031459341665689144,0.27785509587707125,0.3866648542324851,0.10880975835541384,2.0894017868638044,2.458119529619222,0.3687177427554178,106,20
fixed_beta_0.875,0.875,-0.3413619768168914,0.13020808567488634,29,2,True,0.13434832412190317,0.13745319788336302,0.0031048737614598476,0.27785509587707125,0.3994775154725255,0.12162241959545428,2.0894017868638044,2.387887646634339,0.29848585977053466,106,20
fixed_beta_0.900,0.9,-0.31020519725120527,0.1305210029242227,29,2,True,0.13434832412190317,0.13742187523241223,0.003073551110509054,0.27785509587707125,0.4124251721372648,0.13457007626019357,2.0894017868638044,2.3215573987017586,0.2321556118379542,106,20
fixed_beta_0.925,0.925,-0.2792606391525907,0.13084048064170717,29,2,True,0.13434832412190317,0.1374001069577456,0.003051782835842426,0.27785509587707125,0.4255061578420859,0.14765106196501465,2.0894017868638044,2.258812870361801,0.16941108349799672,106,20
fixed_beta_0.950,0.95,-0.2485280466968373,0.13116576471016964,29,2,True,0.13434832412190317,0.13738774047689656,0.003039416354993385,0.27785509587707125,0.43872084177047266,0.1608657458934014,2.0894017868638044,2.1993699725880376,0.10996818572423317,106,20
fixed_beta_0.975,0.975,-0.21800873378432914,0.1314961427570172,29,2,True,0.13434832412190317,0.13738464855378157,0.003036324431878401,0.27785509587707125,0.4520711729948167,0.17421607711774545,2.0894017868638044,2.1429762511878616,0.053574464324057214,106,20
fixed_beta_1.000,1.0,-0.187705669774922,0.1318309451948581,29,2,True,0.13434832412190317,0.1373907325781556,0.003042408456252421,0.27785509587707125,0.46556076565199345,0.1877056697749222,2.0894017868638044,2.089401839888101,5.302429650910767e-08,106,20
fixed_beta_1.025,1.025,-0.15762315882798178,0.13216954558930036,29,2,True,0.13434832412190317,0.13740591841929545,0.0030575942973922743,0.27785509587707125,0.4791945777230987,0.20133948184602746,2.0894017868638044,2.0384402536569546,-0.05096153320684982,106,20
fixed_beta_0.800,0.8,-0.27126914886618736,0.13104035938235403,29,3,True,0.13091801219732,0.12824595064311314,-0.0026720615542068504,-0.12289497349618808,-0.14044198177409206,0.01754700827790398,0.4126193561358848,0.5157742600688775,-0.10315490393299265,99,16
fixed_beta_0.825,0.825,-0.23305174647386057,0.13121378058857763,29,3,True,0.13091801219732,0.12857983529689543,-0.0023381769004245656,-0.12289497349618808,-0.14189590429256305,0.019000930796374965,0.4126193561358848,0.5001446778054959,-0.08752532166961102,99,16
fixed_beta_0.850,0.85,-0.19497032028808217,0.1313956389531062,29,3,True,0.13091801219732,0.12892620098560056,-0.0019918112117194298,-0.12289497349618808,-0.1434137229461051,0.020518749449917023,0.4126193561358848,0.48543449464293026,-0.07281513850704546,99,16
fixed_beta_0.875,0.875,-0.15702402589264502,0.1315852457512971,29,3,True,0.13091801219732,0.1292842533727732,-0.0016337588245468049,-0.12289497349618808,-0.14499051001059693,0.022095536514408848,0.4126193561358848,0.4715649902436091,-0.05894563410772424,99,16
fixed_beta_0.900,0.9,-0.11921382210793488,0.13178194515572716,29,3,True,0.13091801219732,0.12965322198418167,-0.0012647902131383282,-0.12289497349618808,-0.14661980143482245,0.02372482793863437,0.4126193561358848,0.4584657836873869,-0.045846427551502034,99,16
fixed_beta_0.925,0.925,-0.08154185927679863,0.1319851167383746,29,3,True,0.13091801219732,0.1300323663495753,-0.0008856458477446982,-0.12289497349618808,-0.14829420672703403,0.025399233230845947,0.4126193561358848,0.4460750763427246,-0.033455720206839734,99,16
fixed_beta_0.950,0.95,-0.04401159223635976,0.1321941771326528,29,3,True,0.13091801219732,0.13042097462239088,-0.00049703757492911,-0.12289497349618808,-0.1500052909671329,0.027110317470944806,0.4126193561358848,0.43433611665497807,-0.021716760519093214,99,16
fixed_beta_0.975,0.975,-0.006627266376354248,0.1324085809288786,29,3,True,0.13091801219732,0.13081836730051163,-9.964489680835964e-05,-0.12289497349618808,-0.1517440810561021,0.028849107559914017,0.4126193561358848,0.42319928568465903,-0.01057992954877418,99,16
fixed_beta_1.000,1.0,0.030606176142866582,0.132627820887475,29,3,True,0.13091801219732,0.1312238963837222,0.0003058841864022055,-0.12289497349618808,-0.1535011496390547,0.03060617614286662,0.4126193561358848,0.41261938949686167,-3.336097686990058e-08,99,16
fixed_beta_1.025,1.025,0.06768333421344715,0.13285142756051255,29,3,True,0.13091801219732,0.13163694543782134,0.000718933240501346,-0.12289497349618808,-0.15526684139427205,0.03237186789808397,0.4126193561358848,0.4025554839973857,0.01006387213849913,99,16
fixed_beta_0.800,0.8,-0.29025334611564874,0.13538806562325714,29,4,True,0.10797975345654266,0.10822490238879284,0.0002451489322501804,-0.20913650174666965,-0.23936063780103545,0.030224136054365802,1.350457764207584,1.6880722202021334,0.33761445599454953,93,13
fixed_beta_0.825,0.825,-0.25464988840021735,0.1356519772805455,29,4,True,0.10797975345654266,0.10816266292402071,0.00018290946747805126,-0.20913650174666965,-0.23443504610231325,0.025298544355643604,1.350457764207584,1.6369186412247378,0.28646087701715395,93,13
