candidate,gamma,ipcw_brier_raw,ipcw_brier_candidate,delta_ipcw_brier,citl_raw,citl_candidate,abs_citl_error_deterioration,slope_raw,slope_candidate,abs_slope_error_deterioration,n_evaluable,events_evaluable,kendall_tau_raw_candidate,patients_with_changed_rank,rank_change_fraction
anchor_blend_g0.00,0.0,0.126636630558532,0.1271444447813203,0.0005078142227883109,0.01167998687087252,0.02483495638651268,0.013154969515640162,0.8261233856146961,0.9304900008444736,-0.10436661522977753,2460,415,0.6916091417651413,2456,0.9983739837398374
anchor_blend_g0.10,0.1,0.126636630558532,0.12690225232955715,0.00026562177102515405,0.01167998687087252,0.026410756293341813,0.014730769422469293,0.8261233856146961,0.9460238433962179,-0.11990045778152181,2460,415,0.7280010051015515,2450,0.9959349593495935
anchor_blend_g0.25,0.25,0.126636630558532,0.1266195876815698,-1.70428769621922e-05,0.01167998687087252,0.02749617044589219,0.015816183575019672,0.8261233856146961,0.9552314067688743,-0.1291080211541782,2460,415,0.7807787553272034,2453,0.9971544715447155
anchor_blend_g0.50,0.5,0.126636630558532,0.12636440412056557,-0.0002722264379664274,0.01167998687087252,0.026006255194747616,0.014326268323875097,0.8261233856146961,0.9379488957888156,-0.11182551017411946,2460,415,0.8628975358480709,2449,0.9955284552845528
anchor_blend_g0.75,0.75,0.126636630558532,0.12637400725726355,-0.00026262330126844424,0.01167998687087252,0.020630730206119403,0.008950743335246883,0.8261233856146961,0.8899299076060121,-0.06380652199131598,2460,415,0.9364306331147898,2427,0.9865853658536585
anchor_blend_g1.00,1.0,0.126636630558532,0.126636630558532,0.0,0.01167998687087252,0.011679986869500525,-1.3719945318735327e-12,0.8261233856146961,0.826123385614696,1.1102230246251565e-16,2460,415,0.9999999999999999,0,0.0
