candidate,gamma,ipcw_brier_raw,ipcw_brier_candidate,delta_ipcw_brier,citl_raw,citl_candidate,abs_citl_error_deterioration,slope_raw,slope_candidate,abs_slope_error_deterioration,n_evaluable,events_evaluable,kendall_tau
brier_full_shrinkage_g0.10,0.1,0.126636630558532,0.12671169764411425,7.506708558224773e-05,0.01167998687087252,0.009402760852748505,-0.0022772260181240147,0.8261233856146961,0.8279344153448579,-0.001811029730161784,2460,415,0.9902571274594404
brier_full_shrinkage_g0.25,0.25,0.126636630558532,0.12683428995299478,0.0001976593944627847,0.01167998687087252,0.0058186165767526235,-0.005861370294119896,0.8261233856146961,0.8295651026635338,-0.003441717048837667,2460,415,0.9754212995566311
brier_full_shrinkage_g0.50,0.5,0.126636630558532,0.12706599031278104,0.0004293597542490424,0.01167998687087252,-0.000610771211596458,-0.011069215659276061,0.8261233856146961,0.8295323062447179,-0.003408920630021739,2460,415,0.9498903976433012
brier_full_shrinkage_g0.75,0.75,0.126636630558532,0.12733325602883858,0.0006966254703065777,0.01167998687087252,-0.00762189088553473,-0.00405809598533779,0.8261233856146961,0.8256279833199165,0.0004954022947796233,2460,415,0.9236393933683135
brier_full_shrinkage_g1.00,1.0,0.126636630558532,0.1276378499890068,0.0010012194304747923,0.01167998687087252,-0.015229356064821002,0.0035493691939484824,0.8261233856146961,0.816919410307725,0.009203975306971146,2460,415,0.8963548537478054
