candidate,gamma,seed,outer_fold,alpha_brier,beta_brier,beta_effective,ipcw_brier_raw,ipcw_brier_candidate,delta_ipcw_brier,citl_raw,citl_candidate,abs_citl_error_deterioration,slope_raw,slope_candidate,abs_slope_error_deterioration,n_evaluable,events_evaluable
brier_full_shrinkage_g1.00,1.0,71,3,-0.07854611062570824,0.9392128376416595,0.9392128376416595,0.1373101419047459,0.13699437640830447,-0.00031576549644143914,0.19995450336429504,0.17687409458481093,-0.023080408779484113,0.9400514667325705,1.0016812564076476,-0.05826727685978195,94,17
brier_full_shrinkage_g0.10,0.1,71,4,0.12365424360475026,1.0390265135779408,1.003902651357794,0.11136319665780503,0.11143481612009576,7.161946229072846e-05,-0.14500338749235625,-0.15115350024247823,0.006150112750121978,0.6858145316066112,0.6831533191216975,0.0026612124849136887,101,14
brier_full_shrinkage_g0.25,0.25,71,4,0.12365424360475026,1.0390265135779408,1.0097566283944852,0.11136319665780503,0.11154489676731844,0.0001817001095134052,-0.14500338749235625,-0.1603858748016327,0.015382487309276438,0.6858145316066112,0.6791031074718858,0.006711424134725363,101,14
brier_full_shrinkage_g0.50,0.5,71,4,0.12365424360475026,1.0390265135779408,1.0195132567889704,0.11136319665780503,0.11173546483596954,0.00037226817816450597,-0.14500338749235625,-0.17579224832681908,0.030788860834462833,0.6858145316066112,0.6727825672449604,0.013031964361650772,101,14
brier_full_shrinkage_g0.75,0.75,71,4,0.12365424360475026,1.0390265135779408,1.0292698851834556,0.11136319665780503,0.1119349564496357,0.0005717597918306755,-0.14500338749235625,-0.1912222635520924,0.04621887605973615,0.6858145316066112,0.6663597076762641,0.019454823930347143,101,14
brier_full_shrinkage_g1.00,1.0,71,4,0.12365424360475026,1.0390265135779408,1.0390265135779408,0.11136319665780503,0.11214342680271842,0.0007802301449133936,-0.14500338749235625,-0.20667568023694446,0.061672292744588214,0.6858145316066112,0.6600304275330682,0.025784104073543035,101,14
brier_full_shrinkage_g0.10,0.1,101,0,-0.4083729770532845,0.75,0.975,0.12214142238609951,0.12227720032697946,0.000135777940879947,0.10108449201595608,0.10008335083271924,-0.0010011411832368394,1.27256834532461,1.3050834932261413,0.032515147901531316,101,17
brier_full_shrinkage_g0.25,0.25,101,0,-0.4083729770532845,0.75,0.9375,0.12214142238609951,0.12249245617504315,0.00035103378894363324,0.10108449201595608,0.09835353340582181,-0.002730958610134268,1.27256834532461,1.357125479986305,0.08455713466169512,101,17
brier_full_shrinkage_g0.50,0.5,101,0,-0.4083729770532845,0.75,0.875,0.12214142238609951,0.1228819596480541,0.0007405372619545825,0.10108449201595608,0.09485019428461047,-0.006234297731345609,1.27256834532461,1.4540604372565755,0.18149209193196558,101,17
brier_full_shrinkage_g0.75,0.75,101,0,-0.4083729770532845,0.75,0.8125,0.12214142238609951,0.12330966157792292,0.0011682391918234059,0.10108449201595608,0.09055244801260688,-0.0105320440033492,1.27256834532461,1.5660269733057017,0.2934586279810918,101,17
brier_full_shrinkage_g1.00,1.0,101,0,-0.4083729770532845,0.75,0.75,0.12214142238609951,0.1237753678635049,0.0016339454774053908,0.10108449201595608,0.08543920968129423,-0.01564528233466185,1.27256834532461,1.69643951787734,0.42387117255273,101,17
brier_full_shrinkage_g0.10,0.1,101,1,-0.35625011604874846,0.75,0.975,0.10952336822850231,0.10968952612251906,0.00016615789401674963,-0.20663067864550394,-0.20721045073930172,0.0005797720937977813,1.4977433788717944,1.535760314604153,0.03801693573235854,96,15
brier_full_shrinkage_g0.25,0.25,101,1,-0.35625011604874846,0.75,0.9375,0.10952336822850231,0.10996127672819576,0.000437908499693454,-0.20663067864550394,-0.2083389936680453,0.0017083150225413735,1.4977433788717944,1.5990725531123704,0.10132917424057597,96,15
brier_full_shrinkage_g0.50,0.5,101,1,-0.35625011604874846,0.75,0.875,0.10952336822850231,0.11047472095581448,0.0009513527273121714,-0.20663067864550394,-0.21092763636795248,0.004296957722448536,1.4977433788717944,1.7124931280495905,0.2147497491777961,96,15
brier_full_shrinkage_g0.75,0.75,101,1,-0.35625011604874846,0.75,0.8125,0.10952336822850231,0.1110644403864393,0.0015410721579369874,-0.20663067864550394,-0.2144290237434946,0.0077983450979906555,1.4977433788717944,1.8430065200499994,0.345263141178205,96,15
brier_full_shrinkage_g1.00,1.0,101,1,-0.35625011604874846,0.75,0.75,0.10952336822850231,0.11173092795091778,0.0022075597224154725,-0.20663067864550394,-0.21887495911969315,0.012244280474189212,1.4977433788717944,1.9963600579005303,0.49861667902873585,96,15
brier_full_shrinkage_g0.10,0.1,101,2,-0.20042279761744589,0.8381434443971167,0.9838143444397117,0.11873179561168225,0.1187205938489434,-1.1201762738846655e-05,-0.31678604741936506,-0.317065336495326,0.0002792890759609201,0.6933785082609881,0.7048840098841239,-0.011505501623135794,99,16
brier_full_shrinkage_g0.25,0.25,101,2,-0.20042279761744589,0.8381434443971167,0.9595358610992792,0.11873179561168225,0.11870609894179446,-2.5696669887789736e-05,-0.31678604741936506,-0.31757886900126,0.0007928215818949202,0.6933785082609881,0.7228176192839939,-0.029439111023005782,99,16
brier_full_shrinkage_g0.50,0.5,101,2,-0.20042279761744589,0.8381434443971167,0.9190717221985584,0.11873179561168225,0.11868938782387309,-4.2407787809159436e-05,-0.31678604741936506,-0.31869890365123477,0.0019128562318697084,0.6933785082609881,0.7546416459818437,-0.061263137720855565,99,16
brier_full_shrinkage_g0.75,0.75,101,2,-0.20042279761744589,0.8381434443971167,0.8786075832978375,0.11873179561168225,0.11868451328650614,-4.728232517610398e-05,-0.31678604741936506,-0.32017041431603627,0.0033843668966712093,0.6933785082609881,0.7892267941629907,-0.09584828590200256,99,16
brier_full_shrinkage_g1.00,1.0,101,2,-0.20042279761744589,0.8381434443971167,0.8381434443971167,0.11873179561168225,0.11869500892735595,-3.6786684326300945e-05,-0.31678604741936506,-0.3220208197914382,0.005234772372073149,0.6933785082609881,0.8271718779969316,-0.13379336973594347,99,16
brier_full_shrinkage_g0.10,0.1,101,3,-0.344505335117911,0.8276088190548441,0.9827608819054844,0.1488623671702929,0.148982772217541,0.00012040504724811218,0.34765153740215354,0.35140220717831194,0.0037506697761583996,1.7547924306492764,1.7789854469453497,0.02419301629607329,100,20
brier_full_shrinkage_g0.25,0.25,101,3,-0.344505335117911,0.8276088190548441,0.956902204763711,0.1488623671702929,0.14916562235303155,0.0003032551827386598,0.34765153740215354,0.35699194590394506,0.00934040850179152,1.7547924306492764,1.8272165302599614,0.07242409961068508,100,20
brier_full_shrinkage_g0.50,0.5,101,3,-0.344505335117911,0.8276088190548441,0.913804409527422,0.1488623671702929,0.14947607641946964,0.0006137092491767526,0.34765153740215354,0.3662109205272979,0.01855938312514438,1.7547924306492764,1.913683392605222,0.15889096195594554,100,20
brier_full_shrinkage_g0.75,0.75,101,3,-0.344505335117911,0.8276088190548441,0.870706614291133,0.1488623671702929,0.14979321642879412,0.0009308492585012318,0.34765153740215354,0.37530745950517164,0.027655922103018094,1.7547924306492764,2.008652691163755,0.25386026051447885,100,20
brier_full_shrinkage_g1.00,1.0,101,3,-0.344505335117911,0.8276088190548441,0.8276088190548441,0.1488623671702929,0.1501165385365099,0.0012541713662170273,0.34765153740215354,0.38428060024234595,0.036629062840192406,1.7547924306492764,2.1133657007639286,0.35857327011465223,100,20
brier_full_shrinkage_g0.10,0.1,101,4,0.3360713551993233,1.2047552064355544,1.0204755206435554,0.1336466101265669,0.13408925762665333,0.00044264750008643494,-0.06465723485352311,-0.06653150740761765,0.0018742725540945443,0.2018797058545921,0.19783695714131946,0.004042748713272704,96,15
brier_full_shrinkage_g0.25,0.25,101,4,0.3360713551993233,1.2047552064355544,1.0511888016088886,0.1336466101265669,0.134771940929288,0.0011253308027210918,-0.06465723485352311,-0.06954694932539968,0.004889714471876569,0.2018797058545921,0.1920626332512935,0.009817072603298671,96,15
brier_full_shrinkage_g0.50,0.5,101,4,0.3360713551993233,1.2047552064355544,1.1023776032177772,0.1336466101265669,0.13595884796200253,0.002312237835435632,-0.06465723485352311,-0.07510680268963242,0.010449567836109314,0.2018797058545921,0.1831437729627412,0.018735932891850937,96,15
brier_full_shrinkage_g0.75,0.75,101,4,0.3360713551993233,1.2047552064355544,1.1535664048266658,0.1336466101265669,0.13720566703517864,0.0035590569086117463,-0.06465723485352311,-0.0813180032075077,0.016660768353984598,0.2018797058545921,0.17501721115104923,0.02686249470354285,96,15
brier_full_shrinkage_g1.00,1.0,101,4,0.3360713551993233,1.2047552064355544,1.2047552064355544,0.1336466101265669,0.1385104775994299,0.004863867472862993,-0.06465723485352311,-0.08816168481540769,0.023504449961884583,0.2018797058545921,0.16758465156545235,0.034295054289139815,96,15
