candidate,gamma,seed,outer_fold,alpha_brier,beta_brier,beta_effective,ipcw_brier_raw,ipcw_brier_candidate,delta_ipcw_brier,citl_raw,citl_candidate,abs_citl_error_deterioration,slope_raw,slope_candidate,abs_slope_error_deterioration,n_evaluable,events_evaluable
brier_full_shrinkage_g0.10,0.1,17,2,0.045251649919914164,0.9907392172710906,0.9990739217271091,0.11454584388648568,0.1145670883522512,2.1244465765513088e-05,-0.1443776966255575,-0.1503755069565472,0.0059978103309897,1.5505068334020167,1.5518965148982737,0.001389681496257067,105,16
brier_full_shrinkage_g0.25,0.25,17,2,0.045251649919914164,0.9907392172710906,0.9976848043177726,0.11454584388648568,0.11460163294893586,5.578906245017057e-05,-0.1443776966255575,-0.15937243111043625,0.014994734484878758,1.5505068334020167,1.554625987302793,0.004119153900776329,105,16
brier_full_shrinkage_g0.50,0.5,17,2,0.045251649919914164,0.9907392172710906,0.9953696086355452,0.11454584388648568,0.11466647515119897,0.000120631264713289,-0.1443776966255575,-0.17436786132648732,0.029990164700929828,1.5505068334020167,1.5574976473631186,0.006990813961101905,105,16
brier_full_shrinkage_g0.75,0.75,17,2,0.045251649919914164,0.9907392172710906,0.993054412953318,0.11454584388648568,0.11474061043172237,0.00019476654523668813,-0.1443776966255575,-0.18936398764918957,0.04498629102363208,1.5505068334020167,1.5617375845405734,0.01123075113855676,105,16
brier_full_shrinkage_g1.00,1.0,17,2,0.045251649919914164,0.9907392172710906,0.9907392172710906,0.11454584388648568,0.11482428204273665,0.00027843815625096247,-0.1443776966255575,-0.20436081045821458,0.05998311383265709,1.5505068334020167,1.565705634451032,0.015198801049015387,105,16
brier_full_shrinkage_g0.10,0.1,17,3,-0.11540632899869419,0.9011578835666724,0.9901157883566672,0.11736647687204238,0.11744465877778519,7.81819057428107e-05,-0.08634133955648575,-0.09032577895935835,0.003984439402872603,2.36224069563968,2.385820854928678,0.023580159288997926,99,16
brier_full_shrinkage_g0.25,0.25,17,3,-0.11540632899869419,0.9011578835666724,0.9752894708916681,0.11736647687204238,0.11756441882822725,0.00019794195618487442,-0.08634133955648575,-0.09632389325386645,0.0099825536973807,2.36224069563968,2.42030326722178,0.05806257158209993,99,16
brier_full_shrinkage_g0.50,0.5,17,3,-0.11540632899869419,0.9011578835666724,0.9505789417833361,0.11736647687204238,0.1177708041404009,0.00040432726835852584,-0.08634133955648575,-0.10637820789232497,0.020036868335839217,2.36224069563968,2.4850184914038995,0.12277779576421954,99,16
brier_full_shrinkage_g0.75,0.75,17,3,-0.11540632899869419,0.9011578835666724,0.9258684126750043,0.11736647687204238,0.11798592555455108,0.000619448682508697,-0.08634133955648575,-0.11650473474819918,0.030163395191713432,2.36224069563968,2.5513526741409875,0.18911197850130756,99,16
brier_full_shrinkage_g1.00,1.0,17,3,-0.11540632899869419,0.9011578835666724,0.9011578835666724,0.11736647687204238,0.1182100858341182,0.0008436089620758175,-0.08634133955648575,-0.12670391636085918,0.040362576804373426,2.36224069563968,2.6214527653481703,0.2592120697084903,99,16
