study,seed,scenario,gate_variant,profile,action,count,rate,non_abstention_coverage
HANCOCK,29,measurement_noise_0.5sd,full_equal_weight,80,FALLBACK,14,0.11475409836065574,0.8032786885245902
HANCOCK,29,measurement_noise_0.5sd,full_equal_weight,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,measurement_noise_0.5sd,full_learned_nonnegative,100,AUGMENT,122,1.0,1.0
HANCOCK,29,measurement_noise_0.5sd,full_learned_nonnegative,100,FALLBACK,0,0.0,1.0
HANCOCK,29,measurement_noise_0.5sd,full_learned_nonnegative,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,measurement_noise_0.5sd,full_learned_nonnegative,90,AUGMENT,104,0.8524590163934426,0.9016393442622951
HANCOCK,29,measurement_noise_0.5sd,full_learned_nonnegative,90,FALLBACK,6,0.04918032786885246,0.9016393442622951
HANCOCK,29,measurement_noise_0.5sd,full_learned_nonnegative,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,measurement_noise_0.5sd,full_learned_nonnegative,80,AUGMENT,81,0.6639344262295082,0.8032786885245902
HANCOCK,29,measurement_noise_0.5sd,full_learned_nonnegative,80,FALLBACK,17,0.13934426229508196,0.8032786885245902
HANCOCK,29,measurement_noise_0.5sd,full_learned_nonnegative,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,location_shift_1sd,ood_only,100,AUGMENT,122,1.0,1.0
HANCOCK,29,location_shift_1sd,ood_only,100,FALLBACK,0,0.0,1.0
HANCOCK,29,location_shift_1sd,ood_only,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,location_shift_1sd,ood_only,90,AUGMENT,82,0.6721311475409836,0.9016393442622951
HANCOCK,29,location_shift_1sd,ood_only,90,FALLBACK,28,0.22950819672131148,0.9016393442622951
HANCOCK,29,location_shift_1sd,ood_only,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,location_shift_1sd,ood_only,80,AUGMENT,51,0.4180327868852459,0.8032786885245902
HANCOCK,29,location_shift_1sd,ood_only,80,FALLBACK,47,0.38524590163934425,0.8032786885245902
HANCOCK,29,location_shift_1sd,ood_only,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,location_shift_1sd,uncertainty_only,100,AUGMENT,122,1.0,1.0
HANCOCK,29,location_shift_1sd,uncertainty_only,100,FALLBACK,0,0.0,1.0
HANCOCK,29,location_shift_1sd,uncertainty_only,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,location_shift_1sd,uncertainty_only,90,AUGMENT,93,0.7622950819672131,0.9016393442622951
HANCOCK,29,location_shift_1sd,uncertainty_only,90,FALLBACK,17,0.13934426229508196,0.9016393442622951
HANCOCK,29,location_shift_1sd,uncertainty_only,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,location_shift_1sd,uncertainty_only,80,AUGMENT,71,0.5819672131147541,0.8032786885245902
HANCOCK,29,location_shift_1sd,uncertainty_only,80,FALLBACK,27,0.22131147540983606,0.8032786885245902
HANCOCK,29,location_shift_1sd,uncertainty_only,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,location_shift_1sd,full_equal_weight,100,AUGMENT,122,1.0,1.0
HANCOCK,29,location_shift_1sd,full_equal_weight,100,FALLBACK,0,0.0,1.0
HANCOCK,29,location_shift_1sd,full_equal_weight,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,location_shift_1sd,full_equal_weight,90,AUGMENT,92,0.7540983606557377,0.9016393442622951
HANCOCK,29,location_shift_1sd,full_equal_weight,90,FALLBACK,18,0.14754098360655737,0.9016393442622951
HANCOCK,29,location_shift_1sd,full_equal_weight,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,location_shift_1sd,full_equal_weight,80,AUGMENT,74,0.6065573770491803,0.8032786885245902
HANCOCK,29,location_shift_1sd,full_equal_weight,80,FALLBACK,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,location_shift_1sd,full_equal_weight,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,location_shift_1sd,full_learned_nonnegative,100,AUGMENT,122,1.0,1.0
HANCOCK,29,location_shift_1sd,full_learned_nonnegative,100,FALLBACK,0,0.0,1.0
HANCOCK,29,location_shift_1sd,full_learned_nonnegative,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,location_shift_1sd,full_learned_nonnegative,90,AUGMENT,99,0.8114754098360656,0.9016393442622951
HANCOCK,29,location_shift_1sd,full_learned_nonnegative,90,FALLBACK,11,0.09016393442622951,0.9016393442622951
HANCOCK,29,location_shift_1sd,full_learned_nonnegative,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,location_shift_1sd,full_learned_nonnegative,80,AUGMENT,70,0.5737704918032787,0.8032786885245902
HANCOCK,29,location_shift_1sd,full_learned_nonnegative,80,FALLBACK,28,0.22950819672131148,0.8032786885245902
HANCOCK,29,location_shift_1sd,full_learned_nonnegative,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,row_permutation_negative_control,ood_only,100,AUGMENT,122,1.0,1.0
HANCOCK,29,row_permutation_negative_control,ood_only,100,FALLBACK,0,0.0,1.0
HANCOCK,29,row_permutation_negative_control,ood_only,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,row_permutation_negative_control,ood_only,90,AUGMENT,98,0.8032786885245902,0.9016393442622951
HANCOCK,29,row_permutation_negative_control,ood_only,90,FALLBACK,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,row_permutation_negative_control,ood_only,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,row_permutation_negative_control,ood_only,80,AUGMENT,77,0.6311475409836066,0.8032786885245902
HANCOCK,29,row_permutation_negative_control,ood_only,80,FALLBACK,21,0.1721311475409836,0.8032786885245902
HANCOCK,29,row_permutation_negative_control,ood_only,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,row_permutation_negative_control,uncertainty_only,100,AUGMENT,122,1.0,1.0
HANCOCK,29,row_permutation_negative_control,uncertainty_only,100,FALLBACK,0,0.0,1.0
HANCOCK,29,row_permutation_negative_control,uncertainty_only,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,row_permutation_negative_control,uncertainty_only,90,AUGMENT,103,0.8442622950819673,0.9016393442622951
HANCOCK,29,row_permutation_negative_control,uncertainty_only,90,FALLBACK,7,0.05737704918032787,0.9016393442622951
HANCOCK,29,row_permutation_negative_control,uncertainty_only,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,row_permutation_negative_control,uncertainty_only,80,AUGMENT,84,0.6885245901639344,0.8032786885245902
HANCOCK,29,row_permutation_negative_control,uncertainty_only,80,FALLBACK,14,0.11475409836065574,0.8032786885245902
HANCOCK,29,row_permutation_negative_control,uncertainty_only,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,row_permutation_negative_control,full_equal_weight,100,AUGMENT,121,0.9918032786885246,1.0
HANCOCK,29,row_permutation_negative_control,full_equal_weight,100,FALLBACK,1,0.00819672131147541,1.0
HANCOCK,29,row_permutation_negative_control,full_equal_weight,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,row_permutation_negative_control,full_equal_weight,90,AUGMENT,103,0.8442622950819673,0.9016393442622951
HANCOCK,29,row_permutation_negative_control,full_equal_weight,90,FALLBACK,7,0.05737704918032787,0.9016393442622951
HANCOCK,29,row_permutation_negative_control,full_equal_weight,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,row_permutation_negative_control,full_equal_weight,80,AUGMENT,84,0.6885245901639344,0.8032786885245902
HANCOCK,29,row_permutation_negative_control,full_equal_weight,80,FALLBACK,14,0.11475409836065574,0.8032786885245902
HANCOCK,29,row_permutation_negative_control,full_equal_weight,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,row_permutation_negative_control,full_learned_nonnegative,100,AUGMENT,122,1.0,1.0
HANCOCK,29,row_permutation_negative_control,full_learned_nonnegative,100,FALLBACK,0,0.0,1.0
HANCOCK,29,row_permutation_negative_control,full_learned_nonnegative,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,row_permutation_negative_control,full_learned_nonnegative,90,AUGMENT,104,0.8524590163934426,0.9016393442622951
HANCOCK,29,row_permutation_negative_control,full_learned_nonnegative,90,FALLBACK,6,0.04918032786885246,0.9016393442622951
HANCOCK,29,row_permutation_negative_control,full_learned_nonnegative,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,row_permutation_negative_control,full_learned_nonnegative,80,AUGMENT,83,0.680327868852459,0.8032786885245902
HANCOCK,29,row_permutation_negative_control,full_learned_nonnegative,80,FALLBACK,15,0.12295081967213115,0.8032786885245902
HANCOCK,29,row_permutation_negative_control,full_learned_nonnegative,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,complete_modality_dropout,ood_only,100,AUGMENT,0,0.0,1.0
HANCOCK,29,complete_modality_dropout,ood_only,100,FALLBACK,122,1.0,1.0
HANCOCK,29,complete_modality_dropout,ood_only,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,complete_modality_dropout,ood_only,90,AUGMENT,0,0.0,0.9016393442622951
HANCOCK,29,complete_modality_dropout,ood_only,90,FALLBACK,110,0.9016393442622951,0.9016393442622951
HANCOCK,29,complete_modality_dropout,ood_only,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,complete_modality_dropout,ood_only,80,AUGMENT,0,0.0,0.8032786885245902
HANCOCK,29,complete_modality_dropout,ood_only,80,FALLBACK,98,0.8032786885245902,0.8032786885245902
HANCOCK,29,complete_modality_dropout,ood_only,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,complete_modality_dropout,uncertainty_only,100,AUGMENT,0,0.0,1.0
HANCOCK,29,complete_modality_dropout,uncertainty_only,100,FALLBACK,122,1.0,1.0
HANCOCK,29,complete_modality_dropout,uncertainty_only,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,complete_modality_dropout,uncertainty_only,90,AUGMENT,0,0.0,0.9016393442622951
HANCOCK,29,complete_modality_dropout,uncertainty_only,90,FALLBACK,110,0.9016393442622951,0.9016393442622951
HANCOCK,29,complete_modality_dropout,uncertainty_only,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,complete_modality_dropout,uncertainty_only,80,AUGMENT,0,0.0,0.8032786885245902
HANCOCK,29,complete_modality_dropout,uncertainty_only,80,FALLBACK,98,0.8032786885245902,0.8032786885245902
HANCOCK,29,complete_modality_dropout,uncertainty_only,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,complete_modality_dropout,full_equal_weight,100,AUGMENT,0,0.0,1.0
HANCOCK,29,complete_modality_dropout,full_equal_weight,100,FALLBACK,122,1.0,1.0
HANCOCK,29,complete_modality_dropout,full_equal_weight,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,complete_modality_dropout,full_equal_weight,90,AUGMENT,0,0.0,0.9016393442622951
HANCOCK,29,complete_modality_dropout,full_equal_weight,90,FALLBACK,110,0.9016393442622951,0.9016393442622951
HANCOCK,29,complete_modality_dropout,full_equal_weight,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,complete_modality_dropout,full_equal_weight,80,AUGMENT,0,0.0,0.8032786885245902
HANCOCK,29,complete_modality_dropout,full_equal_weight,80,FALLBACK,98,0.8032786885245902,0.8032786885245902
HANCOCK,29,complete_modality_dropout,full_equal_weight,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,complete_modality_dropout,full_learned_nonnegative,100,AUGMENT,0,0.0,1.0
HANCOCK,29,complete_modality_dropout,full_learned_nonnegative,100,FALLBACK,122,1.0,1.0
HANCOCK,29,complete_modality_dropout,full_learned_nonnegative,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,complete_modality_dropout,full_learned_nonnegative,90,AUGMENT,0,0.0,0.9016393442622951
HANCOCK,29,complete_modality_dropout,full_learned_nonnegative,90,FALLBACK,110,0.9016393442622951,0.9016393442622951
HANCOCK,29,complete_modality_dropout,full_learned_nonnegative,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,complete_modality_dropout,full_learned_nonnegative,80,AUGMENT,0,0.0,0.8032786885245902
HANCOCK,29,complete_modality_dropout,full_learned_nonnegative,80,FALLBACK,98,0.8032786885245902,0.8032786885245902
HANCOCK,29,complete_modality_dropout,full_learned_nonnegative,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,blood_block_dropout_30pct_rows,ood_only,100,AUGMENT,120,0.9836065573770492,1.0
HANCOCK,29,blood_block_dropout_30pct_rows,ood_only,100,FALLBACK,2,0.01639344262295082,1.0
HANCOCK,29,blood_block_dropout_30pct_rows,ood_only,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,blood_block_dropout_30pct_rows,ood_only,90,AUGMENT,101,0.8278688524590164,0.9016393442622951
HANCOCK,29,blood_block_dropout_30pct_rows,ood_only,90,FALLBACK,9,0.07377049180327869,0.9016393442622951
HANCOCK,29,blood_block_dropout_30pct_rows,ood_only,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,blood_block_dropout_30pct_rows,ood_only,80,AUGMENT,81,0.6639344262295082,0.8032786885245902
HANCOCK,29,blood_block_dropout_30pct_rows,ood_only,80,FALLBACK,17,0.13934426229508196,0.8032786885245902
HANCOCK,29,blood_block_dropout_30pct_rows,ood_only,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,blood_block_dropout_30pct_rows,uncertainty_only,100,AUGMENT,120,0.9836065573770492,1.0
HANCOCK,29,blood_block_dropout_30pct_rows,uncertainty_only,100,FALLBACK,2,0.01639344262295082,1.0
HANCOCK,29,blood_block_dropout_30pct_rows,uncertainty_only,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,blood_block_dropout_30pct_rows,uncertainty_only,90,AUGMENT,103,0.8442622950819673,0.9016393442622951
HANCOCK,29,blood_block_dropout_30pct_rows,uncertainty_only,90,FALLBACK,7,0.05737704918032787,0.9016393442622951
HANCOCK,29,blood_block_dropout_30pct_rows,uncertainty_only,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,blood_block_dropout_30pct_rows,uncertainty_only,80,AUGMENT,87,0.7131147540983607,0.8032786885245902
HANCOCK,29,blood_block_dropout_30pct_rows,uncertainty_only,80,FALLBACK,11,0.09016393442622951,0.8032786885245902
HANCOCK,29,blood_block_dropout_30pct_rows,uncertainty_only,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,blood_block_dropout_30pct_rows,full_equal_weight,100,AUGMENT,120,0.9836065573770492,1.0
HANCOCK,29,blood_block_dropout_30pct_rows,full_equal_weight,100,FALLBACK,2,0.01639344262295082,1.0
HANCOCK,29,blood_block_dropout_30pct_rows,full_equal_weight,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,blood_block_dropout_30pct_rows,full_equal_weight,90,AUGMENT,106,0.8688524590163934,0.9016393442622951
HANCOCK,29,blood_block_dropout_30pct_rows,full_equal_weight,90,FALLBACK,4,0.03278688524590164,0.9016393442622951
HANCOCK,29,blood_block_dropout_30pct_rows,full_equal_weight,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,blood_block_dropout_30pct_rows,full_equal_weight,80,AUGMENT,90,0.7377049180327869,0.8032786885245902
HANCOCK,29,blood_block_dropout_30pct_rows,full_equal_weight,80,FALLBACK,8,0.06557377049180328,0.8032786885245902
HANCOCK,29,blood_block_dropout_30pct_rows,full_equal_weight,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,blood_block_dropout_30pct_rows,full_learned_nonnegative,100,AUGMENT,120,0.9836065573770492,1.0
HANCOCK,29,blood_block_dropout_30pct_rows,full_learned_nonnegative,100,FALLBACK,2,0.01639344262295082,1.0
HANCOCK,29,blood_block_dropout_30pct_rows,full_learned_nonnegative,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,blood_block_dropout_30pct_rows,full_learned_nonnegative,90,AUGMENT,104,0.8524590163934426,0.9016393442622951
HANCOCK,29,blood_block_dropout_30pct_rows,full_learned_nonnegative,90,FALLBACK,6,0.04918032786885246,0.9016393442622951
HANCOCK,29,blood_block_dropout_30pct_rows,full_learned_nonnegative,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,blood_block_dropout_30pct_rows,full_learned_nonnegative,80,AUGMENT,89,0.7295081967213115,0.8032786885245902
HANCOCK,29,blood_block_dropout_30pct_rows,full_learned_nonnegative,80,FALLBACK,9,0.07377049180327869,0.8032786885245902
HANCOCK,29,blood_block_dropout_30pct_rows,full_learned_nonnegative,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,tma_block_dropout_30pct_rows,ood_only,100,AUGMENT,115,0.9426229508196722,1.0
HANCOCK,29,tma_block_dropout_30pct_rows,ood_only,100,FALLBACK,7,0.05737704918032787,1.0
HANCOCK,29,tma_block_dropout_30pct_rows,ood_only,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,tma_block_dropout_30pct_rows,ood_only,90,AUGMENT,85,0.6967213114754098,0.9016393442622951
HANCOCK,29,tma_block_dropout_30pct_rows,ood_only,90,FALLBACK,25,0.20491803278688525,0.9016393442622951
HANCOCK,29,tma_block_dropout_30pct_rows,ood_only,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,tma_block_dropout_30pct_rows,ood_only,80,AUGMENT,64,0.5245901639344263,0.8032786885245902
HANCOCK,29,tma_block_dropout_30pct_rows,ood_only,80,FALLBACK,34,0.2786885245901639,0.8032786885245902
HANCOCK,29,tma_block_dropout_30pct_rows,ood_only,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,tma_block_dropout_30pct_rows,uncertainty_only,100,AUGMENT,115,0.9426229508196722,1.0
HANCOCK,29,tma_block_dropout_30pct_rows,uncertainty_only,100,FALLBACK,7,0.05737704918032787,1.0
HANCOCK,29,tma_block_dropout_30pct_rows,uncertainty_only,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,tma_block_dropout_30pct_rows,uncertainty_only,90,AUGMENT,94,0.7704918032786885,0.9016393442622951
HANCOCK,29,tma_block_dropout_30pct_rows,uncertainty_only,90,FALLBACK,16,0.13114754098360656,0.9016393442622951
HANCOCK,29,tma_block_dropout_30pct_rows,uncertainty_only,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,tma_block_dropout_30pct_rows,uncertainty_only,80,AUGMENT,78,0.639344262295082,0.8032786885245902
HANCOCK,29,tma_block_dropout_30pct_rows,uncertainty_only,80,FALLBACK,20,0.16393442622950818,0.8032786885245902
HANCOCK,29,tma_block_dropout_30pct_rows,uncertainty_only,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,tma_block_dropout_30pct_rows,full_equal_weight,100,AUGMENT,115,0.9426229508196722,1.0
HANCOCK,29,tma_block_dropout_30pct_rows,full_equal_weight,100,FALLBACK,7,0.05737704918032787,1.0
HANCOCK,29,tma_block_dropout_30pct_rows,full_equal_weight,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,tma_block_dropout_30pct_rows,full_equal_weight,90,AUGMENT,93,0.7622950819672131,0.9016393442622951
HANCOCK,29,tma_block_dropout_30pct_rows,full_equal_weight,90,FALLBACK,17,0.13934426229508196,0.9016393442622951
HANCOCK,29,tma_block_dropout_30pct_rows,full_equal_weight,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,tma_block_dropout_30pct_rows,full_equal_weight,80,AUGMENT,77,0.6311475409836066,0.8032786885245902
HANCOCK,29,tma_block_dropout_30pct_rows,full_equal_weight,80,FALLBACK,21,0.1721311475409836,0.8032786885245902
HANCOCK,29,tma_block_dropout_30pct_rows,full_equal_weight,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,tma_block_dropout_30pct_rows,full_learned_nonnegative,100,AUGMENT,115,0.9426229508196722,1.0
HANCOCK,29,tma_block_dropout_30pct_rows,full_learned_nonnegative,100,FALLBACK,7,0.05737704918032787,1.0
HANCOCK,29,tma_block_dropout_30pct_rows,full_learned_nonnegative,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,tma_block_dropout_30pct_rows,full_learned_nonnegative,90,AUGMENT,96,0.7868852459016393,0.9016393442622951
HANCOCK,29,tma_block_dropout_30pct_rows,full_learned_nonnegative,90,FALLBACK,14,0.11475409836065574,0.9016393442622951
HANCOCK,29,tma_block_dropout_30pct_rows,full_learned_nonnegative,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,tma_block_dropout_30pct_rows,full_learned_nonnegative,80,AUGMENT,79,0.6475409836065574,0.8032786885245902
HANCOCK,29,tma_block_dropout_30pct_rows,full_learned_nonnegative,80,FALLBACK,19,0.1557377049180328,0.8032786885245902
HANCOCK,29,tma_block_dropout_30pct_rows,full_learned_nonnegative,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,blood_and_tma_dropout_30pct_rows,ood_only,100,AUGMENT,85,0.6967213114754098,1.0
HANCOCK,29,blood_and_tma_dropout_30pct_rows,ood_only,100,FALLBACK,37,0.30327868852459017,1.0
HANCOCK,29,blood_and_tma_dropout_30pct_rows,ood_only,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,blood_and_tma_dropout_30pct_rows,ood_only,90,AUGMENT,70,0.5737704918032787,0.9016393442622951
HANCOCK,29,blood_and_tma_dropout_30pct_rows,ood_only,90,FALLBACK,40,0.32786885245901637,0.9016393442622951
HANCOCK,29,blood_and_tma_dropout_30pct_rows,ood_only,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,blood_and_tma_dropout_30pct_rows,ood_only,80,AUGMENT,59,0.48360655737704916,0.8032786885245902
HANCOCK,29,blood_and_tma_dropout_30pct_rows,ood_only,80,FALLBACK,39,0.319672131147541,0.8032786885245902
HANCOCK,29,blood_and_tma_dropout_30pct_rows,ood_only,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,blood_and_tma_dropout_30pct_rows,uncertainty_only,100,AUGMENT,85,0.6967213114754098,1.0
HANCOCK,29,blood_and_tma_dropout_30pct_rows,uncertainty_only,100,FALLBACK,37,0.30327868852459017,1.0
HANCOCK,29,blood_and_tma_dropout_30pct_rows,uncertainty_only,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,blood_and_tma_dropout_30pct_rows,uncertainty_only,90,AUGMENT,72,0.5901639344262295,0.9016393442622951
HANCOCK,29,blood_and_tma_dropout_30pct_rows,uncertainty_only,90,FALLBACK,38,0.3114754098360656,0.9016393442622951
HANCOCK,29,blood_and_tma_dropout_30pct_rows,uncertainty_only,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,blood_and_tma_dropout_30pct_rows,uncertainty_only,80,AUGMENT,60,0.4918032786885246,0.8032786885245902
HANCOCK,29,blood_and_tma_dropout_30pct_rows,uncertainty_only,80,FALLBACK,38,0.3114754098360656,0.8032786885245902
HANCOCK,29,blood_and_tma_dropout_30pct_rows,uncertainty_only,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,blood_and_tma_dropout_30pct_rows,full_equal_weight,100,AUGMENT,85,0.6967213114754098,1.0
HANCOCK,29,blood_and_tma_dropout_30pct_rows,full_equal_weight,100,FALLBACK,37,0.30327868852459017,1.0
HANCOCK,29,blood_and_tma_dropout_30pct_rows,full_equal_weight,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,blood_and_tma_dropout_30pct_rows,full_equal_weight,90,AUGMENT,74,0.6065573770491803,0.9016393442622951
HANCOCK,29,blood_and_tma_dropout_30pct_rows,full_equal_weight,90,FALLBACK,36,0.29508196721311475,0.9016393442622951
HANCOCK,29,blood_and_tma_dropout_30pct_rows,full_equal_weight,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,blood_and_tma_dropout_30pct_rows,full_equal_weight,80,AUGMENT,63,0.5163934426229508,0.8032786885245902
HANCOCK,29,blood_and_tma_dropout_30pct_rows,full_equal_weight,80,FALLBACK,35,0.28688524590163933,0.8032786885245902
HANCOCK,29,blood_and_tma_dropout_30pct_rows,full_equal_weight,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,blood_and_tma_dropout_30pct_rows,full_learned_nonnegative,100,AUGMENT,85,0.6967213114754098,1.0
HANCOCK,29,blood_and_tma_dropout_30pct_rows,full_learned_nonnegative,100,FALLBACK,37,0.30327868852459017,1.0
HANCOCK,29,blood_and_tma_dropout_30pct_rows,full_learned_nonnegative,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,blood_and_tma_dropout_30pct_rows,full_learned_nonnegative,90,AUGMENT,73,0.5983606557377049,0.9016393442622951
HANCOCK,29,blood_and_tma_dropout_30pct_rows,full_learned_nonnegative,90,FALLBACK,37,0.30327868852459017,0.9016393442622951
HANCOCK,29,blood_and_tma_dropout_30pct_rows,full_learned_nonnegative,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,blood_and_tma_dropout_30pct_rows,full_learned_nonnegative,80,AUGMENT,62,0.5081967213114754,0.8032786885245902
HANCOCK,29,blood_and_tma_dropout_30pct_rows,full_learned_nonnegative,80,FALLBACK,36,0.29508196721311475,0.8032786885245902
HANCOCK,29,blood_and_tma_dropout_30pct_rows,full_learned_nonnegative,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,oropharynx_targeted_tma_dropout,ood_only,100,AUGMENT,122,1.0,1.0
HANCOCK,29,oropharynx_targeted_tma_dropout,ood_only,100,FALLBACK,0,0.0,1.0
HANCOCK,29,oropharynx_targeted_tma_dropout,ood_only,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,oropharynx_targeted_tma_dropout,ood_only,90,AUGMENT,100,0.819672131147541,0.9016393442622951
HANCOCK,29,oropharynx_targeted_tma_dropout,ood_only,90,FALLBACK,10,0.08196721311475409,0.9016393442622951
HANCOCK,29,oropharynx_targeted_tma_dropout,ood_only,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,oropharynx_targeted_tma_dropout,ood_only,80,AUGMENT,78,0.639344262295082,0.8032786885245902
HANCOCK,29,oropharynx_targeted_tma_dropout,ood_only,80,FALLBACK,20,0.16393442622950818,0.8032786885245902
HANCOCK,29,oropharynx_targeted_tma_dropout,ood_only,80,ABSTAIN,24,0.19672131147540983,0.8032786885245902
HANCOCK,29,oropharynx_targeted_tma_dropout,uncertainty_only,100,AUGMENT,122,1.0,1.0
HANCOCK,29,oropharynx_targeted_tma_dropout,uncertainty_only,100,FALLBACK,0,0.0,1.0
HANCOCK,29,oropharynx_targeted_tma_dropout,uncertainty_only,100,ABSTAIN,0,0.0,1.0
HANCOCK,29,oropharynx_targeted_tma_dropout,uncertainty_only,90,AUGMENT,101,0.8278688524590164,0.9016393442622951
HANCOCK,29,oropharynx_targeted_tma_dropout,uncertainty_only,90,FALLBACK,9,0.07377049180327869,0.9016393442622951
HANCOCK,29,oropharynx_targeted_tma_dropout,uncertainty_only,90,ABSTAIN,12,0.09836065573770492,0.9016393442622951
HANCOCK,29,oropharynx_targeted_tma_dropout,uncertainty_only,80,AUGMENT,84,0.6885245901639344,0.8032786885245902
HANCOCK,29,oropharynx_targeted_tma_dropout,uncertainty_only,80,FALLBACK,14,0.11475409836065574,0.8032786885245902
