study,seed,scenario,model,gate_variant,profile,coverage,n,events,ipcw_evaluable_weight,ipcw_brier,harrell_c,uno_c,auc_horizon,calibration_in_the_large,calibration_slope,mean_predicted_risk,b2_subset_ipcw_brier,b6_subset_ipcw_brier
HANCOCK,29,row_permutation_negative_control,M0,none,full,1.0,122.0,38.0,121.33108167594078,0.14975731069388704,0.613746731415764,0.6564709233564769,0.6685501725522557,0.36121460687925416,17.677787531320302,0.13491842490673261,,
HANCOCK,29,row_permutation_negative_control,B7,ood_only,100,1.0,122.0,38.0,121.33108167594078,0.14938268354737788,0.6570788195741502,0.6350955964544536,0.6576548652323327,0.3672923323053202,0.7108651108990213,0.1421728276092045,0.14602695410991687,0.14938268354737788
HANCOCK,29,row_permutation_negative_control,B7,ood_only,90,0.9016393442622951,110.0,33.0,108.32042808439553,0.1387465254234519,0.6590114827758362,0.6250246401493168,0.6420618312531368,0.3853909624411877,1.3097421361326576,0.12958208193949208,0.14134650691015552,0.14650106437980503
HANCOCK,29,row_permutation_negative_control,B7,ood_only,80,0.8032786885245902,98.0,25.0,96.64965492157674,0.12423894370420178,0.6537890044576523,0.6092741164140192,0.619211054645532,0.2434614368715971,1.5301460738365171,0.1255100107617159,0.12423962678582273,0.13189453792903186
HANCOCK,29,row_permutation_negative_control,B7,uncertainty_only,100,1.0,122.0,38.0,121.33108167594078,0.14938268354737788,0.6570788195741502,0.6350955964544536,0.6576548652323327,0.3672923323053202,0.7108651108990213,0.1421728276092045,0.14602695410991687,0.14938268354737788
HANCOCK,29,row_permutation_negative_control,B7,uncertainty_only,90,0.9016393442622951,110.0,31.0,109.74866030637048,0.11245920154205952,0.6284796573875803,0.5850276533980988,0.5923960881010466,0.11134492869763925,0.8606753354786324,0.11976236046919839,0.11218077934189863,0.11418223891763213
HANCOCK,29,row_permutation_negative_control,B7,uncertainty_only,80,0.8032786885245902,98.0,28.0,98.80650945475632,0.11593549376656274,0.6313645621181263,0.613560100931238,0.6163352204929564,0.19238468427449862,1.211524593828088,0.11238148672301627,0.11589536051095872,0.12176248998777683
HANCOCK,29,row_permutation_negative_control,B7,full_equal_weight,100,1.0,122.0,38.0,121.33108167594078,0.1459136870921892,0.6585730295106462,0.6366129336087774,0.6595251960633424,0.3972972479963878,0.9969169175568872,0.1388648413150517,0.14602695410991687,0.14938268354737788
HANCOCK,29,row_permutation_negative_control,B7,full_equal_weight,90,0.9016393442622951,110.0,32.0,111.22735551040233,0.12395354426247807,0.6442357850808555,0.6103976465963942,0.6195028862088503,0.15242435031575657,0.6401403772139121,0.12377736687379558,0.12004185909198678,0.12532042973404692
HANCOCK,29,row_permutation_negative_control,B7,full_equal_weight,80,0.8032786885245902,98.0,28.0,98.8755275527463,0.11597212978575515,0.6354447439353099,0.6106217848971994,0.6175558927646584,0.17768151811411648,1.2628961963312342,0.11616549401731215,0.11552081633580108,0.12108878097489288
HANCOCK,29,row_permutation_negative_control,B7,full_learned_nonnegative,100,1.0,122.0,38.0,121.33108167594078,0.14938268354737788,0.6570788195741502,0.6350955964544536,0.6576548652323327,0.3672923323053202,0.7108651108990213,0.1421728276092045,0.14602695410991687,0.14938268354737788
HANCOCK,29,row_permutation_negative_control,B7,full_learned_nonnegative,90,0.9016393442622951,110.0,32.0,111.32222633952101,0.12438007556687587,0.608171817705605,0.5649738521240618,0.5758137112368729,0.1928588428762386,0.5853079911821139,0.12200694489544786,0.12067865321142358,0.12902357799723652
HANCOCK,29,row_permutation_negative_control,B7,full_learned_nonnegative,80,0.8032786885245902,98.0,24.0,98.10185740920528,0.09407805585433143,0.6234203875315922,0.5684101903588576,0.5684349266841525,-0.14596475699937556,0.37151364411171595,0.1165795132063425,0.09223729046539321,0.0988034246677916
HANCOCK,29,complete_modality_dropout,B2,none,full,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,,
HANCOCK,29,complete_modality_dropout,B3,none,full,1.0,122.0,38.0,121.33108167594078,0.1395186818994406,0.6574523720582742,0.6868113799857128,0.7244082215010708,0.3788492547515765,1.4631735363863188,0.14069947941013589,,
HANCOCK,29,complete_modality_dropout,B4,none,full,1.0,122.0,38.0,121.33108167594078,0.15268433175689758,0.5,0.5,0.5,0.49896717458990153,,0.11972701451852957,,
HANCOCK,29,complete_modality_dropout,B5,none,full,1.0,122.0,38.0,121.33108167594078,0.1486240497117304,0.6283152782966007,0.6552151311278934,0.6791875817887421,0.4873609187176282,2.7178406803373583,0.12281535436635332,,
HANCOCK,29,complete_modality_dropout,B6,none,full,1.0,122.0,38.0,121.33108167594078,0.1495387370680121,0.6327979081060889,0.6596807967156807,0.690132279155643,0.4968815231542434,3.998120364852958,0.12164830584743137,,
HANCOCK,29,complete_modality_dropout,M0,none,full,1.0,122.0,38.0,121.33108167594078,0.14975731069388704,0.613746731415764,0.6564709233564769,0.6685501725522557,0.36121460687925416,17.677787531320302,0.13491842490673261,,
HANCOCK,29,complete_modality_dropout,B7,ood_only,100,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,0.14602695410991687,0.1495387370680121
HANCOCK,29,complete_modality_dropout,B7,ood_only,90,0.9016393442622951,110.0,33.0,108.32042808439553,0.14134650691015552,0.6320519221168248,0.6400677379377387,0.6727835353588173,0.32528710528317845,2.1468581870143426,0.1371033341393475,0.14134650691015552,0.14396566194575985
HANCOCK,29,complete_modality_dropout,B7,ood_only,80,0.8032786885245902,98.0,25.0,96.64965492157674,0.12423962678582273,0.6968796433878157,0.6980920959542893,0.720467806989591,0.16553718227551895,3.0666934804202652,0.13508119991015427,0.12423962678582273,0.12668076163273925
HANCOCK,29,complete_modality_dropout,B7,uncertainty_only,100,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,0.14602695410991687,0.1495387370680121
HANCOCK,29,complete_modality_dropout,B7,uncertainty_only,90,0.9016393442622951,110.0,31.0,109.74866030637048,0.11218077934189863,0.607066381156317,0.6194631620929887,0.6282240840545361,-0.0022661582957899692,1.5145713568533605,0.13264829733963046,0.11218077934189863,0.11262228179409128
HANCOCK,29,complete_modality_dropout,B7,uncertainty_only,80,0.8032786885245902,98.0,28.0,98.80650945475632,0.11589536051095872,0.5980991174473863,0.6280396120088525,0.635866551895723,0.05549739188006551,1.977854086528397,0.12970808586183669,0.11589536051095872,0.1167135816370738
HANCOCK,29,complete_modality_dropout,B7,full_equal_weight,100,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,0.14602695410991687,0.1495387370680121
HANCOCK,29,complete_modality_dropout,B7,full_equal_weight,90,0.9016393442622951,110.0,32.0,111.22735551040233,0.12004185909198678,0.6431924882629108,0.6743559610541631,0.6892928751874087,0.07510841029012953,2.496398524022504,0.13439342672830618,0.12004185909198678,0.12168270862504024
HANCOCK,29,complete_modality_dropout,B7,full_equal_weight,80,0.8032786885245902,98.0,28.0,98.8755275527463,0.11552081633580108,0.6266846361185984,0.6720366927495846,0.6754123549727936,0.0489733264285382,2.527174239128288,0.13102708657233744,0.11552081633580108,0.11669572715392901
HANCOCK,29,complete_modality_dropout,B7,full_learned_nonnegative,100,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,0.14602695410991687,0.1495387370680121
HANCOCK,29,complete_modality_dropout,B7,full_learned_nonnegative,90,0.9016393442622951,110.0,32.0,111.32222633952101,0.12067865321142358,0.642744892613934,0.6760981620357688,0.6961735397464088,0.0901075789409518,2.7428286654590956,0.1337961965876132,0.12067865321142358,0.12238435071384543
HANCOCK,29,complete_modality_dropout,B7,full_learned_nonnegative,80,0.8032786885245902,98.0,24.0,98.10185740920528,0.09223729046539321,0.6293176074136478,0.6335395271738674,0.6375279393670067,-0.265717334736812,1.7245008065588896,0.13204649583163403,0.09223729046539321,0.09198418351186656
HANCOCK,29,blood_block_dropout_30pct_rows,B2,none,full,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,,
HANCOCK,29,blood_block_dropout_30pct_rows,B3,none,full,1.0,122.0,38.0,121.33108167594078,0.1395186818994406,0.6574523720582742,0.6868113799857128,0.7244082215010708,0.3788492547515765,1.4631735363863188,0.14069947941013589,,
HANCOCK,29,blood_block_dropout_30pct_rows,B4,none,full,1.0,122.0,38.0,121.33108167594078,0.1410389906245072,0.5707881957415016,0.6014354817764674,0.5872230678668422,0.4470331327800921,1.2633697702706115,0.13389886118883648,,
HANCOCK,29,blood_block_dropout_30pct_rows,B5,none,full,1.0,122.0,38.0,121.33108167594078,0.13896103593617232,0.6492342174075457,0.689159950551606,0.6926198495274322,0.4486534661549765,1.8678866690094762,0.13502251602094695,,
HANCOCK,29,blood_block_dropout_30pct_rows,B6,none,full,1.0,122.0,38.0,121.33108167594078,0.13998733307691005,0.6324243556219649,0.672287690140122,0.6760665747956268,0.4590671108042276,1.9644941447721829,0.1331816345781546,,
HANCOCK,29,blood_block_dropout_30pct_rows,M0,none,full,1.0,122.0,38.0,121.33108167594078,0.14975731069388704,0.613746731415764,0.6564709233564769,0.6685501725522557,0.36121460687925416,17.677787531320302,0.13491842490673261,,
HANCOCK,29,blood_block_dropout_30pct_rows,B7,ood_only,100,1.0,122.0,38.0,121.33108167594078,0.13958999152331195,0.6324243556219649,0.6734878940563405,0.6795935463093694,0.45601109580001264,2.0340051380769273,0.133447555268873,0.14602695410991687,0.13998733307691005
HANCOCK,29,blood_block_dropout_30pct_rows,B7,ood_only,90,0.9016393442622951,110.0,33.0,108.32042808439553,0.1401059799758199,0.636045931103345,0.6616510245909437,0.6607461527943146,0.43011427647089573,1.8829000408303433,0.12573371506652728,0.14134650691015552,0.1355762046914752
HANCOCK,29,blood_block_dropout_30pct_rows,B7,ood_only,80,0.8032786885245902,98.0,25.0,96.64965492157674,0.1258786608373044,0.6723625557206538,0.6622344788390442,0.6620965171416594,0.2819514366722152,2.1384577578309387,0.12425115699108144,0.12423962678582273,0.12649014123581198
HANCOCK,29,blood_block_dropout_30pct_rows,B7,uncertainty_only,100,1.0,122.0,38.0,121.33108167594078,0.13958999152331195,0.6324243556219649,0.6734878940563405,0.6795935463093694,0.45601109580001264,2.0340051380769273,0.133447555268873,0.14602695410991687,0.13998733307691005
HANCOCK,29,blood_block_dropout_30pct_rows,B7,uncertainty_only,90,0.9016393442622951,110.0,31.0,109.74866030637048,0.11181097858660065,0.6161670235546038,0.6688248681978495,0.6597135044063113,0.13101337123468987,1.3943401648057503,0.11697341560380764,0.11218077934189863,0.09972387356215001
HANCOCK,29,blood_block_dropout_30pct_rows,B7,uncertainty_only,80,0.8032786885245902,98.0,28.0,98.80650945475632,0.11669922444472353,0.5790902919212492,0.6481417043995942,0.6388182879475729,0.19491570245860299,1.305363548455995,0.11367446134568553,0.11589536051095872,0.10542014551166361
HANCOCK,29,blood_block_dropout_30pct_rows,B7,full_equal_weight,100,1.0,122.0,38.0,121.33108167594078,0.13958999152331195,0.6324243556219649,0.6734878940563405,0.6795935463093694,0.45601109580001264,2.0340051380769273,0.133447555268873,0.14602695410991687,0.13998733307691005
HANCOCK,29,blood_block_dropout_30pct_rows,B7,full_equal_weight,90,0.9016393442622951,110.0,32.0,111.22735551040233,0.12093926067700045,0.6165884194053208,0.6662435200530757,0.6574744792540651,0.21011279628675497,1.6596573891610058,0.1209212171270283,0.12004185909198678,0.11661664768885888
HANCOCK,29,blood_block_dropout_30pct_rows,B7,full_equal_weight,80,0.8032786885245902,98.0,28.0,98.8755275527463,0.11678428966962051,0.5990566037735849,0.672653423089273,0.6612472529893675,0.17786525661118946,1.2794855319940612,0.11845461355331371,0.11552081633580108,0.10993147263240768
HANCOCK,29,blood_block_dropout_30pct_rows,B7,full_learned_nonnegative,100,1.0,122.0,38.0,121.33108167594078,0.13958999152331195,0.6324243556219649,0.6734878940563405,0.6795935463093694,0.45601109580001264,2.0340051380769273,0.133447555268873,0.14602695410991687,0.13998733307691005
HANCOCK,29,blood_block_dropout_30pct_rows,B7,full_learned_nonnegative,90,0.9016393442622951,110.0,32.0,111.32222633952101,0.12264848944015454,0.5935044525929806,0.6431152681103565,0.6397538487879999,0.21710622340585495,1.3410736561320082,0.12055295281420979,0.12067865321142358,0.1167733500732672
HANCOCK,29,blood_block_dropout_30pct_rows,B7,full_learned_nonnegative,80,0.8032786885245902,98.0,24.0,98.10185740920528,0.09284685657527197,0.5888795282224094,0.6148261101255678,0.605572472190633,-0.1192654944117954,0.6896412921082092,0.11566978364346608,0.09223729046539321,0.09151241670219037
HANCOCK,29,tma_block_dropout_30pct_rows,B2,none,full,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,,
HANCOCK,29,tma_block_dropout_30pct_rows,B3,none,full,1.0,122.0,38.0,121.33108167594078,0.1395186818994406,0.6574523720582742,0.6868113799857128,0.7244082215010708,0.3788492547515765,1.4631735363863188,0.14069947941013589,,
HANCOCK,29,tma_block_dropout_30pct_rows,B4,none,full,1.0,122.0,38.0,121.33108167594078,0.12959969374191557,0.6115054165110198,0.6805326238026755,0.6944616623531009,0.349715185509802,1.9427059591504259,0.14393015372594312,,
HANCOCK,29,tma_block_dropout_30pct_rows,B5,none,full,1.0,122.0,38.0,121.33108167594078,0.1280040799536572,0.6809861785580874,0.752562070097244,0.7798715268717362,0.3463760676916009,2.3934408527251425,0.1454345540203224,,
HANCOCK,29,tma_block_dropout_30pct_rows,B6,none,full,1.0,122.0,38.0,121.33108167594078,0.1293970390501871,0.6630556593201344,0.735580651988173,0.7627724161921672,0.36206961626107775,2.490426855250558,0.1431247336368133,,
HANCOCK,29,tma_block_dropout_30pct_rows,M0,none,full,1.0,122.0,38.0,121.33108167594078,0.14975731069388704,0.613746731415764,0.6564709233564769,0.6685501725522557,0.36121460687925416,17.677787531320302,0.13491842490673261,,
HANCOCK,29,tma_block_dropout_30pct_rows,B7,ood_only,100,1.0,122.0,38.0,121.33108167594078,0.1297015813071386,0.6630556593201344,0.7303110895727625,0.7570243599222933,0.3541054689705113,2.376132760149927,0.14394447994567358,0.14602695410991687,0.1293970390501871
HANCOCK,29,tma_block_dropout_30pct_rows,B7,ood_only,90,0.9016393442622951,110.0,33.0,108.32042808439553,0.13583840461174954,0.691462805791313,0.7128399325898279,0.733028487359302,0.35128619760819707,2.2499384909922084,0.13118277744213908,0.14134650691015552,0.12365421703144193
HANCOCK,29,tma_block_dropout_30pct_rows,B7,ood_only,80,0.8032786885245902,98.0,25.0,96.64965492157674,0.12389936148560733,0.6857355126300149,0.6823573304494482,0.7002129047045036,0.21742963722203332,2.4195118269821188,0.12864135116483433,0.12423962678582273,0.11276954530385823
HANCOCK,29,tma_block_dropout_30pct_rows,B7,uncertainty_only,100,1.0,122.0,38.0,121.33108167594078,0.1297015813071386,0.6630556593201344,0.7303110895727625,0.7570243599222933,0.3541054689705113,2.376132760149927,0.14394447994567358,0.14602695410991687,0.1293970390501871
HANCOCK,29,tma_block_dropout_30pct_rows,B7,uncertainty_only,90,0.9016393442622951,110.0,31.0,109.74866030637048,0.11056986932132135,0.6113490364025695,0.6707878886825824,0.6784972257843339,0.08978888446181761,1.5902377571782076,0.12092690101492211,0.11218077934189863,0.09504647621841004
HANCOCK,29,tma_block_dropout_30pct_rows,B7,uncertainty_only,80,0.8032786885245902,98.0,28.0,98.80650945475632,0.11631306345542594,0.570264765784114,0.6400033549010302,0.6417329277798007,0.16630942787130182,1.267824047292722,0.11644829460772019,0.11589536051095872,0.10009707956957976
HANCOCK,29,tma_block_dropout_30pct_rows,B7,full_equal_weight,100,1.0,122.0,38.0,121.33108167594078,0.1297015813071386,0.6630556593201344,0.7303110895727625,0.7570243599222933,0.3541054689705113,2.376132760149927,0.14394447994567358,0.14602695410991687,0.1293970390501871
HANCOCK,29,tma_block_dropout_30pct_rows,B7,full_equal_weight,90,0.9016393442622951,110.0,32.0,111.22735551040233,0.11922277338515076,0.6259780907668232,0.6965412837889015,0.7129129677153921,0.16260509204669735,1.8632537836971406,0.12535121312535527,0.12004185909198678,0.10478897375495362
