study,seed,scenario,model,gate_variant,profile,coverage,n,events,ipcw_evaluable_weight,ipcw_brier,harrell_c,uno_c,auc_horizon,calibration_in_the_large,calibration_slope,mean_predicted_risk,b2_subset_ipcw_brier,b6_subset_ipcw_brier
HANCOCK,101,measurement_noise_0.5sd,B7,uncertainty_only,90,0.9016393442622951,110.0,30.0,109.72404669461442,0.11885153709462198,0.5924528301886792,0.6507205130780227,0.6535138013314291,0.2090161805679271,1.4481174919769453,0.11957454882867707,0.11904805225332171,0.09946896645458134
HANCOCK,101,measurement_noise_0.5sd,B7,uncertainty_only,80,0.8032786885245902,98.0,26.0,100.04557992441471,0.11587376972300412,0.579700272479564,0.6474071603736825,0.6432347199621777,0.19012585216136776,1.573586963932227,0.11327254382760041,0.11543797993931325,0.103038469280407
HANCOCK,101,measurement_noise_0.5sd,B7,full_equal_weight,100,1.0,122.0,38.0,121.33108167594078,0.13130762485718833,0.6473664549869257,0.714647368898844,0.7356012229814646,0.3444392279017651,1.8268725858892043,0.14455182972379485,0.14602695410991687,0.13130762485718833
HANCOCK,101,measurement_noise_0.5sd,B7,full_equal_weight,90,0.9016393442622951,110.0,31.0,110.00254816791562,0.11397274493194398,0.5885245901639344,0.639201833211529,0.6384109378087524,0.07536951221644,0.917507372938119,0.12477001308685097,0.11307126175203332,0.09924009347989089
HANCOCK,101,measurement_noise_0.5sd,B7,full_equal_weight,80,0.8032786885245902,98.0,28.0,98.8755275527463,0.11530222324643309,0.6079891672308734,0.6950119173556523,0.6881213997147066,0.1768648865369954,1.9954228238067562,0.11773879282076023,0.11525144498934091,0.10704413986415398
HANCOCK,101,measurement_noise_0.5sd,B7,full_learned_nonnegative,100,1.0,122.0,38.0,121.33108167594078,0.13130762485718833,0.6473664549869257,0.714647368898844,0.7356012229814646,0.3444392279017651,1.8268725858892043,0.14455182972379485,0.14602695410991687,0.13130762485718833
HANCOCK,101,measurement_noise_0.5sd,B7,full_learned_nonnegative,90,0.9016393442622951,110.0,31.0,111.17260053958402,0.11348842963493871,0.5655209452201934,0.6284842343473152,0.6311705097769298,0.06147067247138174,0.9595106629018442,0.12575689529404072,0.11354527305149324,0.09619347017651875
HANCOCK,101,measurement_noise_0.5sd,B7,full_learned_nonnegative,80,0.8032786885245902,98.0,23.0,98.10185740920528,0.09285023849369271,0.5193798449612403,0.5818890680406573,0.5737533378667609,-0.13497949534229298,0.6918328679313236,0.11709255640801869,0.09197370532768155,0.08853722325319835
HANCOCK,101,location_shift_1sd,B2,none,full,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,,
HANCOCK,101,location_shift_1sd,B3,none,full,1.0,122.0,38.0,121.33108167594078,0.14080952327615676,0.6481135599551737,0.6694730429413185,0.7009715412934855,0.3645024606250123,1.4289968324232123,0.14143541977198304,,
HANCOCK,101,location_shift_1sd,B4,none,full,1.0,122.0,38.0,121.33108167594078,0.1390969476856741,0.6223384385506163,0.653508325268022,0.6629358867110707,0.7651067475491866,1.7999979285602747,0.10175057948276234,,
HANCOCK,101,location_shift_1sd,B5,none,full,1.0,122.0,38.0,121.33108167594078,0.13800233386714136,0.6906985431453119,0.7359827028478647,0.7615889415282718,0.7603919175088757,2.306343250601726,0.10301883935116592,,
HANCOCK,101,location_shift_1sd,B6,none,full,1.0,122.0,38.0,121.33108167594078,0.138552664527954,0.6694060515502428,0.7173439044908788,0.7415596916204702,0.759177982058073,2.3282791760152137,0.10251432459583742,,
HANCOCK,101,location_shift_1sd,M0,none,full,1.0,122.0,38.0,121.33108167594078,0.14975731069388704,0.613746731415764,0.6564709233564769,0.6685501725522557,0.36121460687925416,17.677787531320302,0.13491842490673261,,
HANCOCK,101,location_shift_1sd,B7,ood_only,100,1.0,122.0,38.0,121.33108167594078,0.138552664527954,0.6694060515502428,0.7173439044908788,0.7415596916204702,0.759177982058073,2.3282791760152137,0.10251432459583742,0.14602695410991687,0.138552664527954
HANCOCK,101,location_shift_1sd,B7,ood_only,90,0.9016393442622951,110.0,33.0,108.32042808439553,0.14150847892324298,0.6744882675986021,0.681593122812943,0.7108356160434709,0.6117144063932098,1.8580849998094768,0.10798158062875876,0.14134650691015552,0.13189163873970375
HANCOCK,101,location_shift_1sd,B7,ood_only,80,0.8032786885245902,98.0,25.0,96.64965492157674,0.12172373292328292,0.7228826151560178,0.7567040745364496,0.7896338276706979,0.3428332849475737,3.4852800402282806,0.11587971279872876,0.12423962678582273,0.11903173155174182
HANCOCK,101,location_shift_1sd,B7,uncertainty_only,100,1.0,122.0,38.0,121.33108167594078,0.138552664527954,0.6694060515502428,0.7173439044908788,0.7415596916204702,0.759177982058073,2.3282791760152137,0.10251432459583742,0.14602695410991687,0.138552664527954
HANCOCK,101,location_shift_1sd,B7,uncertainty_only,90,0.9016393442622951,110.0,30.0,109.72404669461442,0.11712626195920363,0.708355795148248,0.7755922296716207,0.7935481733884366,0.5487396927944093,3.4725918391032184,0.08895706619113124,0.11904805225332171,0.102970327379639
HANCOCK,101,location_shift_1sd,B7,uncertainty_only,80,0.8032786885245902,98.0,26.0,100.04557992441471,0.11368693923829676,0.6696185286103542,0.7472183219380267,0.7543505468702252,0.4597322296985533,2.782206911057431,0.08915553615639484,0.11543797993931325,0.10514568616599367
HANCOCK,101,location_shift_1sd,B7,full_equal_weight,100,1.0,122.0,38.0,121.33108167594078,0.138552664527954,0.6694060515502428,0.7173439044908788,0.7415596916204702,0.759177982058073,2.3282791760152137,0.10251432459583742,0.14602695410991687,0.138552664527954
HANCOCK,101,location_shift_1sd,B7,full_equal_weight,90,0.9016393442622951,110.0,31.0,110.00254816791562,0.11254161883835404,0.6530054644808743,0.711437251941605,0.7232435925431119,0.4365225453598999,1.9201069022855297,0.09352625935978832,0.11307126175203332,0.10118490140266992
HANCOCK,101,location_shift_1sd,B7,full_equal_weight,80,0.8032786885245902,98.0,28.0,98.8755275527463,0.11714895631133722,0.6384563303994584,0.6821934262858294,0.6956499422538874,0.4750880981731538,1.6382249674972618,0.09019437074839935,0.11525144498934091,0.10913854854079895
HANCOCK,101,location_shift_1sd,B7,full_learned_nonnegative,100,1.0,122.0,38.0,121.33108167594078,0.138552664527954,0.6694060515502428,0.7173439044908788,0.7415596916204702,0.759177982058073,2.3282791760152137,0.10251432459583742,0.14602695410991687,0.138552664527954
HANCOCK,101,location_shift_1sd,B7,full_learned_nonnegative,90,0.9016393442622951,110.0,31.0,111.17260053958402,0.11115720058431564,0.6723952738990333,0.7390835891544412,0.7569248934372581,0.43180818622902956,2.547068233329525,0.09310154683219764,0.11354527305149324,0.0977631819009235
HANCOCK,101,location_shift_1sd,B7,full_learned_nonnegative,80,0.8032786885245902,98.0,23.0,98.10185740920528,0.09053657989912557,0.5857019810508183,0.6654772174604413,0.6730943560388202,0.16856201681722266,1.587425699822983,0.09037295031630929,0.09197370532768155,0.08773923212542434
HANCOCK,101,row_permutation_negative_control,B2,none,full,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,,
HANCOCK,101,row_permutation_negative_control,B3,none,full,1.0,122.0,38.0,121.33108167594078,0.14080952327615676,0.6481135599551737,0.6694730429413185,0.7009715412934855,0.3645024606250123,1.4289968324232123,0.14143541977198304,,
HANCOCK,101,row_permutation_negative_control,B4,none,full,1.0,122.0,38.0,121.33108167594078,0.15660260270513157,0.4579753455360478,0.4857723371457782,0.4772046289801305,0.25662011379330807,0.06742275690004347,0.14269404760728965,,
HANCOCK,101,row_permutation_negative_control,B5,none,full,1.0,122.0,38.0,121.33108167594078,0.1500803829197671,0.5267090026148674,0.5527318051208704,0.5507413753485751,0.2725294784317361,0.38637682761332615,0.14254458445799714,,
HANCOCK,101,row_permutation_negative_control,B6,none,full,1.0,122.0,38.0,121.33108167594078,0.1514232356409845,0.5110197982816586,0.5440389089735403,0.5409896488238706,0.2852877024224495,0.31206378223189535,0.14079693105565788,,
HANCOCK,101,row_permutation_negative_control,M0,none,full,1.0,122.0,38.0,121.33108167594078,0.14975731069388704,0.613746731415764,0.6564709233564769,0.6685501725522557,0.36121460687925416,17.677787531320302,0.13491842490673261,,
HANCOCK,101,row_permutation_negative_control,B7,ood_only,100,1.0,122.0,38.0,121.33108167594078,0.1514232356409845,0.5110197982816586,0.5440389089735403,0.5409896488238706,0.2852877024224495,0.31206378223189535,0.14079693105565788,0.14602695410991687,0.1514232356409845
HANCOCK,101,row_permutation_negative_control,B7,ood_only,90,0.9016393442622951,110.0,33.0,108.32042808439553,0.14699782965721944,0.5441837244133799,0.5738226419667749,0.5718477279949082,0.3344609513106739,0.18089120185254168,0.12956319104841724,0.14134650691015552,0.14383716477697978
HANCOCK,101,row_permutation_negative_control,B7,ood_only,80,0.8032786885245902,98.0,25.0,96.64965492157674,0.12685341361341945,0.6352154531946508,0.6814505652387406,0.6816529775537343,0.16854618001315452,0.9780245122837397,0.12951062084369597,0.12423962678582273,0.12434678179009861
HANCOCK,101,row_permutation_negative_control,B7,uncertainty_only,100,1.0,122.0,38.0,121.33108167594078,0.1514232356409845,0.5110197982816586,0.5440389089735403,0.5409896488238706,0.2852877024224495,0.31206378223189535,0.14079693105565788,0.14602695410991687,0.1514232356409845
HANCOCK,101,row_permutation_negative_control,B7,uncertainty_only,90,0.9016393442622951,110.0,30.0,109.72404669461442,0.12214460467424242,0.4840970350404313,0.5227642912242115,0.5138119180409353,0.15845004363191728,0.17496198104616806,0.12117698744499258,0.11904805225332171,0.12217884235288747
HANCOCK,101,row_permutation_negative_control,B7,uncertainty_only,80,0.8032786885245902,98.0,26.0,100.04557992441471,0.11639611988581404,0.5122615803814714,0.5702379400534877,0.560352445723358,0.1201292145913551,0.7692471853883934,0.11697438044672007,0.11543797993931325,0.11578056729496661
HANCOCK,101,row_permutation_negative_control,B7,full_equal_weight,100,1.0,122.0,38.0,121.33108167594078,0.15585739647464403,0.5042958535674262,0.5361031754527059,0.5334052236370281,0.31234987348368937,0.06985956381500388,0.1373636829762871,0.14602695410991687,0.1514232356409845
HANCOCK,101,row_permutation_negative_control,B7,full_equal_weight,90,0.9016393442622951,110.0,31.0,110.00254816791562,0.11621231546766334,0.5224043715846994,0.5655792254150414,0.5508604881371498,0.03639111469449586,0.299908445471815,0.12521742716068335,0.11307126175203332,0.11475101729869697
HANCOCK,101,row_permutation_negative_control,B7,full_equal_weight,80,0.8032786885245902,98.0,28.0,98.8755275527463,0.12006109900586116,0.5098171970209885,0.5481877898884361,0.5272334206026572,0.09684713727108046,0.00447781050572984,0.12031612368475207,0.11525144498934091,0.11728983037888747
HANCOCK,101,row_permutation_negative_control,B7,full_learned_nonnegative,100,1.0,122.0,38.0,121.33108167594078,0.1514232356409845,0.5110197982816586,0.5440389089735403,0.5409896488238706,0.2852877024224495,0.31206378223189535,0.14079693105565788,0.14602695410991687,0.1514232356409845
HANCOCK,101,row_permutation_negative_control,B7,full_learned_nonnegative,90,0.9016393442622951,110.0,31.0,111.17260053958402,0.11596923276822928,0.50859291084855,0.548858893718247,0.5369990352253774,0.038707677680046924,0.22376672472651246,0.12233383848257781,0.11354527305149324,0.11449626484864706
HANCOCK,101,row_permutation_negative_control,B7,full_learned_nonnegative,80,0.8032786885245902,98.0,23.0,98.10185740920528,0.09086414970641654,0.5813953488372093,0.6303184772272376,0.61362638558128,-0.19728483977972597,1.3658803230177357,0.11878664873607304,0.09197370532768155,0.09139178583747024
HANCOCK,101,complete_modality_dropout,B2,none,full,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,,
HANCOCK,101,complete_modality_dropout,B3,none,full,1.0,122.0,38.0,121.33108167594078,0.14080952327615676,0.6481135599551737,0.6694730429413185,0.7009715412934855,0.3645024606250123,1.4289968324232123,0.14143541977198304,,
HANCOCK,101,complete_modality_dropout,B4,none,full,1.0,122.0,38.0,121.33108167594078,0.15268433175689758,0.5,0.5,0.5,0.49896717458990153,,0.11972701451852957,,
HANCOCK,101,complete_modality_dropout,B5,none,full,1.0,122.0,38.0,121.33108167594078,0.1486240497117304,0.6283152782966007,0.6552151311278934,0.6791875817887421,0.4873609187176282,2.7178406803373583,0.12281535436635332,,
HANCOCK,101,complete_modality_dropout,B6,none,full,1.0,122.0,38.0,121.33108167594078,0.14995768008612353,0.6327979081060889,0.6596807967156807,0.690132279155643,0.5040178789971513,4.46073971836877,0.12069520956184808,,
HANCOCK,101,complete_modality_dropout,M0,none,full,1.0,122.0,38.0,121.33108167594078,0.14975731069388704,0.613746731415764,0.6564709233564769,0.6685501725522557,0.36121460687925416,17.677787531320302,0.13491842490673261,,
HANCOCK,101,complete_modality_dropout,B7,ood_only,100,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,0.14602695410991687,0.14995768008612353
HANCOCK,101,complete_modality_dropout,B7,ood_only,90,0.9016393442622951,110.0,33.0,108.32042808439553,0.14134650691015552,0.6320519221168248,0.6400677379377387,0.6727835353588173,0.32528710528317845,2.1468581870143426,0.1371033341393475,0.14134650691015552,0.14426586349189316
HANCOCK,101,complete_modality_dropout,B7,ood_only,80,0.8032786885245902,98.0,25.0,96.64965492157674,0.12423962678582273,0.6968796433878157,0.6980920959542893,0.720467806989591,0.16553718227551895,3.0666934804202652,0.13508119991015427,0.12423962678582273,0.127018176244032
HANCOCK,101,complete_modality_dropout,B7,uncertainty_only,100,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,0.14602695410991687,0.14995768008612353
HANCOCK,101,complete_modality_dropout,B7,uncertainty_only,90,0.9016393442622951,110.0,30.0,109.72404669461442,0.11904805225332171,0.6177897574123989,0.6515370837315839,0.669655967752204,0.10867039863015944,3.0641918276866327,0.13118844348870573,0.11904805225332171,0.12056457260167462
HANCOCK,101,complete_modality_dropout,B7,uncertainty_only,80,0.8032786885245902,98.0,26.0,100.04557992441471,0.11543797993931325,0.6178474114441417,0.6478963691933243,0.6587349567898468,0.059256320996272094,3.2596214608522525,0.12803698116710113,0.11543797993931325,0.11672346844613819
HANCOCK,101,complete_modality_dropout,B7,full_equal_weight,100,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,0.14602695410991687,0.14995768008612353
HANCOCK,101,complete_modality_dropout,B7,full_equal_weight,90,0.9016393442622951,110.0,31.0,110.00254816791562,0.11307126175203332,0.6333333333333333,0.6578352180804548,0.6654492103596497,0.001277822435606879,1.9557887520330206,0.1339898871059883,0.11307126175203332,0.11400026211130851
HANCOCK,101,complete_modality_dropout,B7,full_equal_weight,80,0.8032786885245902,98.0,28.0,98.8755275527463,0.11525144498934091,0.6357481381178064,0.6798320072710693,0.6850094310740389,0.05641317117438052,2.9172115426843885,0.13038354154459084,0.11525144498934091,0.11675869249231056
HANCOCK,101,complete_modality_dropout,B7,full_learned_nonnegative,100,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,0.14602695410991687,0.14995768008612353
HANCOCK,101,complete_modality_dropout,B7,full_learned_nonnegative,90,0.9016393442622951,110.0,31.0,111.17260053958402,0.11354527305149324,0.5988184747583244,0.6155671348716358,0.6281306501726167,-0.005820507088984914,1.5698290040004568,0.13292148696752,0.11354527305149324,0.11410929169551547
HANCOCK,101,complete_modality_dropout,B7,full_learned_nonnegative,80,0.8032786885245902,98.0,23.0,98.10185740920528,0.09197370532768155,0.6218776916451335,0.644021957858423,0.649804578299433,-0.2592770614351456,2.0307991811009156,0.13147558772836124,0.09197370532768155,0.09194067406072208
HANCOCK,101,blood_block_dropout_30pct_rows,B2,none,full,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,,
HANCOCK,101,blood_block_dropout_30pct_rows,B3,none,full,1.0,122.0,38.0,121.33108167594078,0.14080952327615676,0.6481135599551737,0.6694730429413185,0.7009715412934855,0.3645024606250123,1.4289968324232123,0.14143541977198304,,
HANCOCK,101,blood_block_dropout_30pct_rows,B4,none,full,1.0,122.0,38.0,121.33108167594078,0.1320516763206464,0.6283152782966007,0.6673545292649629,0.677300857736838,0.4037997307620639,1.7398321743599838,0.1351658035675257,,
HANCOCK,101,blood_block_dropout_30pct_rows,B5,none,full,1.0,122.0,38.0,121.33108167594078,0.12981093382389686,0.6880836757564438,0.7386863584045147,0.7669336174731932,0.4041133848271809,2.346972182354312,0.136930322572696,,
HANCOCK,101,blood_block_dropout_30pct_rows,B6,none,full,1.0,122.0,38.0,121.33108167594078,0.1309043616378752,0.6585730295106462,0.7030324778715754,0.7298192701921181,0.4137321557585271,2.2667807794583084,0.13506890898410767,,
HANCOCK,101,blood_block_dropout_30pct_rows,M0,none,full,1.0,122.0,38.0,121.33108167594078,0.14975731069388704,0.613746731415764,0.6564709233564769,0.6685501725522557,0.36121460687925416,17.677787531320302,0.13491842490673261,,
HANCOCK,101,blood_block_dropout_30pct_rows,B7,ood_only,100,1.0,122.0,38.0,121.33108167594078,0.13092222597386535,0.6574523720582742,0.7021582739762077,0.7286574488300689,0.4129871573137138,2.2635435354947604,0.135131671236383,0.14602695410991687,0.1309043616378752
HANCOCK,101,blood_block_dropout_30pct_rows,B7,ood_only,90,0.9016393442622951,110.0,33.0,108.32042808439553,0.13632407974163258,0.6640039940089866,0.6925405999945315,0.7178290984418345,0.4180430724626577,2.3291015070455776,0.12652901494419116,0.14134650691015552,0.12547413278618286
HANCOCK,101,blood_block_dropout_30pct_rows,B7,ood_only,80,0.8032786885245902,98.0,25.0,96.64965492157674,0.12549652198390632,0.6679049034175334,0.6694542686005653,0.6913021912593975,0.30128468821117943,2.3845789283900123,0.12167614084174964,0.12423962678582273,0.11530513469076648
HANCOCK,101,blood_block_dropout_30pct_rows,B7,uncertainty_only,100,1.0,122.0,38.0,121.33108167594078,0.13092222597386535,0.6574523720582742,0.7021582739762077,0.7286574488300689,0.4129871573137138,2.2635435354947604,0.135131671236383,0.14602695410991687,0.1309043616378752
HANCOCK,101,blood_block_dropout_30pct_rows,B7,uncertainty_only,90,0.9016393442622951,110.0,30.0,109.72404669461442,0.11896555481254863,0.6296495956873316,0.6748425188553546,0.6795974010691422,0.2307717255862601,1.748269657829549,0.11630951133091547,0.11904805225332171,0.09893822372454746
HANCOCK,101,blood_block_dropout_30pct_rows,B7,uncertainty_only,80,0.8032786885245902,98.0,26.0,100.04557992441471,0.11625225766848442,0.5967302452316077,0.6407356596944925,0.6358488902847811,0.20097340157843668,1.6761366323058875,0.11238538179923545,0.11543797993931325,0.10261054441099866
HANCOCK,101,blood_block_dropout_30pct_rows,B7,full_equal_weight,100,1.0,122.0,38.0,121.33108167594078,0.13092222597386535,0.6574523720582742,0.7021582739762077,0.7286574488300689,0.4129871573137138,2.2635435354947604,0.135131671236383,0.14602695410991687,0.1309043616378752
HANCOCK,101,blood_block_dropout_30pct_rows,B7,full_equal_weight,90,0.9016393442622951,110.0,31.0,110.00254816791562,0.11311677029002423,0.6185792349726776,0.6545364936801451,0.6553106627233046,0.14154450024049986,1.4687851126352256,0.1191460097860294,0.11307126175203332,0.09890753151556131
HANCOCK,101,blood_block_dropout_30pct_rows,B7,full_equal_weight,80,0.8032786885245902,98.0,28.0,98.8755275527463,0.11565987087836208,0.6201760324983073,0.6726946640711041,0.6673239983145081,0.17850402785752828,1.6137517011320623,0.11813950607732875,0.11525144498934091,0.10728690452133477
HANCOCK,101,blood_block_dropout_30pct_rows,B7,full_learned_nonnegative,100,1.0,122.0,38.0,121.33108167594078,0.13092222597386535,0.6574523720582742,0.7021582739762077,0.7286574488300689,0.4129871573137138,2.2635435354947604,0.135131671236383,0.14602695410991687,0.1309043616378752
HANCOCK,101,blood_block_dropout_30pct_rows,B7,full_learned_nonnegative,90,0.9016393442622951,110.0,31.0,111.17260053958402,0.11294945539316376,0.6106337271750806,0.6428456220430565,0.6483320047202993,0.12466891904858407,1.395125323845472,0.11917587194277937,0.11354527305149324,0.09512307847070152
HANCOCK,101,blood_block_dropout_30pct_rows,B7,full_learned_nonnegative,80,0.8032786885245902,98.0,23.0,98.10185740920528,0.09282528208943229,0.5400516795865633,0.5746134259772814,0.5658646653795804,-0.11932959407316768,0.6519424214065025,0.11539737300924179,0.09197370532768155,0.08894094867787293
HANCOCK,101,tma_block_dropout_30pct_rows,B2,none,full,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,,
HANCOCK,101,tma_block_dropout_30pct_rows,B3,none,full,1.0,122.0,38.0,121.33108167594078,0.14080952327615676,0.6481135599551737,0.6694730429413185,0.7009715412934855,0.3645024606250123,1.4289968324232123,0.14143541977198304,,
HANCOCK,101,tma_block_dropout_30pct_rows,B4,none,full,1.0,122.0,38.0,121.33108167594078,0.12641683620939578,0.6477400074710497,0.7239954715147383,0.7410721636249441,0.33388150721331766,2.4372654688638256,0.14651583982504868,,
HANCOCK,101,tma_block_dropout_30pct_rows,B5,none,full,1.0,122.0,38.0,121.33108167594078,0.12406266030078436,0.7011580127007845,0.7768574737031646,0.8039895594837507,0.3270667508176104,2.6927807617310098,0.1485088691347337,,
HANCOCK,101,tma_block_dropout_30pct_rows,B6,none,full,1.0,122.0,38.0,121.33108167594078,0.12546262738688727,0.6906985431453119,0.7670480371364364,0.7964478489094858,0.34326142467829585,2.815575250908077,0.14594771811702598,,
HANCOCK,101,tma_block_dropout_30pct_rows,M0,none,full,1.0,122.0,38.0,121.33108167594078,0.14975731069388704,0.613746731415764,0.6564709233564769,0.6685501725522557,0.36121460687925416,17.677787531320302,0.13491842490673261,,
HANCOCK,101,tma_block_dropout_30pct_rows,B7,ood_only,100,1.0,122.0,38.0,121.33108167594078,0.12557069438336468,0.6888307807246918,0.7655694540963552,0.7946001904272147,0.33983961499462617,2.7883404010367743,0.1463882977069293,0.14602695410991687,0.12546262738688727
HANCOCK,101,tma_block_dropout_30pct_rows,B7,ood_only,90,0.9016393442622951,110.0,33.0,108.32042808439553,0.13475606046857977,0.655516724912631,0.6954662211676313,0.7180767230375908,0.36682145978691894,2.2447846758252528,0.13269264033891753,0.14134650691015552,0.12067940675039955
HANCOCK,101,tma_block_dropout_30pct_rows,B7,ood_only,80,0.8032786885245902,98.0,25.0,96.64965492157674,0.12361328632757217,0.674591381872214,0.6859633595547853,0.7116255160455993,0.2420701083044861,2.802245172042326,0.12978332298603396,0.12423962678582273,0.10958534500818638
HANCOCK,101,tma_block_dropout_30pct_rows,B7,uncertainty_only,100,1.0,122.0,38.0,121.33108167594078,0.12557069438336468,0.6888307807246918,0.7655694540963552,0.7946001904272147,0.33983961499462617,2.7883404010367743,0.1463882977069293,0.14602695410991687,0.12546262738688727
HANCOCK,101,tma_block_dropout_30pct_rows,B7,uncertainty_only,90,0.9016393442622951,110.0,30.0,109.72404669461442,0.11559664515445876,0.6361185983827493,0.7187096349042761,0.7289177665197589,0.18225775162904073,2.3831464193939738,0.12238525922597791,0.11904805225332171,0.09555352158708758
HANCOCK,101,tma_block_dropout_30pct_rows,B7,uncertainty_only,80,0.8032786885245902,98.0,26.0,100.04557992441471,0.11636120842768186,0.5756130790190735,0.6505501957504991,0.6502322290093451,0.16361400569289014,1.4445642141492627,0.11606353951747904,0.11543797993931325,0.09885453884733862
HANCOCK,101,tma_block_dropout_30pct_rows,B7,full_equal_weight,100,1.0,122.0,38.0,121.33108167594078,0.12557069438336468,0.6895778856929399,0.7664252955165499,0.7946001904272147,0.33983961499462617,2.7883404010367743,0.14327621097586177,0.14602695410991687,0.12546262738688727
HANCOCK,101,tma_block_dropout_30pct_rows,B7,full_equal_weight,90,0.9016393442622951,110.0,31.0,110.00254816791562,0.11352308281236728,0.5896174863387978,0.6543235441910739,0.6573436724639558,0.10056874566814145,1.2432542986106279,0.12443819257977587,0.11307126175203332,0.09608481591181993
HANCOCK,101,tma_block_dropout_30pct_rows,B7,full_equal_weight,80,0.8032786885245902,98.0,28.0,98.8755275527463,0.11551081859865651,0.6018957345971564,0.6799690426154289,0.6791082138511452,0.13778823021439415,1.6228895510535986,0.122572178960675,0.11525144498934091,0.10348220571608609
HANCOCK,101,tma_block_dropout_30pct_rows,B7,full_learned_nonnegative,100,1.0,122.0,38.0,121.33108167594078,0.12557069438336468,0.6888307807246918,0.7655694540963552,0.7946001904272147,0.33983961499462617,2.7883404010367743,0.1463882977069293,0.14602695410991687,0.12546262738688727
HANCOCK,101,tma_block_dropout_30pct_rows,B7,full_learned_nonnegative,90,0.9016393442622951,110.0,31.0,111.17260053958402,0.1098726235778706,0.6117078410311493,0.689663005789776,0.6986428832144194,0.0678129487938892,2.0280218399002576,0.12603822708723567,0.11354527305149324,0.09194557888141278
HANCOCK,101,tma_block_dropout_30pct_rows,B7,full_learned_nonnegative,80,0.8032786885245902,98.0,23.0,98.10185740920528,0.09292500073335698,0.5176571920757967,0.5928771372770865,0.5884680097923083,-0.1570682978364954,0.7030271915926646,0.12056821870663724,0.09197370532768155,0.08539224818832429
HANCOCK,101,blood_and_tma_dropout_30pct_rows,B2,none,full,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987,,
HANCOCK,101,blood_and_tma_dropout_30pct_rows,B3,none,full,1.0,122.0,38.0,121.33108167594078,0.14080952327615676,0.6481135599551737,0.6694730429413185,0.7009715412934855,0.3645024606250123,1.4289968324232123,0.14143541977198304,,
HANCOCK,101,blood_and_tma_dropout_30pct_rows,B4,none,full,1.0,122.0,38.0,121.33108167594078,0.13385959495813327,0.6240194247291745,0.6640985996580849,0.6824348924352798,0.43720631744102756,2.448898937103602,0.13738436973487875,,
HANCOCK,101,blood_and_tma_dropout_30pct_rows,B5,none,full,1.0,122.0,38.0,121.33108167594078,0.1327462810082243,0.7278670153156519,0.7769634395751963,0.8088011118993356,0.43456568722648686,2.9963629743869915,0.13884249242555777,,
HANCOCK,101,blood_and_tma_dropout_30pct_rows,B6,none,full,1.0,122.0,38.0,121.33108167594078,0.13381111383096167,0.7045199850579006,0.7483082021852934,0.781855026733575,0.4466688338469755,3.069725684185532,0.13673957890276658,,
HANCOCK,101,blood_and_tma_dropout_30pct_rows,M0,none,full,1.0,122.0,38.0,121.33108167594078,0.14975731069388704,0.613746731415764,0.6564709233564769,0.6685501725522557,0.36121460687925416,17.677787531320302,0.13491842490673261,,
HANCOCK,101,blood_and_tma_dropout_30pct_rows,B7,ood_only,100,1.0,122.0,38.0,121.33108167594078,0.1327848138531474,0.7127381397086291,0.7478025395598317,0.7854156458306317,0.4127222067243103,3.104852435408268,0.14124197679479616,0.14602695410991687,0.13381111383096167
HANCOCK,101,blood_and_tma_dropout_30pct_rows,B7,ood_only,90,0.9016393442622951,110.0,33.0,108.32042808439553,0.13342584212620168,0.728407388916625,0.7609359828350658,0.7969075865118946,0.40185824045918167,3.24986607200045,0.13257553175818784,0.14134650691015552,0.12856729696494879
