Image,Name,Missing,Centroid X µm,Centroid Y µm,Case ID,Num Detections,Num Negative,Num Positive,Positive %,Num Positive per mm^2
TumorCenter_CD8_block4.svs,7-2,False,6671.5,17365.8,508,8769,7805,964,10.99,828.05
TumorCenter_CD8_block4.svs,7-3,False,11493.9,17865.5,447,23203,21339,1864,8.033,811.41
TumorCenter_CD8_block4.svs,7-4,False,14017.6,18115.4,447,18918,17709,1209,6.391,671.34
TumorCenter_CD8_block4.svs,11-3,False,10919.2,28235.1,327,16119,14417,1702,10.56,868.73
TumorCenter_CD8_block4.svs,11-4,False,13467.9,28285.0,327,14695,12602,2093,14.24,1256.4
TumorCenter_CD8_block4.svs,12-1,False,3473.2,30483.9,746,27105,23865,3240,11.95,1168.2
TumorCenter_CD8_block4.svs,12-2,False,6046.8,30533.8,746,23331,22333,998,4.278,430.84
TumorCenter_CD8_block5.svs,1-1,True,4072.8,2373.7,414,0,0,0,,
TumorCenter_CD8_block5.svs,1-2,False,6771.4,2473.7,414,21192,20644,548,2.586,227.57
TumorCenter_CD8_block5.svs,1-3,False,11568.9,2548.7,252,19932,17490,2442,12.25,986.82
TumorCenter_CD8_block5.svs,1-4,False,14117.5,2573.6,252,24383,21133,3250,13.33,1342.5
TumorCenter_CD8_block5.svs,2-5,False,16466.3,5047.3,672,26684,26060,624,2.338,225.86
TumorCenter_CD8_block5.svs,2-6,False,19014.9,5172.3,672,24922,23582,1340,5.377,488.04
TumorCenter_CD8_block5.svs,4-1,False,3773.0,9794.8,511,23683,20532,3151,13.3,1201.8
TumorCenter_CD8_block5.svs,4-2,False,6507.1,9825.4,511,14334,13705,629,4.388,362.9
TumorCenter_CD8_block5.svs,5-3,False,11092.7,12430.2,061,16047,15155,892,5.559,446.14
TumorCenter_CD8_block5.svs,5-4,False,13642.8,12555.9,061,8918,8005,913,10.24,873.24
TumorCenter_CD8_block5.svs,8-3,False,10869.2,20189.3,045,25538,22698,2840,11.12,1201.5
TumorCenter_CD8_block5.svs,8-4,False,13542.8,20064.4,045,24499,22989,1510,6.164,651.9
TumorCenter_CD8_block5.svs,8-5,True,16241.4,20139.3,299,0,0,0,,
TumorCenter_CD8_block5.svs,8-6,True,18765.1,20189.3,299,0,0,0,,
TumorCenter_CD8_block5.svs,11-5,False,15941.6,27685.3,078,17571,11062,6509,37.04,2954.2
TumorCenter_CD8_block5.svs,11-6,False,18340.3,27710.3,078,16749,14591,2158,12.88,1131.6
TumorCenter_CD8_block5.svs,12-1,False,3723.0,30234.0,292,19334,18191,1143,5.912,486.57
TumorCenter_CD8_block5.svs,12-2,False,6171.7,30159.0,292,16391,14017,2374,14.48,1103.6
TumorCenter_CD8_block6.svs,5-3,False,11194.1,13168.0,091,17468,15696,1772,10.14,871.69
TumorCenter_CD8_block6.svs,5-4,False,13742.7,12893.2,091,15987,15003,984,6.155,557.34
TumorCenter_CD8_block6.svs,6-1,False,3698.0,15666.7,259,30206,26419,3787,12.54,1318.6
TumorCenter_CD8_block6.svs,6-2,False,6421.6,15666.7,259,24434,21770,2664,10.9,968.68
TumorCenter_CD8_block6.svs,7-1,False,3798.0,18415.2,487,24279,24163,116,0.4778,43.44
TumorCenter_CD8_block6.svs,7-2,False,6321.7,18315.3,487,24222,24072,150,0.6193,57.02
TumorCenter_CD8_block6.svs,10-5,False,16316.4,25736.4,286,13048,12915,133,1.019,85.75
TumorCenter_CD8_block6.svs,10-6,True,18815.0,26011.2,286,0,0,0,,
TumorCenter_CD8_block7.svs,1-1,False,4022.9,2773.5,103,22818,22795,23,0.1008,10.19
TumorCenter_CD8_block7.svs,1-2,False,6571.5,2923.5,103,25057,25037,20,0.0798,8.611
TumorCenter_CD8_block7.svs,9-3,False,10519.4,22588.0,464,18059,17934,125,0.6922,52.54
TumorCenter_CD8_block7.svs,9-4,False,13118.1,22613.0,464,12516,12349,167,1.334,105.41
TumorCenter_CD8_block7.svs,10-3,False,10544.4,25111.7,692,26755,24458,2297,8.585,878.39
TumorCenter_CD8_block7.svs,10-4,False,13093.1,25111.7,692,27000,24897,2103,7.789,806.46
TumorCenter_CD8_block7.svs,12-1,False,3423.2,30084.1,062,19298,17049,2249,11.65,1052.9
TumorCenter_CD8_block7.svs,12-2,False,6021.8,30084.1,062,22982,21462,1520,6.614,631.03
TumorCenter_CD8_block8.svs,9-1,False,4747.5,23437.6,209,22727,19969,2758,12.14,1112.7
TumorCenter_CD8_block8.svs,9-2,False,7446.1,23262.7,209,29027,27380,1647,5.674,617.85
TumorCenter_CD8_block8.svs,9-3,False,12218.5,23012.8,238,25952,24694,1258,4.847,529.77
TumorCenter_CD8_block8.svs,9-4,False,14767.2,22887.9,238,22735,21229,1506,6.624,699.19
TumorCenter_CD8_block8.svs,11-3,False,12443.4,27960.2,069,20516,20340,176,0.8579,88.88
TumorCenter_CD8_block8.svs,11-4,False,14842.1,27835.3,069,17110,16971,139,0.8124,75.31
TumorCenter_CD8_block8.svs,12-5,False,17590.7,30009.1,306,23324,23042,282,1.209,125.1
TumorCenter_CD8_block8.svs,12-6,False,20114.3,29784.2,306,23158,23022,136,0.5873,60.6
TumorCenter_CD8_block9.svs,2-3,False,10919.2,5647.0,585,25129,11880,13249,52.72,4598.7
TumorCenter_CD8_block9.svs,2-4,False,13542.8,5472.1,585,27640,12931,14709,53.22,5104.1
TumorCenter_CD8_block9.svs,4-1,False,3848.0,11119.1,608,15295,15235,60,0.3923,28.59
TumorCenter_CD8_block9.svs,4-2,False,6296.7,11144.1,608,13162,12714,448,3.404,262.12
TumorCenter_CD8_block9.svs,4-5,False,16291.4,10644.4,206,16730,15724,1006,6.013,496.64
TumorCenter_CD8_block9.svs,4-6,False,18890.0,10494.4,206,21067,19402,1665,7.903,667.28
TumorCenter_CD8_block9.svs,6-1,False,3947.9,16278.9,607,15954,15947,7,0.0439,3.063
TumorCenter_CD8_block9.svs,6-2,False,6571.5,16116.5,607,14960,14814,146,0.9759,69.97
TumorCenter_CD8_block9.svs,9-3,False,11443.9,23687.5,424,24132,21719,2413,9.999,1033.8
TumorCenter_CD8_block9.svs,9-4,False,14217.5,23487.6,424,8551,7161,1390,16.26,1296.8
TumorCenter_CD8_block9.svs,10-1,False,3897.9,26535.9,372,12815,8543,4272,33.34,2530.6
TumorCenter_CD8_block9.svs,10-2,False,6721.4,26560.9,372,17289,11601,5688,32.9,2801.4
TumorCenter_CD8_block9.svs,12-1,False,4347.7,31683.2,589,25017,23932,1085,4.337,444.69
TumorCenter_CD8_block9.svs,12-2,False,6946.3,31508.3,589,21915,20552,1363,6.219,573.47
TumorCenter_CD8_block9.svs,12-3,False,11818.7,31383.4,589,13569,9776,3793,27.95,2062.3
TumorCenter_CD8_block9.svs,12-4,False,14317.4,31308.4,589,14646,12261,2385,16.28,1258.3
TumorCenter_CD8_block9.svs,12-5,False,16966.0,31283.4,762,13381,4849,8532,63.76,4683.7
TumorCenter_CD8_block9.svs,12-6,False,19214.8,31258.4,762,17969,8714,9255,51.51,4208.1
